code,name,cf_sales20161,rateofreturn20161,cf_nm20161,cf_liabilities20161,cashflowratio20161,cf_sales20162,rateofreturn20162,cf_nm20162,cf_liabilities20162,cashflowratio20162,cf_sales20163,rateofreturn20163,cf_nm20163,cf_liabilities20163,cashflowratio20163,cf_sales20164,rateofreturn20164,cf_nm20164,cf_liabilities20164,cashflowratio20164,cf_sales20171,rateofreturn20171,cf_nm20171,cf_liabilities20171,cashflowratio20171,cf_sales20172,rateofreturn20172,cf_nm20172,cf_liabilities20172,cashflowratio20172,cf_sales20173,rateofreturn20173,cf_nm20173,cf_liabilities20173,cashflowratio20173,cf_sales20174,rateofreturn20174,cf_nm20174,cf_liabilities20174,cashflowratio20174,cf_sales20181,rateofreturn20181,cf_nm20181,cf_liabilities20181,cashflowratio20181
002670,国盛金控,0.0865,0.0051,2.1447,0.0068,0.6856,-0.8898,-0.0157,-3.5278,-0.032,-3.885,-2.5069999999999997,-0.0737,-6.7273,-0.1582,-18.4718,-7.5721,-0.2404,-12.4965,-0.4342,-65.2719,2.4918,0.0283,20.3529,0.0517,7.8539,2.0171,0.0514,8.4618,0.09699999999999999,13.9794,-1.8847,-0.0467,-3.5528,-0.0871,-13.7298,-6.0349,-0.1374,-6.6137,-0.2547,-42.3996,4038.9027,0.0465,,0.0815,12.7285
000627,天茂集团,-2.0539,-0.0048,-0.4851,-0.0058,-40.3267,-17.042,-0.0384,-3.5158,-0.0461,-287.3909,-16.3036,-0.0508,-4.632,-0.0615,-172.4471,-4.8664,-0.0199,-0.7534,-0.024,-61.4818,56.8236,0.0708,39.2436,0.0844,295.9926,41.2713,0.0891,9.1866,0.1052,359.0775,24.2763,0.0695,5.2913,0.0828,8.6327,0.8305,0.0031,0.1611,0.0038,4.2023,106.7493,0.0912,22.8118,0.1087,82.3892
600247,*ST成城,-0.0144,-0.0024,,-0.0026,-0.2609,-0.0121,-0.002,,-0.0022,-0.2202,-0.0067,-0.0012,,-0.0012,-0.1248,-0.0008,-0.0007,,-0.0007,-0.0819,-0.0068,-0.0013,,-0.0011,-0.1714,-0.0053,-0.0011,,-0.0008,-0.136,-0.005,-0.001,,-0.0008,-0.1282,1.6735,0.3786,,0.3841,47.2422,25.9827,0.5329,19.024,0.5558,67.5694
600155,宝硕股份,-0.514,-0.0549,,-0.1246,-13.2061,-0.2546,-0.065,,-0.1407,-14.5241,-4.4412,-0.0488,,-0.0737,-8.0877,-16.9151,-0.2462,,-0.4997,-54.9651,-13.5146,-0.0364,-23.1835,-0.0669,-7.2289,-4.6331,-0.0306,-7.3338,-0.0516,-5.497000000000001,-7.8193,-0.0608,-10.6503,-0.0964,-11.3355,-10.6195,-0.0968,-26.947,-0.1605,-19.5549,10.8318,0.0124,6.8863,0.021,2.6094
000046,泛海控股,-1.4353,-0.0433,-33.0538,-0.0514,-13.0016,-0.6082,-0.0409,-6.2291,-0.0482,-11.669,-0.8424,-0.085,-6.7649,-0.1004,-28.0211,-0.8178,-0.0907,-4.9818,-0.1065,-28.1392,-6.7389,-0.0725,-29.5876,-0.0847,-21.2576,-5.0648,-0.0634,-12.261,-0.0739,-16.6719,-5.2885,-0.0995,-14.1892,-0.1155,-24.8882,-2.2968,-0.1026,-6.2271,-0.1202,-21.4613,10.4512,0.0171,2.1756,0.02,3.3597
300059,东方财富,-4.1309,-0.0634,-12.3644,-0.0998,-10.3517,-1.4749,-0.0355,-2.8795,-0.0651,-6.7466,-5.2169,-0.1941,-8.492,-0.3914,-40.8579,-3.5143,-0.1567,-5.9345,-0.2987,-30.5518,0.4687,0.0035,1.1162,0.006,0.6057,-1.1116,-0.0162,-2.0536,-0.0268,-2.7209,-2.8265,-0.0594,-4.7507,-0.0933,-10.1318,-5.5378,-0.1472,-9.7031,-0.2268,-28.3289,6.6292,0.0539,8.0911,0.0807,9.8654
000809,*ST新城,-57.0241,-0.0281,,-0.054000000000000006,-15.829,-21.4698,-0.0301,,-0.0586,-23.1973,-17.0258,-0.0394,,-0.076,-30.3898,-14.2117,-0.0469,,-0.0886,-16.6634,-11.958,-0.0077,,-0.0144,-3.5796,-7.6729,-0.0107,,-0.0197,-4.8823,6.309,0.0662,10.9017,0.1337,43.7581,8.502,0.114,6.7039,0.2385,51.78,5.7562,0.0057,1.1204,0.012,2.6375
000517,荣安地产,1.0545,0.0294,94.0298,0.0518,7.7899,0.8621,0.0568,26.7084,0.0977,14.3864,0.9828,0.0801,35.5735,0.1315,18.392,0.1051,0.0163,1.2189,0.0244,3.201,0.0119,0.0037,0.0991,0.0064,1.0189,0.1074,0.0369,0.8462,0.0603,9.3961,-0.1222,-0.0407,-0.9922,-0.0634,-9.3163,-0.0614,-0.0198,-0.4834,-0.0292,-4.2031,5.5351,0.0323,,0.0437,5.9904
600053,九鼎投资,0.4724,0.0263,3.826,0.0363,4.637,0.3211,0.0481,1.2616,0.0693,9.0301,0.5475,0.1271,2.0136,0.1917,26.4209,0.5356,0.2073,1.3934,0.3511,44.8552,-0.9046,-0.0301,-2.4419,-0.0556,-7.7004,-0.2953,-0.022000000000000002,-0.7345,-0.0375,-4.9863,-0.3738,-0.0404,-1.214,-0.0693,-9.3349,-0.0784,-0.0125,-0.1794,-0.0221,-2.5348,4.2222,0.139,14.7679,0.2358,27.7345
300189,神农基因,-0.5399,-0.0222,,-0.2397,-40.1548,-0.5859,-0.0642,-19.5747,-0.3412,-41.1002,-0.9916,-0.1488,,-0.5457,-60.8726,-0.7365,-0.2638,-30.0023,-0.7459,-80.9512,-0.5396,-0.0792,-21.7263,-0.2207,-23.6767,0.0263,0.0073,1.0804,0.0418,5.1678,0.2498,0.1005,152.6483,0.5045,60.2909,0.8655,0.1568,311.2256,0.9059,109.0304,3.714,0.0992,17.5345,0.5996,71.5925
600598,北大荒,2.8388,0.1771,18.8265,0.4964,49.9733,1.2644,0.2484,3.65,0.7156,72.0537,0.6888,0.2057,2.0937,0.7583,76.6535,0.5192,0.2075,2.2516,0.7933,80.5482,3.0471,0.1921,7.9152,0.4903,49.4912,1.0398,0.1792,3.035,0.5172,52.74100000000001,0.4552,0.1268,1.3627,0.4843,50.0045,0.2818,0.1103,1.1057,0.47600000000000003,49.751000000000005,3.7008,0.2489,8.8613,0.6259,64.1505
000576,广东甘化,-0.2558,-0.0109,,-0.0278,-7.9888,-0.1278,-0.0148,,-0.0867,-14.8976,-0.0431,-0.0076,,-0.0466,-8.4696,0.0027,0.0008,0.0123,0.0047,0.7452,-0.3399,-0.0136,,-0.0571,-14.7554,-0.2532,-0.0633,,-0.3211,-144.8618,-0.153,-0.0437,,-0.21899999999999997,-94.0062,-0.0112,-0.0044,,-0.0287,-5.7928,3.7001,0.2652,192.2317,5.8228,583.8132
300483,沃施股份,0.1072,0.0216,1.1068,0.0756,7.5585,0.1233,0.0444,1.6048,0.3638,36.3788,0.055999999999999994,0.0268,0.9282,0.3961,39.6096,0.0588,0.0372,1.3238,0.1716,17.384,-0.3502,-0.0766,-5.2914,-0.3022,-30.5305,0.2265,0.0899,3.7571,0.5453,55.5167,0.1332,0.0626,5.0903,0.2745,27.5985,0.2106,0.1385,12.3871,0.4347,43.6202,2.3764,0.132,18.4229,0.1816,18.1564
300023,宝德股份,2.0173,0.0406,15.2246,0.0534,6.3396,-5.9474,-0.2339,-37.468,-0.2846,-31.7504,-9.6504,-0.5783,-87.46600000000001,-0.7015,-78.6514,-2.5947,-0.2738,-22.688000000000002,-0.3316,-38.3247,4.9724,0.11199999999999999,102.4922,0.1388,16.0355,1.4809999999999999,0.0658,9.1207,0.0794,9.2701,0.4538,0.0291,2.4179,0.0346,3.8349,-0.3713,-0.0379,-6.9021,-0.0452,-5.2641,2.1721,0.0443,,0.0541,6.604
000567,海德股份,38.5595,0.0624,6.6299,1.7926,179.2564,161.2078,0.3432,97.7498,1.0466,104.6637,-0.4157,-0.0327,-5.3049,-0.1981,-19.8096,-20.5892,-0.7144,-307.2033,-0.8617,-86.1748,9.2533,0.2936,19.9289,0.3613,36.1291,-3.8181,-0.1894,-8.5485,-0.2228,-22.281,-6.3864,-0.3696,-14.8091,-0.42,-64.8586,-11.4244,-0.645,-31.5758,-0.7028,-90.3877,2.0231,0.0235,7.377999999999999,0.0534,6.9755
600225,天津松江,-2.6244,-0.0289,,-0.0327,-4.3383,-0.6271,-0.0176,,-0.0195,-3.4338,0.2917,0.0284,,0.0314,6.0646,0.2534,0.0331,,0.0368,7.8192,1.1797,0.0224,0.8822,0.0257,5.7442,0.5894,0.0239,0.7935,0.0279,4.9042,1.0432,0.0732,2.7815,0.0854,13.8185,-0.4638,-0.0462,-4.9368,-0.0529,-7.5152,1.8876,0.0097,,0.011000000000000001,1.5682
603377,东方时尚,0.5486,0.0501,84.824,0.147,17.4725,0.3698,0.0887,1.9405,0.28,33.8855,0.3471,0.1257,1.5369,0.4499,56.7454,0.2107,0.0926,1.0301,0.3305,41.0654,0.5709,0.042,6.6142,0.1201,14.65,0.3735,0.0699,1.93,0.2034,25.0111,0.3055,0.0903,1.3527,0.2711,37.3093,0.2503,0.0929,1.3205,0.3038,41.3689,1.7574,0.10099999999999999,53.9148,0.2554,31.2865
600318,新力金融,0.7967,0.0161,0.9281,0.0252,8.4419,-1.9639,-0.049,-2.3218,-0.0771,-20.4579,-0.9617,-0.028999999999999998,-0.8904,-0.0474,-13.392999999999999,0.4879,0.064,1.3317,0.1082,21.7779,-1.5109,-0.0375,-5.0116,-0.061,-17.7857,-0.3074,-0.0159,-0.9829,-0.0276,-6.2379999999999995,0.8034,0.0579,3.1054,0.0993,20.1644,0.6948,0.0693,,0.1091,18.1223,1.6845,0.0374,5.0635,0.0574,9.3274
002039,黔源电力,0.9916,0.0306,4.7805,0.0403,33.8971,1.0861,0.0656,6.1451,0.0856,110.7989,1.0132,0.0971,5.0206,0.1283,191.6861,1.028,0.1128,8.2282,0.1481,168.2441,0.7340000000000001,0.0131,,0.0173,19.936,0.6085,0.0281,6.6593,0.0366,37.7017,0.5586,0.0653,1.9719,0.0881,84.6292,0.6545,0.0924,2.9139,0.1247,69.8945,1.5530000000000002,0.0354,12.7948,0.0482,27.2398
300295,三六五网,0.026000000000000002,0.0032,0.1606,0.0239,2.3897,0.1421,0.0344,0.7303,0.2624,26.2408,-0.4664,-0.1606,-2.3733,-0.9468,-94.6848,-0.5716,-0.2625,-3.1067,-2.0827,-210.1475,-0.8211,-0.0634,-4.6225,-0.5654,-57.1127,-1.127,-0.1841,-4.9844,-1.1292,-118.9283,-0.9211,-0.2219,-3.9147,-1.0769,-124.2245,-1.0911,-0.2917,-4.4141,-1.3276,-132.7617,1.4673,0.0926,7.1715,0.3468,34.6836
000791,甘肃电投,0.6586,0.0071,,0.0094,4.577,0.4993,0.0168,,0.0228,12.3115,0.496,0.0318,203.4739,0.0436,27.0022,0.6458,0.0543,,0.0746,49.3063,0.9071,0.0114,,0.0155,11.2273,0.48100000000000004,0.0187,,0.0261,19.5703,0.5216,0.0383,3.0579,0.0545,51.3391,0.6136,0.0614,4.6286,0.0884,63.4705,1.4649,0.0228,,0.0329,28.1933
002167,东方锆业,-0.8598,-0.0261,,-0.0392,-7.1372,-0.2888,-0.0291,,-0.0454,-8.2341,-0.2147,-0.027999999999999997,-19.2156,-0.0436,-7.4926,0.1012,0.031,3.1485,0.0502,7.8643,0.295,0.015,9.9886,0.0241,3.7225,0.1484,0.0177,2.8651,0.0287,4.4437,0.0143,0.0024,0.3156,0.0036,0.4811,0.2781,0.0796,,0.1199,14.8849,1.4507,0.0773,17.4503,0.1243,18.342
000029,深深房A,0.3843,0.0299,4.0996,0.0626,7.6255,0.3882,0.0952,3.1632,0.19899999999999998,23.6078,0.3159,0.1347,2.3267,0.3334,36.9999,0.2239,0.1391,1.6908,0.4148,46.8805,-0.1113,-0.0079,-0.8735,-0.0233,-2.6065,-0.1336,-0.0257,-0.7121,-0.0857,-9.6092,-0.20800000000000002,-0.0525,-1.3412,-0.1744,-19.2282,-0.0132,-0.0045,-0.0963,-0.0138,-1.4845,1.3732,0.0492,,0.1391,14.1904
600515,海航基础,0.1265,0.0134,5.2857,0.0174,4.6757,0.1464,0.0283,13.008,0.0362,8.5747,0.3877,0.0258,3.2526,0.0349,10.8967,0.0439,0.0045,0.3875,0.0082,1.6748,0.0324,0.0004,1.567,0.0008,0.1966,0.4949,0.0296,2.1826,0.0577,11.1564,0.4121,0.0351,1.8482,0.0688,14.55,0.2644,0.0319,1.3115,0.059000000000000004,8.8366,1.3544,0.0188,2.7447,0.0349,4.9527
002095,生意宝,0.0559,0.0043,0.4424,0.0304,3.1622,0.0322,0.0065,0.3274,0.038,3.9225,-0.0571,-0.0098,-0.7348,-0.0904,-9.2772,-0.0509,-0.0138,-1.3699,-0.1247,-12.7905,-1.4929,-0.1088,-20.463,-0.9159999999999999,-93.7328,-0.5369,-0.0783,-7.0282,-0.6166,-62.9862,-0.2109,-0.0446,-2.5394,-0.3099,-31.5572,-0.0859,-0.024,-1.5011,-0.1353,-13.6889,1.3118,0.071,7.3763,0.3129,31.546
000056,皇庭国际,5.6258,0.0444,18.2738,0.1105,51.5512,0.2902,0.0042,0.8101,0.0087,16.3842,0.3474,0.0077,1.0246,0.0158,33.2761,0.0883,0.0027,0.2472,0.0056,5.4477,-0.3209,-0.0041,-0.7088,-0.0085,-7.3497,-0.6319,-0.0149,-1.5792,-0.0276,-14.3404,-0.337,-0.0137,-0.9799,-0.0235,-16.3013,0.4786,0.0237,1.6,0.0401,16.2513,1.3047,0.0204,4.4599,0.0347,14.4066
600846,同济科技,0.2648,0.0291,6.6194,0.0452,5.6086,-0.061,-0.0106,-1.1452,-0.0159,-1.8881,0.4789,0.1245,6.9054,0.1876,22.0337,0.4604,0.1632,4.8409,0.2376,27.1886,-0.28,-0.0229,-5.4701,-0.0325,-3.6665,-0.2047,-0.0319,-4.6267,-0.0442,-5.4898,-0.091,-0.0207,-1.4557,-0.0291,-3.7476,-0.0145,-0.0057,-0.1737,-0.0083,-1.2069,1.2913,0.1332,15.3426,0.1859,25.9695
000886,海南高速,-0.7736,-0.0127,-2.5079,-0.0696,-7.8328,-0.2108,-0.0067,-0.6447,-0.0373,-4.1982,-0.0584,-0.0027,-0.1841,-0.015,-1.6707,0.2667,0.0299,1.5147,0.1764,19.4982,1.0723,0.0671,3.8914,0.3811,41.7748,0.7006,0.0815,2.8372,0.5248,58.2591,0.5162,0.071,2.0347,0.4826,53.7438,0.637,0.11699999999999999,3.9395,0.7281,81.7078,1.2401,0.0438,4.1801,0.2449,27.0435
600784,鲁银投资,0.1208,0.0116,0.8498,0.017,1.8544,0.2039,0.0628,11.9185,0.0935,10.2837,0.2977,0.1603,25.6366,0.2553,28.6581,0.1755,0.1141,41.7199,0.185,21.3682,0.1027,0.0088,53.288000000000004,0.0145,1.6805,-0.0154,-0.0026,-2.4673,-0.0042,-0.4938,-0.0002,-0.0001,-0.1564,-0.0001,-0.01,0.0719,0.0267,,0.0424,4.909,1.2016,0.1133,5.5604,0.1912,19.5705
000831,五矿稀土,2.7316,0.0764,,2.4313,271.3738,1.7201,0.0651,,2.1475,233.7557,1.381,0.0583,,1.9082,207.5689,0.3432,0.0705,8.9963,1.3479,139.7264,1.4616,0.0712,17.1674,1.8969999999999998,199.5045,0.2218,0.0282,2.0867,0.7231,75.7866,-0.1105,-0.0303,-1.587,-0.6228,-64.5718,0.1725,0.0568,3.8406,1.6121,169.6043,1.192,0.0582,4.4306,1.6724,176.1633
000752,西藏发展,0.2571,0.0172,2.1233,0.1271,13.0627,0.1846,0.0217,2.07,0.1788,18.4409,0.2057,0.038,2.1913,0.2894,29.7712,0.2718,0.0694,2.4419999999999997,0.7198,74.9287,0.4018,0.0261,3.1437,0.2355,24.365,0.2104,0.0262,1.5417,0.2816,29.3348,0.3449,0.0623,2.6025,0.5571,57.5857,0.073,0.018000000000000002,0.5899,0.0725,7.3536,1.1693,0.0838,11.3779,0.6779999999999999,70.0634
600077,宋都股份,1.0772,0.048,,0.0669,10.5325,0.24600000000000002,0.0809,8.9132,0.1203,20.730999999999998,0.4541,0.2023,23.4226,0.3168,46.1674,0.3329,0.2716,,0.4481,64.3852,0.1294,0.0045,,0.0071,0.9759,-1.7075,-0.0932,-52.8758,-0.1335,-17.5553,-1.8559999999999999,-0.1088,-83.7664,-0.1417,-21.3611,0.0029,0.0005,0.051,0.0006,0.078,1.1633,0.0309,33.5696,0.04,5.386
600962,国投中鲁,0.7236,0.1236,31.4215,0.3018,30.8062,0.8857,0.3174,40.2552,1.1153,115.4913,0.5533,0.2322,176.3855,0.6228,63.7465,0.1518,0.083,16.1891,0.1892,19.275,0.9388,0.1226,37.0415,0.3183,32.6088,0.9611,0.3077,68.1407,1.186,123.8584,0.4773,0.1959,180.4836,0.5398,55.4286,0.0336,0.018000000000000002,2.7048,0.0379,3.8557,1.1616,0.1479,62.7008,0.396,40.5729
000014,沙河股份,0.4574,0.0068,,0.0104,1.9785,0.8076,0.0462,,0.0713,9.8603,0.9687,0.0766,,0.1168,15.9735,0.7158,0.2371,15.2617,0.4117,59.3022,1.9789,0.1114,,0.2058,29.5715,1.0158,0.1964,71.9317,0.3989,52.4601,0.8541,0.2413,63.3804,0.5073,64.4094,0.8170000000000001,0.2743,38.1521,0.5758,65.6958,1.1287,0.0482,23.9285,0.0978,10.9573
600217,中再资环,-0.7609999999999999,-0.0657,-431.8335,-0.1021,-13.2217,-0.54,-0.1074,-11.3332,-0.1611,-20.1694,-0.6952,-0.1817,-9.2557,-0.257,-50.1182,-0.2513,-0.1111,-2.2961,-0.1675,-28.8853,-0.7753,-0.0713,-6.6865,-0.1021,-15.1072,-0.6231,-0.1307,-5.2502,-0.2108,-29.9511,-0.3954,-0.133,-4.0855,-0.2045,-27.3275,-0.233,-0.1129,-2.4743,-0.1738,-23.1415,1.095,0.1086,8.4032,0.175,24.0695
300402,宝色股份,-0.7798,-0.0207,,-0.0375,-4.7775,-0.4725,-0.0278,,-0.0489,-6.462000000000001,-0.3823,-0.0427,,-0.0729,-9.5448,-0.2632,-0.05,,-0.0907,-10.999,-0.0598,-0.0043,,-0.008,-0.9735,-0.0265,-0.0045,-3.5372,-0.0088,-1.0058,0.0938,0.0201,,0.0374,4.0703,0.0825,0.0282,3.444,0.0532,5.5364,1.0905,0.023,,0.0384,3.9486
000655,*ST金岭,-0.3903,-0.0158,,-0.1638,-16.3952,-0.2765,-0.0239,,-0.2174,-21.8201,-0.2801,-0.0367,,-0.3151,-31.7005,-0.1531,-0.0319,,-0.2541,-25.5697,0.1745,0.0136,2.1923,0.1437,14.4888,0.1651,0.0296,1.6136,0.2426,24.4096,0.1962,0.0568,1.8091,0.5052,50.8627,0.1161,0.0456,,0.3444,41.1002,1.0898,0.1005,19.8371,0.7798,93.3693
000667,美好置业,0.2609,0.0136,2.2098,0.0215,2.8927,0.1763,0.0221,1.3824,0.0351,5.0465,1.0477,0.1527,9.1287,0.2321,33.3163,0.6559,0.1897,5.1764,0.3013,48.496,-1.5758,-0.0438,-9.3364,-0.0702,-11.9703,-0.5105,-0.0558,-3.2141,-0.094,-16.224,-0.5689,-0.0742,-3.3807,-0.1273,-19.9431,-0.2327,-0.0599,-1.5964,-0.106,-13.993,1.087,0.0103,,0.0164,2.0536
000909,数源科技,0.3737,0.0249,36.3382,0.031,3.9743,0.2527,0.0345,11.2618,0.0432,6.7951,0.2505,0.0539,10.6114,0.0673,11.1974,0.4827,0.163,20.1928,0.2206,31.0879,0.8212,0.0406,36.2856,0.0542,7.4523,-0.0053,-0.001,-0.0997,-0.0013,-0.1883,0.1569,0.0524,4.2317,0.0727,10.8541,-0.0287,-0.0195,-1.0964,-0.0286,-4.6261,1.0746,0.0886,61.5843,0.1323,22.198
600988,赤峰黄金,-0.5603,-0.0506,-10.544,-0.1241,-14.9395,-0.0506,-0.0122,-0.4563,-0.0329,-3.9992,-0.0965,-0.035,-0.7732,-0.0977,-11.6181,0.032,0.0176,0.2005,0.0519,6.1249,-0.7397,-0.061,-28.789,-0.1408,-26.1367,-0.2369,-0.0481,-2.7381,-0.1061,-17.9276,-0.3243,-0.1181,-3.6379,-0.2599,-42.9747,-0.1461,-0.0781,-1.3396,-0.1882,-34.176,1.0743,0.1006,14.9262,0.23199999999999998,36.6315
603959,百利科技,-1.2429,-0.0482,-28.3404,-0.0785,-11.482999999999999,-0.7309,-0.0785,-6.0441,-0.165,-21.193,-0.4244,-0.0847,-2.6737,-0.1687,-20.6927,-0.0746,-0.0311,-0.5392,-0.0592,-7.0251,-1.5863,-0.0859,-18.165,-0.1626,-16.273,-0.7849,-0.0984,-9.1985,-0.1783,-17.8369,-0.5319,-0.1047,-3.9087,-0.1796,-19.2502,-0.4709,-0.1259,-2.5907,-0.2206,-23.6275,0.9711,0.0799,6.1978,0.1462,15.6055
300056,三维丝,-0.63,-0.026000000000000002,-6.3928,-0.0509,-5.6279,-0.0792,-0.0137,-0.5008,-0.0281,-3.5433,-0.0513,-0.0113,-0.369,-0.0223,-2.7988,-0.027000000000000003,-0.009000000000000001,-0.1283,-0.0175,-2.1356,-0.057999999999999996,-0.0018,,-0.0039,-0.4886,0.4504,0.032,,0.0618,7.3746,0.3283,0.0471,,0.0884,10.2558,0.1425,0.0685,5.5515,0.1416,16.5068,0.9576,0.0411,,0.0869,9.5988
000548,湖南投资,8.7524,0.1568,,0.45399999999999996,45.5379,5.4482,0.2087,11.5173,0.6245,62.6436,2.9957,0.1866,8.2504,0.5661,56.7947,1.1049,0.0984,4.6719,0.2819,28.2711,4.0681,0.0788,436.9032,0.2343,23.4967,0.1805,0.0735,1.2688,0.364,36.5881,0.2658,0.11800000000000001,1.8259,0.6154,61.8671,0.2729,0.1273,2.1706,0.5926,59.5291,0.9193,0.0253,55.6371,0.1217,12.2293
000611,天首发展,0.1789,0.0028,,0.0051,0.5111,-0.0205,-0.0008,,-0.0014,-0.1357,-0.0222,-0.0012,,-0.0021,-0.2075,1.6222,0.1161,9.4348,0.2182,21.8223,-2.4226,-0.1196,,-0.2445,-24.4502,13.2789,0.5696,,2.3973,239.7255,-1.2357,-0.0607,,-0.2034,-20.3438,-0.3909,-0.0083,,-0.0139,-1.5876,0.9145,0.0025,,0.0041,0.4655
600251,冠农股份,0.1768,0.0184,,0.0473,4.9578,0.3796,0.0732,20.7946,0.1745,21.2931,0.2465,0.0608,11.8694,0.1334,15.9796,-0.1253,-0.0516,-3.7938,-0.1193,-14.0039,0.5191,0.04,2.8072,0.1007,12.447000000000001,0.1385,0.0264,1.4204,0.0582,8.0542,0.0963,0.0228,1.1952,0.0469,6.0468,-0.5445,-0.1729,-10.3629,-0.3185,-38.3501,0.8983,0.1076,7.9028,0.2209,26.6822
000018,神州长城,-0.345,-0.0711,-4.1982,-0.102,-10.6953,-0.6432,-0.2173,-6.2339,-0.2943,-32.891999999999996,-0.5215,-0.2604,-5.5811,-0.3499,-44.3456,-0.3618,-0.2113,-3.5753,-0.2742,-31.6785,-0.4219,-0.0536,-4.5055,-0.0696,-8.2328,-0.1772,-0.0563,-1.9179,-0.0715,-7.7479,-0.1676,-0.0748,-1.8528,-0.0937,-10.5283,-0.2743,-0.1527,-4.6397,-0.1894,-21.9763,0.8768,0.0686,3.7008,0.0868,10.2421
600368,五洲交通,0.6149,0.0161,2.1689,0.0219,4.2814,1.1078,0.054000000000000006,4.9524,0.0725,15.5983,0.9254,0.0714,4.5991,0.0996,31.7144,0.8317,0.0939,5.6276,0.1283,63.3702,1.0384,0.0351,3.0944,0.0485,23.8357,0.7939,0.0574,2.7116,0.0814,48.3409,0.7302,0.0778,2.9305,0.1104,65.072,0.7666,0.1285,3.8576,0.1846,80.2367,0.8656,0.0257,1.7916,0.0376,16.2253
600674,川投能源,0.7471,0.0065,0.1767,0.0288,11.5019,0.3075,0.0064,0.1101,0.0271,10.3943,0.3827,0.0103,0.095,0.0465,9.6783,0.3696,0.0138,0.1042,0.0626,12.2583,0.7336,0.0057,0.1912,0.0264,5.1564,0.7717,0.0094,0.218,0.0334,5.1758,0.8965,0.0169,0.1719,0.0726,12.9403,0.617,0.017,0.1495,0.0806,14.2724,0.8459,0.0059,0.217,0.0243,3.7332
600025,华能水电,0.7441,0.0136,3.7124,0.0174,5.1928,0.7411,0.0254,10.3061,0.0321,10.1174,0.6951,0.0374,7.099,0.0479,13.6322,0.7307,0.0521,11.5198,0.0666,20.2574,0.3961,0.0079,1.4566,0.0101,2.8249,0.5533,0.0217,2.1421,0.027999999999999997,8.7271,0.6663,0.0364,3.3691,0.0468,14.882,0.6674,0.051,3.6165,0.0675,21.6907,0.8128,0.0146,5.9005,0.0194,6.7544
000573,粤宏远A,0.3475,0.0442,20.7746,0.0919,10.8051,0.5962,0.0802,17.0426,0.1533,17.2327,0.8895,0.1561,25.7819,0.2896,30.8136,0.5272,0.2149,3.0826,0.5696,63.5505,-0.4889,-0.0106,-4.5028,-0.0226,-3.7435,-0.2381,-0.025,-1.1137,-0.0582,-10.8971,-0.2305,-0.0311,-1.6784,-0.076,-15.573,-0.2725,-0.0525,-4.8751,-0.1262,-25.2675,0.81,0.0158,,0.0329,6.0291
600236,桂冠电力,0.5714,0.031,1.5878,0.0486,27.7507,0.6836,0.0852,1.6366,0.1328,78.4074,0.7422,0.1325,1.881,0.2131,120.8419,0.664,0.1438,1.9569,0.2329,104.7889,0.5751,0.0251,2.7969,0.04,17.0181,0.6463,0.0565,2.6355,0.0886,33.5911,0.6189,0.0963,1.9256,0.1574,60.1285,0.6775,0.14400000000000002,2.1193,0.243,103.6158,0.8004,0.0439,2.3307,0.0783,38.8088
300101,振芯科技,-0.8596,-0.09,-3.5334,-0.38799999999999996,-49.1312,-0.5194,-0.1178,-2.1612,-0.7076,-106.6064,-0.4464,-0.1491,-2.0069,-0.8644,-125.105,-0.3604,-0.1372,-2.7896,-0.6713,-85.9879,-0.4922,-0.0448,-2.8396,-0.2493,-34.3495,-0.4268,-0.0755,-2.5694,-0.4346,-59.2695,-0.3683,-0.0841,-2.8367,-0.4265,-55.3585,-0.0082,-0.0028,-0.0859,-0.0111,-1.953,0.7905,0.0561,2.5122,0.2375,39.34
600967,内蒙一机,-0.0936,-0.006999999999999999,,-0.0265,-2.6491,-0.1388,-0.0269,,-0.1054,-10.5368,-0.0865,-0.0311,,-0.1117,-11.1681,0.07,0.05,1.4195,0.10400000000000001,11.4408,0.4287,0.0422,9.4016,0.0805,8.7314,0.1278,0.040999999999999995,2.978,0.0859,9.3838,0.01,0.0052,0.2261,0.0113,1.2379,0.1479,0.0974,3.3621,0.1717,18.2687,0.7889,0.0609,19.9505,0.1012,10.7125
603797,联泰环保,0.4213,,1.5246,,,0.7497,,2.7411,,,0.5845,,2.0496,,,0.8475,0.0759,2.688,0.11,36.1322,0.4376,0.0081,1.4228,0.0116,3.9817,0.5292,0.018000000000000002,1.706,0.0283,9.8498,0.6472,0.033,2.0082,0.0524,20.333,0.718,0.0469,2.0519,0.0733,20.2256,0.7588,0.0129,2.1371,0.0197,4.5884
600900,长江电力,0.6938,0.0224,1.6736,0.0654,19.1662,0.6940000000000001,0.0457,1.8135,0.0732,16.6536,0.7442,0.0917,1.6969999999999998,0.1557,40.8389,0.7967,0.1304,1.8622,0.2289,62.7748,0.7302,0.0191,2.1171,0.034,8.8577,0.7113,0.0455,1.6928,0.0761,15.8832,0.743,0.0904,1.5579,0.158,38.24,0.7915,0.1326,1.7819999999999998,0.2422,66.4844,0.7414,0.0203,2.133,0.038,9.8711
