code,name,cf_sales20161,rateofreturn20161,cf_nm20161,cf_liabilities20161,cashflowratio20161,cf_sales20162,rateofreturn20162,cf_nm20162,cf_liabilities20162,cashflowratio20162,cf_sales20163,rateofreturn20163,cf_nm20163,cf_liabilities20163,cashflowratio20163,cf_sales20164,rateofreturn20164,cf_nm20164,cf_liabilities20164,cashflowratio20164,cf_sales20171,rateofreturn20171,cf_nm20171,cf_liabilities20171,cashflowratio20171,cf_sales20172,rateofreturn20172,cf_nm20172,cf_liabilities20172,cashflowratio20172,cf_sales20173,rateofreturn20173,cf_nm20173,cf_liabilities20173,cashflowratio20173,cf_sales20174,rateofreturn20174,cf_nm20174,cf_liabilities20174,cashflowratio20174,cf_sales20181,rateofreturn20181,cf_nm20181,cf_liabilities20181,cashflowratio20181
002392,北京利尔,-0.1215,-0.0107,-1.7180000000000002,-0.0272,-3.8726,-0.0346,-0.0068,-0.3916,-0.0177,-2.5429,-0.0609,-0.0175,-0.6046,-0.0453,-6.4376,0.0231,0.0089,0.2934,0.0229,3.2516,0.1368,0.0124,1.6415,0.028999999999999998,3.8510000000000004,0.1236,0.0247,1.5628,0.057999999999999996,7.683,0.0521,0.0149,0.6814,0.0361,4.8521,0.0354,0.0152,0.4965,0.0374,5.045,-0.1343,-0.0184,-1.6505,-0.0467,-6.3708
603818,曲美家居,-0.0152,-0.0025,-0.2406,-0.015,-1.7344,0.1769,0.0774,1.6569,0.4216,48.5514,0.1657,0.113,1.4006,0.5813,65.6856,0.1767,0.1659,1.5892,0.755,83.2517,-0.0009,-0.0002,-0.0122,-0.0009,-0.1,0.0996,0.0471,0.8320000000000001,0.23399999999999999,27.1578,0.1316,0.0933,1.0832,0.4081,45.9116,0.1211,0.1207,1.0342,0.5366,60.0957,-0.1347,-0.026000000000000002,-1.901,-0.1386,-15.9403
002447,晨鑫科技,0.2092,0.0017,1.5869,0.0068,1.4022,0.4782,0.0118,2.8204,0.0465,7.8578,0.1158,0.0102,0.2499,0.0431,6.6766,0.5347,0.1308,1.2812,0.9423,196.9925,2.4582,0.0406,5.8254,0.3074,60.7189,0.9694,0.0444,2.6385,0.3443,67.5024,0.6295,0.045,1.3348,0.3524,68.1163,0.645,0.092,0.7061,0.3773,49.023,-0.1348,-0.0074,-0.2891,-0.0327,-4.3146
300626,华瑞股份,0.3595,,96.7447,,,0.1557,0.0663,3.1759,0.0998,10.9841,0.1117,,2.2576,,,0.1363,0.1173,2.3717,0.1785,19.1355,-0.1455,-0.0232,-5.0097,-0.0417,-4.43,-0.1106,-0.0468,-1.6444,-0.0932,-9.9102,-0.0421,-0.0285,-0.6008,-0.0604,-6.4255,0.0383,0.0347,0.5608,0.0735,7.746,-0.1354,-0.0278,-2.3247,-0.062,-6.5567
600006,东风汽车,-0.2597,-0.043,-8.6561,-0.0733,-8.2177,0.0082,0.0028,0.3638,0.0048,0.541,-0.0616,-0.0328,-4.8026,-0.0528,-5.9421,0.0464,0.0345,10.5816,0.0527,5.9277,-0.1248,-0.0228,,-0.0351,-3.9617,-0.0909,-0.0339,,-0.0512,-5.6625,-0.0609,-0.0347,,-0.0505,-5.6043,-0.0275,-0.0283,,-0.0467,-4.8726,-0.1355,-0.0192,-2.5989999999999998,-0.0327,-3.4224
000978,桂林旅游,-0.2422,-0.0087,,-0.0207,-4.1635,0.3809,0.0277,,0.0639,15.582,0.3966,0.0516,3.7565,0.1265,36.8109,0.5854,0.1064,,0.2507,89.1173,-0.2026,-0.0093,,-0.0223,-7.4515,0.1629,0.0158,1.9097,0.0374,7.4284,0.2693,0.0418,1.9076,0.102,23.5053,0.3214,0.0681,4.7219,0.1691,40.0835,-0.1355,-0.0058,,-0.0141,-4.4166
002759,天际股份,0.1679,0.0294,1.1185,0.2943,29.4301,0.1029,0.0334,0.8057,0.3327,33.2746,0.1444,0.066,1.0911,0.6741,67.4141,0.1279,0.0182,0.8289,0.3659,36.6761,-0.1813,-0.0127,-0.5687,-0.2138,-21.4233,0.0964,0.0119,0.3303,0.155,15.5256,0.0289,0.0049,0.1183,0.061,6.1048,-0.0022,-0.0005,-0.0852,-0.0049,-0.4952,-0.1356,-0.0063,-2.7635,-0.0564,-5.9403
600321,*ST正源,-0.2384,-0.0076,,-0.0353,-4.6116,-0.545,-0.0393,,-0.177,-22.5927,-0.11800000000000001,-0.0162,,-0.0898,-11.9154,-0.0308,-0.0057,,-0.0507,-5.0949,0.1422,0.0059,,0.0651,6.5489,0.1845,0.0213,57.6864,0.1928,31.1665,0.023,0.0047,2.6496,0.0251,4.8866,0.1101,0.0384,,0.1895,33.025999999999996,-0.1356,-0.0151,-18.0963,-0.0673,-12.4527
300239,东宝生物,-0.1797,-0.0185,-4.3755,-0.2381,-37.0532,-0.062,-0.013000000000000001,-1.1974,-0.1595,-24.0093,0.0494,0.0146,0.8662,0.1894,28.9065,0.128,0.0487,2.1084,0.3547,47.1595,-0.0861,-0.008,-1.1569,-0.0643,-8.8303,0.006999999999999999,0.0013,0.0939,0.0072,0.8662,-0.1008,-0.0278,-1.57,-0.1568,-18.9686,-0.0087,-0.0032,-0.139,-0.0129,-1.6252,-0.1357,-0.0131,-1.9509,-0.0469,-5.7517
603725,天安新材,,,,,,,,,,,0.0668,,0.938,,,0.0454,0.0432,0.5424,0.0797,8.5006,-0.0677,,-1.6958,,,-0.0324,-0.0154,-0.5257,-0.0295,-3.2482,-0.0167,-0.0088,-0.3274,-0.0219,-2.4285,-0.0209,-0.0155,-0.3649,-0.0391,-4.2785,-0.1359,-0.0218,-1.9091,-0.0538,-6.0062
002877,智能自控,,,,,,0.0779,,0.5139,,,0.1038,,0.6588,,,0.1391,0.0748,0.8320000000000001,0.2049,20.5709,-0.1555,,-1.1764,,,-0.2151,-0.0407,-1.4213,-0.1483,-17.1522,-0.1829,-0.0513,-1.1979,-0.1759,-20.2306,-0.1167,-0.0436,-0.7531,-0.1504,-16.4444,-0.1359,-0.0125,-0.9828,-0.0431,-4.7012
600242,中昌数据,-0.1237,-0.0055,,-0.0058,-0.7074,-0.0737,-0.0071,,-0.0073,-0.8701,-0.0062,-0.0013,,-0.0022,-0.2569,-0.1803,-0.1111,,-0.3107,-31.2725,0.0678,0.0159,1.4058,0.0465,4.6847,0.0417,0.02,0.6854,0.0716,7.2203,0.0241,0.0123,0.3894,0.0393,3.9919,0.0363,0.0251,0.6536,0.07,7.9836,-0.1361,-0.0219,-5.4708,-0.0609,-6.9235
002370,亚太药业,-0.5832,-0.0615,-4.8762,-0.1056,-19.4643,-0.1507,-0.0333,-0.991,-0.0586,-11.03,-0.0635,-0.0141,-0.4344,-0.0737,-7.3895,-0.0441,-0.0154,-0.299,-0.138,-13.8674,0.2498,0.0242,1.3043,0.2031,20.4026,0.1609,0.031,0.7835,0.26899999999999996,27.0361,0.1171,0.0373,0.6378,0.3586,36.0531,0.1178,0.0466,0.6284,0.34600000000000003,47.698,-0.1363,-0.0146,-0.6565,-0.0813,-19.1759
002282,博深工具,-0.0776,-0.0087,-2.3272,-0.0362,-3.7078,0.1109,0.0238,1.9827,0.0941,9.7149,0.1996,0.0644,4.7914,0.2869,29.8368,0.2324,0.09699999999999999,8.0043,0.4375,44.7979,-0.0277,-0.0033,-0.8124,-0.0153,-1.574,0.0679,0.0162,0.3767,0.0803,9.2892,0.0674,0.0249,0.5232,0.1331,15.2826,0.0646,0.0163,0.7493,0.0642,6.8094,-0.1364,-0.0128,-2.1628,-0.0735,-7.7008
600118,中国卫星,-0.2354,-0.0232,-3.8233,-0.0509,-5.3616,-0.2241,-0.0465,-2.6821,-0.0962,-10.0644,-0.2399,-0.0706,-2.9572,-0.141,-14.7128,0.0995,0.0581,1.3689,0.1235,13.5028,-0.3288,-0.0329,-6.0081,-0.0692,-7.5298,-0.2615,-0.0633,-3.608,-0.1343,-14.6346,-0.2491,-0.0868,-3.5242,-0.1801,-19.5443,-0.0503,-0.0381,-0.7533,-0.1086,-11.5336,-0.1364,-0.0171,-2.5693,-0.0458,-4.8296
002281,光迅科技,-0.0698,-0.0147,-0.9327,-0.0352,-3.772,-0.0026,-0.0011,-0.0355,-0.0024,-0.2699,-0.0184,-0.0118,-0.2716,-0.0292,-3.2557,0.0446,0.0376,0.6605,0.0951,10.6008,-0.0896,-0.0229,-1.1868,-0.0585,-6.4844,-0.0265,-0.0129,-0.3663,-0.0333,-3.6896,0.0082,0.0056,0.1123,0.015,1.6671,0.0617,0.0545,0.8590000000000001,0.1411,15.6795,-0.1368,-0.0295,-2.2628,-0.0702,-7.5883
601019,山东出版,,,,,,,,,,,0.0446,,0.3325,,,0.1451,0.1174,1.1131,0.2412,34.9583,0.0118,,0.0903,,,0.0467,0.019,0.2751,0.0422,6.2216,-0.0115,-0.0068,-0.0754,-0.0145,-2.0064,0.0741,0.0493,0.4854,0.1411,19.8661,-0.1369,-0.0187,-1.2262,-0.055,-7.8117
001696,宗申动力,0.1329,0.0233,1.436,0.068,11.0185,0.0423,0.0154,0.4728,0.0409,6.4259,0.0143,0.0076,0.1683,0.0208,3.3471,0.0168,0.0122,0.2153,0.0338,3.4759,0.0472,0.0093,0.6802,0.0247,2.5311,-0.0335,-0.0117,-0.4534,-0.0268,-3.0712,-0.1344,-0.0662,-1.9398,-0.1471,-17.7961,-0.0468,-0.0339,-0.6979,-0.0855,-10.8373,-0.13699999999999998,-0.0223,-2.7302,-0.0468,-5.5011
300321,同大股份,-0.2665,-0.0387,-3.9822,-0.2457,-30.5517,0.0429,0.0141,0.6462,0.0928,11.609000000000002,0.1492,0.071,2.036,0.4884,61.251000000000005,0.1901,0.1213,2.481,0.8187,100.9221,-0.0534,-0.0078,-1.3513,-0.0467,-5.5462,0.0296,0.0097,0.6920000000000001,0.0593,7.0354,-0.0177,-0.008,-0.3895,-0.0415,-4.7269,0.0574,0.0347,1.0237,0.1947,22.6091,-0.13699999999999998,-0.0187,-47.5391,-0.1004,-11.5053
000533,万家乐,-0.1816,-0.0424,-4.4175,-0.0903,-10.8404,0.0072,0.0033,0.2183,0.0066,0.7732,0.0212,0.0146,1.3206,0.0287,3.3879,0.0603,0.0803,0.9994,0.2185,22.3893,-0.043,-0.0035,-1.8002,-0.0083,-0.9213,-0.0519,-0.0322,-2.8426,-0.0853,-9.4753,-0.0695,-0.0778,-8.3495,-0.1577,-16.9043,-0.0175,-0.0332,-2.1727,-0.0662,-6.6594,-0.1372,-0.0748,-22.8386,-0.1245,-12.5076
600732,ST新梅,0.3431,0.0104,,0.0199,1.9904,1.5197,0.0783,,0.1545,15.4521,0.4115,0.0272,,0.054000000000000006,5.4012,0.7496,0.2262,5.8599,0.5806,58.0587,-0.6189,-0.0058,-0.1557,-0.0149,-1.4851,-0.11,-0.006,-0.0468,-0.04,-3.9995,-1.1508,-0.048,-0.3877,-0.3915,-39.1522,-0.6776,-0.0586,-0.5077,-0.4818,-48.1762,-0.1377,-0.0025,-2.8841,-0.0223,-2.2261
000815,美利云,-0.0077,-0.0006,,-0.0006,-0.0817,-0.1219,-0.0121,,-0.0441,-7.9153,-0.09300000000000001,-0.0135,,-0.0476,-8.1728,0.1499,0.0307,22.3197,0.1014,15.5014,-0.7245,-0.0448,,-0.1474,-22.2522,-0.2634,-0.034,,-0.1097,-16.0756,-0.1977,-0.0406,-32.6036,-0.1265,-17.8746,-0.0913,-0.0275,-3.0019,-0.0989,-14.9836,-0.1379,-0.0121,-3.7854,-0.0412,-5.9025
300487,蓝晓科技,-0.1517,-0.0115,-1.026,-0.0816,-8.271,-0.0186,-0.0034,-0.1113,-0.0202,-2.0338,0.0451,0.0129,0.2437,0.0805,8.1253,0.1522,0.0567,0.8203,0.297,30.0255,0.0257,0.0029,0.1709,0.0158,1.7017,0.2003,0.0442,0.7694,0.2549,27.455,0.1894,0.0635,0.8167,0.3324,35.4162,0.1674,0.0702,0.8007,0.3069,32.510999999999996,-0.138,-0.0164,-0.9141,-0.0667,-7.0166
603596,伯特利,,,,,,0.0399,0.0195,0.3008,0.0356,3.9454,,,,,,0.067,0.066,0.4636,0.111,12.0438,0.0762,,0.6307,,,0.0249,0.0112,0.1776,0.0204,2.4187,,,,,,0.0252,0.0221,0.1888,0.0395,4.5511,-0.1382,-0.0319,-0.9259,-0.0577,-6.7378
600619,海立股份,-0.0497,-0.0076,-3.2859,-0.0133,-1.7452,0.0555,0.0187,3.7171,0.032,4.144,0.1151,0.055,7.5295,0.0954,12.3646,0.1178,0.0744,4.0487,0.1261,15.9364,-0.2403,-0.048,-9.8706,-0.08,-9.9518,-0.0426,-0.0171,-1.5633,-0.0272,-3.2885,-0.0135,-0.0081,-0.4244,-0.0129,-1.5542,0.0737,0.0565,2.2735,0.0896,9.4036,-0.1383,-0.0352,-3.6998,-0.0556,-5.821000000000001
300432,富临精工,0.1641,0.0295,0.7316,0.0899,9.7111,0.1214,0.0446,0.5972,0.1204,12.8253,0.1846,0.0983,0.9314,0.2811,30.0922,0.1573,0.0413,0.8052,0.1881,21.0035,-0.053,-0.0055,-0.3025,-0.024,-2.6403,0.0505,0.0121,0.2615,0.0541,5.983,0.0346,0.0116,0.1795,0.0462,5.0385,-0.0905,-0.0383,-0.5675,-0.1428,-15.2671,-0.1386,-0.0072,-1.6972,-0.0262,-2.795
601500,通用股份,0.5283,,14.7262,,,0.18100000000000002,0.0842,3.301,0.1689,18.3402,0.1028,0.0601,1.8588,0.1544,15.5055,0.0626,0.0566,1.2355,0.1779,17.8737,0.0104,0.0024,0.3195,0.006999999999999999,0.7005,-0.0536,-0.0246,-1.4511,-0.0738,-7.4102,0.1026,0.0723,2.6209,0.2105,21.1169,0.0907,0.0852,2.3162,0.2419,25.5223,-0.1386,-0.0328,-4.1733,-0.0905,-9.0738
603933,睿能科技,-0.1351,,-3.4222,,,-0.0298,,-0.5336,,,-0.0615,,-1.0449,,,0.0346,0.0674,0.5876,0.1306,13.0918,-0.0028,-0.0014,-0.031,-0.0028,-0.2807,0.0544,0.0383,0.638,0.1138,11.4165,-0.0077,-0.0085,-0.08800000000000001,-0.0301,-3.0257,0.0008,0.0012,0.0113,0.0039,0.395,-0.1386,-0.0445,-1.6274,-0.1511,-15.112
002093,国脉科技,-0.3259,-0.0286,-2.4366,-0.0552,-12.762,-0.1357,-0.0254,-1.7957,-0.0487,-11.0262,0.0456,0.0128,0.7728,0.0237,3.3162,0.1243,0.0335,1.9446,0.08900000000000001,12.307,-0.1923,-0.0119,-1.1821,-0.0339,-4.711,0.1289,0.0183,1.1171,0.0479,6.4391,0.2103,0.0475,2.2868,0.1291,17.3787,0.1459,0.0473,1.3994,0.1322,13.6243,-0.1388,-0.0111,-0.8471,-0.0316,-3.4936
002055,得润电子,-0.2048,-0.0333,-19.6821,-0.049,-5.8803,-0.0555,-0.0188,-2.7853,-0.027000000000000003,-3.2005,-0.0377,-0.018000000000000002,-2.3648,-0.0247,-3.1013,0.0142,0.0092,,0.0123,1.5017,-0.2035,-0.035,-10.1264,-0.0473,-5.7144,-0.1625,-0.0559,-5.6531,-0.0757,-9.0628,-0.1045,-0.0456,-4.2109,-0.0651,-7.5578,-0.0298,-0.0182,-1.1766,-0.0257,-3.1012,-0.1389,-0.025,-8.7521,-0.0356,-4.2789
600745,闻泰科技,-0.1124,-0.0188,-6.3824,-0.0417,-5.2543,0.0213,0.0087,1.3563,0.0176,2.1253,0.0737,0.0498,4.676,0.0955,11.2355,0.0217,0.0226,1.5163,0.0374,4.2628,0.0772,0.0298,2.4459999999999997,0.0431,4.558,0.0921,0.065,4.1831,0.0947,9.923,0.0768,0.0795,3.4636,0.1133,11.6415,0.0824,0.1277,4.1628,0.1923,19.3403,-0.1398,-0.0215,,-0.0317,-3.1857
601908,京运通,-0.2894,-0.0129,-1.2268,-0.0325,-5.6425,-0.1744,-0.018000000000000002,-0.74,-0.0481,-8.9963,-0.0639,-0.0087,-0.2831,-0.0237,-4.3222,0.2663,0.0403,1.8579,0.0847,27.2583,-0.0122,-0.0002,,-0.0005,-0.1348,0.4384,0.0265,1.9966,0.0537,13.432,0.3903,0.0382,1.4673,0.0757,19.8898,0.5734,0.0817,2.9739,0.1601,38.6727,-0.1399,-0.0056,-0.4995,-0.0111,-2.642
002112,三变科技,-0.5007,-0.043,-71.3859,-0.0648,-6.5173,0.1973,0.0412,1.4142,0.0668,7.1663,0.1372,0.0425,2.8633,0.0726,7.8848,0.1454,0.0573,13.4008,0.0972,10.5497,-0.9354,-0.0744,,-0.1336,-14.7032,0.1069,0.0199,,0.034,3.7037,0.0604,0.0189,,0.0305,3.2912,0.0857,0.0393,,0.0581,6.2389,-0.1403,-0.0128,,-0.0187,-2.0059
600601,方正科技,-0.2645,-0.0341,,-0.0557,-6.2985,-0.0974,-0.0277,,-0.0443,-4.9692,-0.0179,-0.0075,,-0.0115,-1.3314,0.0779,0.0488,7.6868,0.0755,8.8468,-0.284,-0.0301,,-0.0463,-5.4033,-0.1273,-0.0275,,-0.0428,-5.0285,-0.0451,-0.0137,,-0.0206,-2.3477,-0.0178,-0.0081,,-0.0112,-1.245,-0.1404,-0.0136,,-0.0184,-2.2074
600623,华谊集团,0.0474,0.0135,2.8511,0.0321,4.078,0.0152,0.009000000000000001,1.4173,0.021,2.5224,0.0373,0.0319,4.0189,0.0709,8.3122,0.0777,0.0889,6.4446,0.193,23.0743,0.0874,0.026000000000000002,4.3838,0.0528,6.1418,-0.0322,-0.0214,-3.0357,-0.0453,-5.2298,-0.0039,-0.0038,-0.4645,-0.008,-0.9155,0.0826,0.0928,7.9887,0.1856,20.9839,-0.141,-0.0383,-3.3176,-0.0773,-8.8084
002462,嘉事堂,-0.1175,-0.0459,-2.9932,-0.081,-8.1023,-0.013000000000000001,-0.0097,-0.3297,-0.0159,-1.5914,-0.0052,-0.0058,-0.136,-0.0095,-0.9516,0.0106,0.0158,0.2837,0.0262,2.6206,-0.0673,-0.0261,-1.681,-0.043,-4.3053,-0.0441,-0.0353,-1.1699,-0.0575,-5.7542,0.0313,0.037000000000000005,0.9081,0.0593,5.9403,-0.0263,-0.0406,-0.7968,-0.0623,-7.1174,-0.1411,-0.0532,-3.7737,-0.0798,-8.9854
600376,首开股份,-0.2746,-0.0089,-1.8975,-0.011000000000000001,-1.6313,0.035,0.0027,0.3262,0.0035,0.5905,-0.3104,-0.0312,-3.1489,-0.0399,-6.2056,-0.2848,-0.0469,-3.2996,-0.0587,-9.9902,-0.9343,-0.0211,-25.0397,-0.027000000000000003,-4.4066,-1.1909999999999998,-0.0614,-30.4717,-0.0757,-12.0997,-0.9740000000000001,-0.0635,-13.1927,-0.077,-13.3095,-0.5576,-0.0851,-5.6602,-0.1055,-18.3647,-0.1417,-0.0034,-2.3589,-0.0042,-0.7914
000798,中水渔业,-0.5379,-0.061,,-0.174,-19.0871,-0.2696,-0.07,,-0.1832,-20.0166,-0.1573,-0.0713,,-0.1841,-20.0974,0.0567,0.0337,1.0771,0.0967,10.5514,0.0745,0.0103,,0.0296,3.2279,0.1362,0.0482,60.4915,0.1058,11.0821,0.3335,0.1517,2.3839,0.3492,37.3258,0.1988,0.1448,2.9687,0.4362,48.7749,-0.1418,-0.017,-0.9443,-0.0551,-6.1925
600689,上海三毛,0.1525,0.059000000000000004,,0.1026,11.8017,0.0327,0.024,,0.0432,5.0671,0.0824,0.0889,,0.1605,21.5262,0.017,0.0246,0.2136,0.0548,6.3485,-0.08800000000000001,-0.0322,-0.6141,-0.0841,-10.0542,-0.046,-0.0353,-0.7718,-0.1007,-12.6118,-0.0408,-0.0471,-1.0488,-0.1278,-15.7485,0.0034,0.0057,0.2396,0.0152,1.8476,-0.142,-0.0693,-19.7246,-0.2017,-25.3935
300410,正业科技,-0.0844,-0.0095,-3.3761,-0.0376,-3.7864,0.0748,0.0122,0.8703,0.0606,6.3342,0.1516,0.0415,1.5236,0.2218,23.2779,0.0857,0.0332,0.7063,0.1289,13.2992,0.0266,0.0019,0.2157,0.0071,0.7475,0.0147,0.003,0.0976,0.0102,1.0641,-0.0287,-0.0096,-0.1822,-0.0337,-3.557,-0.002,-0.0009,-0.0128,-0.0031,-0.3351,-0.1433,-0.0124,-1.2196,-0.0428,-4.5278
603788,宁波高发,-0.0241,-0.0046,-0.1237,-0.0174,-1.9114,0.0145,0.0059,0.0782,0.0226,2.4891,0.1043,0.0594,0.5603,0.2214,24.1739,0.0915,0.0664,0.5001,0.2349,24.5588,-0.0444,-0.0105,-0.2158,-0.0385,-4.0179,0.0722,0.0349,0.3543,0.1194,12.4491,0.0208,0.0084,0.1037,0.0509,5.3138,0.0869,0.0462,0.4452,0.2608,26.0955,-0.1435,-0.0238,-0.6668,-0.1538,-15.3893
002789,建艺集团,-0.1236,-0.024,-2.5156,-0.0448,-4.4839,-0.0508,-0.0183,-1.1564,-0.0315,-3.1474,-0.1357,-0.0637,-3.3342,-0.0991,-9.9096,-0.1096,-0.0799,-2.883,-0.1268,-12.6849,-0.1648,-0.0347,-4.2655,-0.0514,-5.1364,-0.0272,-0.0099,-0.8159,-0.0142,-1.4232,-0.0207,-0.0099,-0.5707,-0.0138,-1.3784,0.0252,0.017,0.6827,0.0251,2.5121,-0.1436,-0.0229,-3.0587,-0.0331,-3.3128
002276,万马股份,-0.1914,-0.0468,-8.6029,-0.1384,-19.425,-0.1088,-0.0594,-2.9129,-0.1464,-21.8255,-0.0192,-0.0169,-0.6589,-0.0422,-6.3392,0.0439,0.0557,1.3413,0.1439,21.9466,-0.3332,-0.0824,,-0.2135,-32.8029,-0.2882,-0.1393,-17.3708,-0.3517,-43.6537,-0.1889,-0.1474,-12.7303,-0.3621,-44.7011,-0.1269,-0.1335,-8.6103,-0.3077,-37.0514,-0.1439,-0.0363,,-0.0838,-10.149
603970,中农立华,,,,,,,,,,,-0.0524,,-2.0601,,,0.0448,0.059000000000000004,1.8053,0.0708,8.0335,0.1379,,6.202999999999999,,,0.0561,0.0494,1.788,0.0601,6.0731,0.09699999999999999,0.1171,3.6415,0.1454,14.8155,0.1481,0.1864,5.7845,0.2707,27.5132,-0.1439,-0.0565,-6.3469,-0.084,-8.539
002380,科远股份,-0.4269,-0.0159,-8.9709,-0.1429,-15.3791,-0.1467,-0.0131,-0.7342,-0.1259,-13.152000000000001,0.0204,0.003,0.1199,0.0263,2.766,0.0481,0.0109,0.2872,0.0906,9.6157,-0.0867,-0.0034,-1.1593,-0.0319,-3.4143,0.1262,0.0132,0.6025,0.113,11.8445,0.1779,0.0294,0.9595,0.2356,25.0916,0.2347,0.0575,1.2342,0.4021,42.4921,-0.1451,-0.0055,-1.6102,-0.0417,-4.4341
600793,宜宾纸业,-0.0293,-0.0011,,-0.0011,-0.2473,-0.0275,-0.0009,,-0.0009,-0.2056,0.0195,0.0011,,0.0011,0.29100000000000004,-0.0419,-0.0053,-5.8604,-0.0054,-0.7635,-0.3468,-0.0223,,-0.0223,-3.4402,-0.0656,-0.009000000000000001,-0.2448,-0.0094,-1.3485,0.0109,0.0023,0.0817,0.0024,0.3315,-0.1356,-0.0444,-1.6987,-0.0463,-5.6169,-0.1451,-0.0138,-29.5409,-0.0144,-1.7316
000065,北方国际,-0.1232,-0.0169,-3.911,-0.0241,-2.4788,0.046,0.0122,0.9309999999999999,0.0167,1.7544,0.0565,0.0196,1.1855,0.0258,2.6841,0.0164,0.0119,0.2727,0.017,1.7615,0.4375,0.078,14.2112,0.1098,11.6268,0.3985,0.1582,9.7651,0.2263,25.0352,0.1965,0.11,3.7033,0.1638,18.246,0.136,0.1154,2.4355,0.1802,20.8411,-0.1452,-0.0269,-3.909,-0.0425,-4.888999999999999
300091,金通灵,0.1178,0.0119,1.4296,0.0192,2.1922,-0.0997,-0.0199,-1.4755,-0.0317,-3.4493,-0.0871,-0.0237,-1.3104,-0.0366,-3.9792,0.016,0.0059,0.387,0.0092,0.9764,-0.4768,-0.0441,-6.0396,-0.0665,-7.0183,-0.1715,-0.0375,-1.6248,-0.0561,-5.8883,-0.1497,-0.045,-1.6942,-0.0743,-8.1165,-0.1894,-0.0791,-2.3677,-0.1342,-14.0501,-0.1452,-0.0148,-1.2889,-0.0244,-2.6476
600367,红星发展,0.0453,0.0064,4.8524,0.0197,1.9922,0.1845,0.0625,2.878,0.2114,21.424,0.1334,0.0689,3.2165,0.2213,22.4028,0.1011,0.0716,2.1834,0.2311,23.7048,0.043,0.0085,0.8376,0.0296,3.0472,0.1085,0.0429,1.6179,0.1564,16.1308,0.1311,0.076,1.6281,0.2622,26.9539,0.0982,0.0752,1.3069,0.255,26.2366,-0.1454,-0.0296,-1.9799,-0.113,-11.6678
603365,水星家纺,,,,,,,,,,,-0.0221,,-0.2404,,,0.1345,0.1807,1.3446,0.4575,46.1867,-0.0494,,-0.4057,,,-0.0333,-0.0212,-0.3353,-0.0521,-5.2975,-0.0627,-0.0624,-0.6343,-0.1642,-16.7269,0.1242,0.1162,1.1879,0.5127,52.2657,-0.146,-0.0349,-1.2015,-0.2255,-23.2287
002162,悦心健康,-0.0424,-0.0022,,-0.0036,-0.4307,0.0939,0.0142,,0.0232,2.7244,0.1199,0.0303,45.8022,0.0498,5.7969,0.1607,0.0607,7.9118,0.1035,12.1353,0.1026,0.0073,,0.0122,1.4635,0.1146,0.0221,3.9719,0.0379,4.525,0.1112,0.0339,3.6171,0.0574,7.0547,0.1225,0.0521,6.1703,0.0897,10.9078,-0.146,-0.0101,,-0.0171,-2.0626
603515,欧普照明,0.0146,,0.3975,,,0.1531,0.0965,1.8396,0.2244,22.5928,0.1828,0.1422,2.2016,0.3831,38.5344,0.2118,0.2245,2.2651,0.5737,57.7235,-0.1509,-0.0356,-3.7279,-0.0954,-9.597000000000001,0.0855,0.0471,0.9941,0.1147,11.5316,0.1015,0.0845,1.177,0.2023,20.3231,0.1444,0.1593,1.4737,0.3759,37.7487,-0.1463,-0.0354,-3.0924,-0.0894,-8.9811
601700,风范股份,-0.0645,-0.009000000000000001,-0.9021,-0.0267,-2.6676,-0.0738,-0.023,-0.9347,-0.0585,-5.8522,-0.0753,-0.0349,-0.9665,-0.0905,-9.152999999999999,0.0459,0.0234,0.5542,0.0608,6.2236,-0.0986,-0.0091,-0.9023,-0.0217,-2.2311,-0.0792,-0.0202,-0.8369,-0.0549,-5.6482,0.0209,0.008,0.2325,0.0233,2.3943,0.1003,0.0491,1.6076,0.1449,14.8312,-0.1465,-0.0179,-2.6156,-0.0482,-4.9164
002224,三力士,-0.0988,-0.0095,-0.6621,-0.1102,-11.0201,0.1412,0.0344,0.5731,0.4565,45.6457,0.205,0.0741,0.8087,1.0732,107.3158,0.2652,0.1251,0.9917,1.4554,145.5418,-0.4672,-0.0406,-2.3126,-0.377,-37.7017,-0.0921,-0.0216,-0.4556,-0.2899,-28.9903,0.0372,0.0125,0.1864,0.1458,14.5803,0.1546,0.0706,0.8707,0.5659,67.4807,-0.1467,-0.0133,-1.4569,-0.1192,-14.5121
002882,金龙羽,0.2418,,3.6341,,,0.1043,0.0737,1.6563,0.212,21.2237,0.0386,,0.5414,,,0.0982,0.1507,1.4912,0.451,45.1949,-0.1334,-0.046,-2.2846,-0.1645,-16.5027,-0.0526,-0.0302,-0.6994,-0.1257,-12.6105,-0.0911,-0.0936,-1.093,-0.5676,-57.0649,-0.040999999999999995,-0.0578,-0.5097,-0.3338,-33.588,-0.1479,-0.0475,-1.8531,-0.2706,-27.1973
603678,火炬电子,0.0904,0.0147,0.7654,0.0461,5.2092,0.0739,0.0272,0.5938,0.0755,8.269,0.0491,0.0185,0.3787,0.0857,9.4265,0.1043,0.0533,0.8209,0.2715,30.1857,0.0649,0.006999999999999999,0.5866,0.0378,4.1495,0.0299,0.0084,0.2202,0.045,4.9044,0.0127,0.0054,0.1035,0.0273,2.8348,0.0457,0.026000000000000002,0.3773,0.1135,12.1342,-0.1481,-0.0164,-1.033,-0.0715,-7.52
