code,name,currentratio20161,quickratio20161,cashratio20161,icratio20161,sheqratio20161,adratio20161,currentratio20162,quickratio20162,cashratio20162,icratio20162,sheqratio20162,adratio20162,currentratio20163,quickratio20163,cashratio20163,icratio20163,sheqratio20163,adratio20163,currentratio20164,quickratio20164,cashratio20164,icratio20164,sheqratio20164,adratio20164,currentratio20171,quickratio20171,cashratio20171,icratio20171,sheqratio20171,adratio20171,currentratio20172,quickratio20172,cashratio20172,icratio20172,sheqratio20172,adratio20172,currentratio20173,quickratio20173,cashratio20173,icratio20173,sheqratio20173,adratio20173,currentratio20174,quickratio20174,cashratio20174,icratio20174,sheqratio20174,adratio20174,currentratio20181,quickratio20181,cashratio20181,icratio20181,sheqratio20181,adratio20181
300597,吉大通信,--,--,--,-11325.7698,--,--,3.4327,2.6775,41.6671,-11979.287,73.2943,26.7057,3.2522,2.5385,39.0543,-19814.8105,71.5493,28.4507,3.1192,2.371,53.8407,-20376.4558,70.2503,29.7497,4.5662,3.8223,198.139,-1317.7126,79.1589,20.8411,4.5601,3.6988,120.2014,-3238.9982,79.1053,20.8947,4.1777,3.3508,101.0021,-5573.6931,77.1596,22.8404,3.8716,3.2046,155.6298,-5620.4196,75.3784,24.6216,4.0957,3.3182,164.5989,-790.3104,76.75399999999999,23.246
300428,四通新材,12.1505,10.0764,264.2954,29878.7896,92.318,7.682,11.2899,9.3148,323.5009,-3238.2979,91.8161,8.1839,6.1214,4.8326,110.6342,-4067.7454,87.5526,12.4474,5.2069,4.1929,115.7952,-2358.5432,85.5895,14.4105,2.8533,2.2545,55.7461,1363.0218,78.1281,21.8719,2.4244,1.9894,59.277,921.8501,73.9217,26.0783,2.6668,2.1355,62.6861,1147.0911,74.4555,25.5445,3.3246,2.6737,58.2771,1335.8514,79.5934,20.4066,2.9268,2.3007,44.6078,750.8981,76.7353,23.2647
000636,风华高科,2.1212,1.7628,104.7926,2808.0365,71.6294,28.3706,1.9916,1.6737,62.088,2316.0827,69.8752,30.1248,1.8315,1.4918,33.0002,1283.4063,70.1301,29.8699,1.6812,1.4217,29.6795,1561.5089,68.3576,31.6424,1.6564,1.3579,51.0958,494.9147,68.6113,31.3887,1.6905,1.3869,35.272,853.1341,69.1476,30.8524,1.7462,1.3877,36.2401,975.6684,70.4874,29.5126,1.7019,1.3902,29.2764,964.2663,72.3818,27.6182,1.9622,1.5157,43.6788,1567.9397,76.7316,23.2684
603878,武进不锈,,,,,,,--,--,--,945.4311,--,--,2.4968,1.4957,21.4124,1373.2679999999998,70.0404,29.9596,5.2315,3.7812,190.3607,1781.5027,83.4465,16.5535,5.0748,3.4383,113.29,-828.1631,82.9882,17.0118,3.9826,2.6933,47.3127,-5029.8627,78.5506,21.4494,4.3246,2.8409,42.8618,9972.0857,80.0864,19.9136,3.9532,2.4718,63.3402,3202.6721,79.0263,20.9737,3.5457,2.1634,51.5238,12850.851,76.7291,23.2709
002391,长青股份,2.261,1.4254,33.4175,1039.3774,80.5194,19.4806,1.8282,1.1912,28.9135,1796.2484,75.0306,24.9694,1.9105,1.1455,24.7838,1265.5389,76.2931,23.7069,1.7385,1.1863,40.3127,1139.1648,73.7106,26.2894,1.8856,1.1708,24.2039,746.6103,75.7751,24.2249,1.8256,1.105,24.064,950.0185,74.892,25.108,1.9657,1.1269,12.6564,834.3821,76.97800000000001,23.022,2.1946,1.1674,23.2706,887.0337,80.0134,19.9866,1.9883,1.1045,22.8238,819.788,76.6731,23.3269
603589,口子窖,2.9396,1.5898,56.7797,-91129.2058,77.6445,22.3555,2.8979,1.4966,37.5841,-31585.9736,77.0833,22.9167,3.0944,1.7424,34.8069,-19750.1662,77.8327,22.1673,2.7087,1.5151,42.172,-19754.7014,74.5349,25.4651,3.0512,1.8048,58.9233,-43241.1352,77.1005,22.8995,2.5595,1.5298,46.1404,-24883.8756,72.7645,27.2355,2.6958,1.6980000000000002,52.6311,-14985.9774,73.7653,26.2347,2.2114,1.4989,53.5026,-15255.4402,66.2389,33.7611,3.122,2.0068,68.0978,-29066.3571,76.654,23.346
300165,天瑞仪器,7.4718,6.2682,422.1564,-95.9855,87.8175,12.1825,6.8452,5.654,356.376,-168.702,86.8509,13.1491,6.6619,5.4441,340.1336,-173.4135,86.4778,13.5222,2.5944,2.1143,152.0935,-126.8416,73.2526,26.7474,2.9563,2.3657,161.9766,-231.9522,76.6932,23.3068,3.0236,2.3209,145.0234,-371.9625,79.6498,20.3502,2.5492,1.9733,108.993,-477.9213,75.3026,24.6974,2.4603,1.9180000000000001,112.2947,-716.5036,74.8531,25.1469,2.6368,2.0023,122.2253,-1560.2422,76.6297,23.3703
002526,山东矿机,1.6382,1.2384,22.9311,86.8572,59.4818,40.5182,1.7465,1.2886,12.2445,-69.6447,62.9277,37.0723,1.7738,1.3046,8.2264,-92.6111,63.6793,36.3207,2.0278,1.5214,17.1928,141.6947,66.6914,33.3086,2.1061,1.5608,18.1547,-152.7162,68.1797,31.8203,2.4071,1.7342,20.5792,253.4023,71.8127,28.1873,2.5414,1.8295,18.4397,417.0642,73.0501,26.9499,2.5365,1.8955,30.2112,955.2963,76.305,23.695,2.6091,1.9259,30.9185,3560.9406,76.6284,23.3716
002473,*ST圣莱,3.8532,3.3007,198.8946,-1201.1269,84.897,15.103,3.6029,2.9824,156.9778,-3535.8712,83.7324,16.2676,3.5144,2.918,151.0317,-2479.9295,83.4758,16.5242,2.9255,2.5111,171.6584,-7153.2967,81.444,18.555999999999997,3.0762,2.6455,157.124,-1022.0871,82.1811,17.8189,3.0583,2.5735,164.1471,-1232.4832,82.1867,17.8133,2.7868,2.3325,143.0744,-923.7039,80.822,19.178,1.9117,1.5737,51.4779,-2456.1893,74.9143,25.0857,1.9909999999999999,1.6461,46.6701,-1303.0624,76.6236,23.3764
300382,斯莱克,3.2702,1.6944,50.181999999999995,2010.8659,78.7755,21.2245,2.4823,1.4092,42.5558,-17343.4848,70.7356,29.2644,4.5598,3.1630000000000003,196.2921,-12212.7738,81.8233,18.1767,5.7306,4.2079,118.6969,-2932.2482,86.5831,13.4169,5.0360000000000005,3.3414,95.015,2205.445,84.6371,15.3629,4.3426,3.0035,78.9127,2330.7616,82.0105,17.9895,3.2443,2.0424,64.3268,1598.2244,76.1073,23.8927,3.5032,2.3732,64.8578,2341.1274,77.8976,22.1024,3.3814,2.0899,60.5819,337.7236,76.6232,23.3768
600985,雷鸣科化,1.4508,1.3219999999999998,40.152,1306.377,64.7348,35.2652,1.5387,1.4021,44.2115,1311.7654,65.5303,34.4697,1.62,1.4915,47.188,1363.4743,66.8084,33.1916,1.3319,1.2236,49.0987,905.567,64.1247,35.8753,1.1728,1.0791,38.412,592.279,65.9452,34.0548,2.0057,1.883,98.3454,1510.9284,76.9613,23.0387,2.1114,1.9709999999999999,99.2494,1990.8425,77.8774,22.1226,2.0028,1.869,100.9601,1984.9718,76.2399,23.7601,2.0517,1.9144,91.3057,5412.8346,76.5721,23.4279
002227,奥特迅,4.01,2.6651,54.7257,1883.1170000000002,78.9529,21.0471,4.4592,2.8723,52.9281,939.3617,81.0525,18.9475,4.0894,2.6774,39.0674,955.7595,79.4319,20.5681,3.9665,2.6013,85.2254,-1128.5969,79.4959,20.5041,3.8682,2.392,66.876,8811.3163,79.4692,20.5308,4.1867,2.5514,50.5775,228.1409,81.0562,18.9438,3.5543,2.136,38.4634,57.5826,78.2574,21.7426,2.9643,1.9888,60.9049,25443.3967,75.471,24.529,2.9641,1.8183,45.9396,-7815.845,76.5701,23.4299
002153,石基信息,5.609,5.1463,390.3321,-339.69599999999997,86.2793,13.7207,5.4541,4.899,348.6323,-376.6204,86.273,13.727,4.4614,3.9319,301.5194,-434.0968,84.2459,15.7541,4.2787,3.9684,312.7103,-485.8029,84.6556,15.3444,4.4808,4.0789,218.5216,-2445.2154,82.6051,17.3949,5.0278,4.4968,198.1155,-994.9395,84.0182,15.9818,4.9497,4.4626,219.7075,-1014.2813,83.7425,16.2575,3.5856,3.346,151.3246,-53121.3122,79.5686,20.4314,3.1037,2.8795,121.0882,-1261.2635,76.5696,23.4304
300384,三联虹普,4.3474,4.1694,265.6878,17272.0249,68.9762,31.0238,3.8912,3.6733,258.6816,2965.9962,70.5134,29.4866,3.657,3.4496,232.5584,2257.5519,69.7386,30.2614,2.8185,2.6761,221.7152,1278.1951,68.6436,31.3564,2.7928,2.6608,176.9243,1748.3642,68.3637,31.6363,5.9443,5.8084,199.7932,3029.5051,80.7144,19.2856,3.2239,3.0999,145.4103,1584.8828,79.3784,20.6216,2.6055,2.4807,182.9425,1720.7073,75.2887,24.7113,2.4797,2.3574,52.1621,5031.9142,76.546,23.454
002757,南兴装备,3.6183,2.7082,170.8641,1841.7138,82.2088,17.7912,2.6384,2.0662,76.3198,5045.7214,77.4544,22.5456,2.82,2.0531,98.9724,7359.3959,78.9778,21.0222,2.9221,1.959,78.143,3649.1631,80.042,19.958,2.7648,1.7425,62.418,4131.9827,78.7718,21.2282,2.764,1.6271,110.2874,8350.7798,79.2068,20.7932,2.7374,1.4251,94.5956,13491.8167,79.4388,20.5612,2.8937,1.7385,119.1936,27734.4378,80.1945,19.8055,2.6117,1.5877,120.2157,-197809.3539,76.5045,23.4955
002152,广电运通,3.6562,2.7315,153.9177,-5911.8724,77.3197,22.6803,3.5738,2.5791,120.5966,-4127.5614,78.0719,21.9281,3.0743,2.0697,111.7933,-3939.556,77.9298,22.0702,2.7864,2.1276,109.7992,-4842.6603,74.4955,25.5045,3.5239999999999996,2.6774,120.7803,-6657.2226,78.7981,21.2019,3.2032,2.3461,110.39299999999999,-4790.0775,76.8635,23.1365,2.9835,2.1183,107.8293,-6157.6347,75.3858,24.6142,2.9026,2.2764,119.7848,-10308.8006,74.7307,25.2693,3.0418,2.3217,102.51,2663.8526,76.4565,23.5435
300650,太龙照明,--,--,--,847.179,--,--,--,--,--,2103.01,--,--,--,--,--,2911.4088,--,--,2.4483,1.8534,44.5215,3677.5157,73.8437,26.1563,3.295,2.3187,46.7235,1566.6432,81.0767,18.9233,8.1305,7.164,317.5078,5657.4722,74.1368,25.8632,6.4641,5.5611,188.8935,5749.8838,72.9055,27.0945,5.4503,4.6661,151.0439,16865.4452,73.393,26.607,6.7364,5.6219,183.5639,2656.5989,76.4359,23.5641
603586,金麒麟,--,--,--,747.2081,--,--,--,--,--,1577.9035,--,--,,,,,,,1.3288,0.9938,56.2573,5310.656,55.3062,44.6938,2.7402,2.3801,193.6873,1009.6939,70.9297,29.0703,2.8664,2.4742,151.3138,1286.4727,73.8898,26.1102,3.572,3.0557,205.8629,1145.3065,76.8762,23.1238,3.8055,3.2949,162.4613,857.4269,75.1958,24.8042,4.0829,3.4372,196.2341,118.2447,76.3865,23.6135
300101,振芯科技,4.1404,2.9252,103.5411,-5069244.0218,76.7947,23.2053,6.3416,4.1552,148.6906,34827.4432,83.3446,16.6554,5.8519,4.0818,122.2194,176846.6873,82.7492,17.2508,4.4633,3.1431,128.5473,-183483.4225,79.5556,20.4444,5.4738,3.8904,80.6051,6659.4232,82.0167,17.9833,5.6516,3.9861,74.6998,5444.67,82.6243,17.3757,4.8007,3.383,77.5335,3397.1583,80.2871,19.7129,5.0185,3.8511,142.2828,2106.5723,74.5875,25.4125,5.3601,4.3056,224.8615,5472.7966,76.3838,23.6162
600602,云赛智联,3.5602,2.9418,149.5772,-457.144,80.3742,19.6258,2.4127,1.9289,98.8658,-1061.2602,76.5475,23.4525,3.2045,2.5980000000000003,101.81299999999999,-2545.4183,81.005,18.995,2.5439,2.1363,124.2857,-2287.3602,74.9656,25.0344,3.1618,2.6419,144.001,-508.8978,79.13600000000001,20.864,2.988,2.4504,124.1463,-1133.4249,76.7499,23.2501,2.7597,2.2633,93.6824,-985.607,77.4387,22.5613,2.3225,1.9925,102.7856,-1258.022,72.6269,27.3731,2.6733,2.2872,95.8416,-900.3702,76.3513,23.6487
300251,光线传媒,3.8989,3.5447,167.5022,-10926.0333,85.9266,14.0734,2.6852,2.307,133.826,-10549.8286,81.5477,18.4523,3.6622,3.0264,125.6076,24540.9494,78.5784,21.4216,3.8434,3.2943,178.4952,6612.515,77.7899,22.2101,4.0752,3.432,239.02900000000002,3306.8615,78.1733,21.8267,4.3260000000000005,3.3455,121.7461,3643.2055,79.4711,20.5289,5.0807,3.5989,155.19,3430.8892,80.9247,19.0753,2.8341,1.9947,140.319,2567.5611,71.1413,28.8587,5.6891,4.9516,134.6841,11773.356000000002,76.304,23.695999999999998
603229,奥翔药业,--,--,--,1599.1106,--,--,--,--,--,5991.915,--,--,,,,,,,1.2919999999999998,0.968,59.0732,-2458.2597,54.5446,45.4554,1.2988,0.935,69.8006,1014.8525,54.6136,45.3864,3.0589,2.485,216.3866,668.5934,76.9845,23.0155,3.3339,2.455,165.7965,507.4464,79.2088,20.7912,2.9859,2.2454,140.9106,619.625,76.1795,23.8205,2.9969,2.27,162.0717,126.1388,76.2946,23.7054
002761,多喜爱,3.9191,2.4795,55.7986,73024.0988,72.8697,27.1303,3.895,2.3569,86.2483,221752.7018,73.2029,26.7971,3.9569,2.2095,53.9129,6405.5621,73.7323,26.2677,3.263,1.8247,64.8993,49239.6508,71.0385,28.9615,4.3185,2.2030000000000003,64.3622,1277.0264,75.5612,24.4388,3.6748,1.9040000000000001,106.4637,930.1201,73.363,26.636999999999997,3.5728,1.6912,65.4464,578.1135,73.9914,26.0086,2.5573,1.3959,65.6554,961.1239999999999,71.5049,28.4951,3.0919,1.587,72.4873,932.9921,76.2944,23.7056
603888,新华网,--,--,--,-242.3073,--,--,5.0608,5.0606,335.0166,-1802.2577,62.8904,37.1096,4.1697,4.1657,281.0057,-1755.1531,61.75,38.25,6.5349,6.532,329.1896,-1787.8971,71.8494,28.1506,7.0553,7.0492,544.9249,-430.6353,74.0089,25.9911,6.2185,6.2099,371.3992,-1208.818,74.4735,25.5265,7.553999999999999,7.5449,360.9318,-1365.7473,75.7309,24.2691,6.0964,6.0924,472.24,-1681.6108,73.6188,26.3812,8.0321,8.0232,497.8227,-244.3417,76.2917,23.7083
600571,信雅达,2.2743,1.7781,16.5412,1394.5511,72.5092,27.4908,2.007,1.5398,47.6456,3470.6773,67.0473,32.9527,2.3242,1.7106,46.7952,2905.9274,72.4892,27.5108,2.3211,1.9168,31.1214,3676.8824,71.6595,28.3405,2.3161,1.8366,23.6501,1392.7714,71.7416,28.2584,2.4541,1.903,36.0687,1075.2949,73.8723,26.1277,2.7287,2.1475,63.4458,437.0478,76.1534,23.8466,2.4144,2.1087,63.7435,-5168.492,74.3453,25.6547,2.6673,2.2278,51.693999999999996,-326.5018,76.2709,23.7291
300436,广生堂,8.0905,7.8489,754.668,-1298.0883,88.6154,11.3846,6.1601,5.8598,552.2175,-1018.3252,87.2795,12.7205,6.5158,6.2426,594.9023,-1023.4647,87.8063,12.1937,3.4791,3.3458,313.6236,-619.9974,78.8337,21.1663,3.7225,3.5905,335.4345,-905.826,80.1673,19.8327,3.0097,2.8838,266.7782,-444.0194,76.1101,23.8899,2.9807,2.8604,261.9547,-290.4669,75.8886,24.1114,2.8125,2.6681,242.71599999999998,-193.94099999999997,74.9587,25.0413,2.3863,2.2493,194.7015,-386.4863,76.2455,23.7545
002897,意华股份,,,,,,,,,,,,,--,--,--,1345.2967,--,--,1.3944,0.8806,21.5897,1938.7256,54.9007,45.0993,,,,,,,1.3297,0.8151,13.6989,881.5728,54.0088,45.9912,2.4754,1.9725,121.7881,791.7429,70.2029,29.7971,2.6555,1.9944,31.4279,766.8192,74.0176,25.9824,2.8606,2.0745,39.2075,447.5452,76.242,23.758000000000003
603333,明星电缆,4.7874,4.3753,60.8853,9.8787,85.6306,14.3694,4.4898,4.058,92.6178,-468.4362,84.779,15.220999999999998,4.7338,4.1782,94.6288,-595.368,85.4202,14.5798,4.21,3.7571,85.0038,-1276.532,84.0215,15.9785,4.607,4.1466,60.9813,309.8745,85.0995,14.9005,4.0624,3.62,39.6555,322.418,83.2177,16.7823,3.2687,2.8494,24.5667,465.7622,79.053,20.947,3.1962,2.8709,47.8239,300.2977,78.4324,21.5676,2.906,2.5482,32.5398,-172.2842,76.2228,23.7772
002196,方正电机,2.3218,1.6745,44.2111,929.9935,80.8491,19.1509,2.3303,1.6595,32.8956,5584.1915,82.0043,17.9957,2.3291,1.6053,21.1398,5287.1397,82.1163,17.8837,2.194,1.5482,27.2261,10811.583,80.9894,19.0106,2.3188,1.6697,25.6964,1005.5151,82.1705,17.8295,2.1184,1.485,18.7672,1365.9647,80.5997,19.4003,1.9669,1.3668,16.2386,1266.9038,79.0334,20.9666,1.8379,1.3606,21.186,1508.2575,75.1757,24.8243,1.8751,1.3971,12.6233,445.8235,76.1835,23.8165
600137,浪莎股份,4.4968,3.387,227.9982,-777.6071,83.5209,16.4791,4.1569,3.1498,211.2012,-431.8016,82.0011,17.9989,3.8019,2.9039,157.4963,-869.3873,80.0117,19.9883,3.4062,2.8961,183.0403,-552.18,77.4479,22.5521,3.8678,3.1823,60.9731,-1731.2937,80.1744,19.8256,3.9202,3.1209,119.4577,-2201.2555,80.2788,19.7212,3.6816,3.0173,187.3148,-3798.906,78.7279,21.2721,2.9592,2.5706,168.6537,-2846.0467,73.1332,26.8668,3.327,2.8461,132.9105,-45098.3774,76.1817,23.8183
603011,合锻智能,1.1634,0.6559999999999999,12.9152,528.1356,57.3597,42.6403,1.1418,0.6641,13.63,622.1719,56.6459,43.3541,2.1638,1.633,99.904,633.6834,71.4139,28.5861,3.4353,2.2677,23.2383,762.6381,83.2483,16.7517,3.3697,2.147,21.1274,3065.5703,82.90799999999999,17.092,3.2744,2.1351,11.7048,3106.0528,82.3839,17.6161,2.8808,1.8823,11.921,2092.5533,79.7591,20.2409,2.5214,1.6449,10.7809,1339.6743,77.1577,22.8423,2.4937,1.5795,11.293,4333.1423,76.1732,23.8268
300065,海兰信,5.2777,4.4965,186.0986,8807.7633,84.4515,15.5485,7.1993,5.9454,116.4579,7276.9857,87.8516,12.1484,5.8646,4.843,149.2014,-610656.798,85.8122,14.1878,3.8363,3.3272,99.7393,2213.8336,79.3782,20.6218,4.0978,3.3972,129.8171,1197.493,80.3024,19.6976,7.4416,6.6449,233.0517,3169.9814,86.9005,13.0995,3.6751,3.1484,118.7071,30013.6447,77.2891,22.7109,3.75,3.3406,202.4057,-12687.2836,77.381,22.619,3.5026,3.1116,185.3145,-1751.7837,76.1543,23.8457
002906,华阳集团,,,,,,,,,,,,,--,--,--,2507.2256,--,--,1.8253,1.5067,27.9028,5864.1503,57.9218,42.0782,1.8018,1.5019,21.6298,1119.9459,57.3073,42.6927,,,,,,,2.0315,1.6879,26.7266,797.6741,62.198,37.802,2.9996,2.6251,62.9926,991.3579,73.4424,26.5576,3.3139999999999996,2.8360000000000003,48.6813,85.1921,76.1068,23.8932
002107,沃华医药,4.9713,4.2488,273.0094,-1078.2677,83.6184,16.3816,4.0225,3.3956,205.1481,5718.5153,81.3418,18.6582,3.7623,3.2558,186.6969,2637.7853,80.1996,19.8004,4.0242,3.3762,206.4433,1709.6251,81.153,18.847,3.9471,3.3969,217.3609,1293.2471,80.6552,19.3448,3.0108,2.6109,162.6307,1382.4619,79.5557,20.4443,3.0483,2.6884,163.8473,1592.9909,78.9692,21.0308,2.8369999999999997,2.5376,160.5839,1086.1254,76.6551,23.3449,2.807,2.4290000000000003,154.4385,1394.5782,76.1014,23.8986
300119,瑞普生物,1.8430000000000002,1.4579,42.9055,10243.6384,75.9472,24.0528,1.8434,1.4517,52.0526,1898.5607,75.1636,24.8364,2.3133,1.9439,60.3404,2070.3879,77.5089,22.4911,2.265,1.8425,56.9513,2104.0191,77.0325,22.9675,2.3618,1.8891,79.1558,1668.0963,77.5958,22.4042,2.0662,1.6597,41.9681,1422.8967,75.4561,24.5439,2.0334,1.6978,51.0181,1397.4807,74.3461,25.6539,2.0058,1.6456,60.5206,1092.1538,74.4221,25.5779,2.1576,1.7717,35.3417,1394.5648,76.0966,23.9034
000581,威孚高科,2.9794,2.6645,39.0651,-13008.4605,78.157,21.843000000000004,2.8719,2.6101,35.3307,-35750.3682,75.6305,24.3695,3.3958,3.0456,44.622,-37927.452000000005,79.2358,20.7642,3.1498,2.7213,126.0398,-19863.3146,77.6101,22.3899,3.0445,2.6888,40.8316,-66753.5633,77.2418,22.7582,2.863,2.582,45.7646,86732.0403,74.7876,25.2124,3.1289,2.7642,40.97,37267.4624,77.49,22.51,2.8026,2.4587,72.5325,38782.7555,75.8804,24.1196,2.7358,2.3985,35.8095,20522.3209,76.0928,23.9072
002613,北玻股份,3.7897,3.0724,165.1905,-263.3963,83.5239,16.4761,3.9182,3.2016,128.6236,-319.015,83.8808,16.1192,3.9063,3.2076,103.2926,-314.0606,83.5195,16.4805,3.7167,3.0262,102.6532,-317.0704,82.6773,17.3227,3.8088,3.0362,100.9371,1227.9882,82.8784,17.1216,3.1658,2.4986,100.0006,-91397.8672,78.6513,21.3487,2.7832,2.1617,98.2249,-1140.0861,75.3782,24.6218,2.9225,2.3024,61.1092,-10416.4346,76.1206,23.8794,3.0299,2.3634,66.8644,7043.633000000001,76.0762,23.9238
002439,启明星辰,2.2858,2.0238,84.079,35.2983,69.8785,30.1215,2.5046,2.2183,49.4906,-30.1895,73.2531,26.7469,2.4281,2.1701,53.9779,-730.2762,72.8578,27.1422,2.3081,2.1286,56.11600000000001,-3988.2574,69.4138,30.5862,2.6311,2.3739,78.0902,1159.4114,76.4651,23.5349,2.1583,1.8730000000000002,39.4075,1576.5617,75.1166,24.8834,2.1099,1.868,43.7742,-965.2637,74.3916,25.6084,2.3166,2.1459,57.0175,-15291.0095,74.3114,25.6886,2.3958,2.1947,50.568999999999996,-949.1915,76.0736,23.9264
000726,鲁泰A,2.0857,0.9022,48.4262,5243.0019999999995,80.6469,19.3531,1.6835,0.6774,32.4825,2281.5213,76.9916,23.0084,1.9088,0.8329,41.3845,2868.8918,79.9867,20.0133,1.9197,0.8377,39.4845,5053.9357,78.8029,21.1971,1.9591,0.7170000000000001,38.3737,1738.4593,78.9102,21.0898,1.6367,0.6033,30.1324,1691.6014,76.8092,23.1908,1.8215,0.7526,37.5426,1744.9086,79.1307,20.8693,1.6541,0.6862,31.9778,1685.7426,76.4464,23.5536,1.7644,0.7824,42.7195,540.2561,76.0199,23.9801
603131,上海沪工,--,--,--,2007.2837,--,--,4.5585,3.9863,329.0964,-1001.6589,82.2123,17.7877,4.8687,4.2606,353.9015,-1063.3669,83.1912,16.8088,3.9663,3.3293,280.3254,-448.9617,79.09899999999999,20.901,4.428,3.7142,299.7105,3921.1543,81.316,18.684,3.2952,2.7234,209.9594,1156.481,75.6233,24.3767,3.5284,2.9388,217.3497,1038.1821,76.7445,23.2555,3.0617,2.5137,194.2194,773.5817,73.0419,26.9581,3.2405,2.5245,173.0947,111.6699,76.0154,23.9846
600756,浪潮软件,2.4611,2.1169,115.5601,-1042.5751,71.8391,28.1609,2.6278,2.239,25.866,-1075.7572,74.2838,25.7162,2.5937,2.2430000000000003,13.7243,-1506.3457,72.7038,27.2962,2.1314,1.8566,35.3264,-3616.2624,66.1595,33.8405,2.3712,2.0561,29.4611,-8458.9039,70.5827,29.4173,2.5549,2.1597,39.348,-3152.5907,74.274,25.726,2.6347,2.2428,30.9086,-4671.2836,74.6889,25.3111,2.6277,2.3985,41.0151,-17351.4587,74.3341,25.6659,2.7596,2.4769,51.585,10523.4929,75.9941,24.0059
002485,希努尔,1.7292,1.2763,47.1159,326.8238,74.9518,25.0482,2.1626,1.466,12.197000000000001,1400.713,80.2038,19.7962,2.2069,1.429,11.288,469.0918,80.875,19.125,2.225,1.3808,15.3234,277.8057,80.8203,19.1797,3.237,1.8880000000000001,34.3353,-1386.1697,87.6652,12.3348,3.1829,1.7927,28.3716,-648.4751,87.2963,12.7037,3.6506,2.1102,41.5463,237.425,88.2585,11.7415,5.1106,4.7352,323.841,1411.3466,86.5857,13.4143,1.8252,1.6548,75.2159,1123.0051,75.98,24.02
603136,天目湖,,,,,,,,,,,,,,,,,,,0.2022,0.1646,12.0385,469.9708,37.6476,62.3524,,,,,,,0.3832,0.3484,28.788,845.7036,42.4006,57.5994,2.5204,2.4744,242.9216,887.1519,61.738,38.262,1.5838,1.5374,28.0171,838.4847,73.8631,26.1369,1.7337,1.6817,26.5782,1134.9571,75.9582,24.0418
603022,新通联,5.9153,4.8977,121.3156,-11872.6571,87.4299,12.5701,4.1957,3.4226,70.3864,-4021.66,83.406,16.594,4.1483,3.3179,59.9974,-5056.609,82.6227,17.3773,3.5608,2.7023,48.9904,-1958.7547,81.4175,18.5825,2.9987,1.9688,39.4915,6139.7217,78.3087,21.6913,3.7687,2.8782,54.3863,6378.7293,83.3864,16.6136,3.5977,2.7206,40.0579,3670.2428,82.9094,17.0906,2.678,2.0303,24.0464,5185.4668,75.4838,24.5162,2.7335,1.9633,23.2938,1324.8197,75.9529,24.0471
300604,长川科技,,,,,,,--,--,--,-2199.4225,--,--,--,--,--,-891.5044,--,--,5.0793,4.3081,193.8663,-1976.531,80.9673,19.0327,4.9748,3.9464,116.9969,-1012.9336,81.5819,18.4181,7.0209,6.1611,367.4595,-1041.2174,86.635,13.365,6.345,5.4091,248.7111,-915.5988,85.6697,14.3303,4.0736,3.6054,213.7428,-1535.8196,77.7158,22.2842,3.6749,3.1196,182.0681,-729.5873,75.9456,24.0544
300064,豫金刚石,0.8965,0.7077,40.0295,528.6628,57.4089,42.5911,1.0384,0.8315,46.5018,530.6498,50.7853,49.2147,1.1227,0.8876,49.9662,436.8982,47.2166,52.7834,4.8774,4.5854,329.4953,412.3501,76.2222,23.7778,4.6938,4.3872,101.3825,541.1542,76.2984,23.7016,4.3948,4.0809,77.1405,387.5656,75.8509,24.1491,4.1202,3.8634,83.5677,480.0409,75.9289,24.0711,3.7692,3.5708,76.589,461.5716,75.7587,24.2413,3.3361,3.1407,48.081,715.0284,75.938,24.061999999999998
600219,南山铝业,1.6429,1.0396,67.4487,609.8632,73.833,26.166999999999998,1.6113,1.0104,59.5027,691.0475,73.8084,26.1916,1.6302,1.0169,47.878,918.0144,74.282,25.718000000000004,1.6721,1.0927,62.0479,1311.5771,78.5363,21.4637,1.7077,1.1434,68.9558,1042.5772,78.0178,21.9822,1.6232,1.1169,62.943000000000005,1302.4618,76.3505,23.6495,1.9065,1.3583,82.462,1428.7184,74.3503,25.6497,2.0082,1.4041,73.7413,1201.8384,75.2814,24.7186,2.1191,1.4578,66.8706,738.3733,75.925,24.075
300097,智云股份,1.8193,1.1721,37.5114,-1547.4724,61.4552,38.5448,2.3238,1.5689,47.6793,5384.6285,68.4663,31.5337,2.2271,1.4216,36.653,3036.8603,67.5325,32.4675,1.6085,1.113,21.5872,2675.9899,64.9953,35.0047,1.4169,0.828,17.4138,-269.9824,58.1291,41.8709,1.4961,0.907,16.8508,1626.7771,59.7286,40.2714,2.6242,1.9304,74.8204,2678.0517,73.429,26.570999999999998,2.5324,1.8386,19.924,2236.0784,77.4015,22.5985,2.4332,1.7628,78.6569,2252.2883,75.9112,24.0888
600824,益民集团,1.3679,0.6226,32.2326,1089.1732,70.7631,29.2369,1.3123,0.5682,32.7966,1017.0902,71.2484,28.7516,1.4618,0.6742,39.3262,1033.2431,73.1191,26.8809,1.5235,0.6852,50.2598,907.1375,74.2389,25.7611,1.6082,0.7986,49.3665,1274.6402,73.9465,26.0535,1.7278,0.8609,48.3424,1443.1465,75.1703,24.8297,1.6724,1.0047,31.8165,1261.2885,71.5422,28.4578,1.9188,1.0862,90.4017,917.1317,76.3629,23.6371,1.9293,1.1307,88.0087,1330.0004,75.8903,24.1097
