code,yiba_mean,yiba_var,yiliu_mean,yiliu_var,yiqi_mean,yiqi_var,firstincrase,secondincrase
000001,10.81857142857143,1.8366493819945477,8.73625,0.4916153568501595,10.5025,1.6437060951620064,0.20217484618686501,0.029215634490954826
000002,29.305714285714288,5.35508436641558,22.676833333333335,3.6809530514075655,23.887249999999998,4.4953427440367255,0.053376794231998745,0.1848944623184168
000004,20.837142857142858,1.3919975369436346,36.63285714285714,6.767261174915878,28.006999999999998,6.864750622645452,-0.23546776898178842,-0.34409022350198804
000005,3.5171428571428573,0.43538160601608206,7.227500000000002,0.2870262895783082,5.299166666666667,0.832383853031688,-0.2668050270955841,-0.5066680205794748
000006,6.4488,0.6252205210963568,7.895083333333333,1.0085980781923654,8.326444444444446,0.5115933715147002,0.054636676131066354,-0.2911618354491449
000007,13.664000000000001,0.3892043165228265,15.686000000000002,2.131822694315829,16.254749999999998,0.536802493163609,0.036258447022822646,-0.18960406908665076
000008,6.481166666666667,1.2285435957533888,9.723083333333333,1.150097581498934,8.2205,0.6873557369302373,-0.15453774094294512,-0.26836732069843383
000009,5.670000000000001,0.5736790847744863,9.928333333333333,0.8197818727201642,8.519,0.8514392929417911,-0.14195064629847232,-0.502469135802469
000010,4.055714285714285,0.5479615905899833,8.073333333333332,0.391531569221397,5.761666666666667,0.8491261104895738,-0.28633360858794377,-0.420629329576142
000011,13.669285714285715,2.1475038777059066,14.128666666666668,2.523483751171036,17.529333333333334,1.3935934801364376,0.24069268154579337,-0.28238839246834224
000012,6.11357142857143,0.9778713032471533,8.333083333333333,0.8135521951555563,7.540416666666666,0.6126285332050485,-0.09512285368561055,-0.23338980410484053
000014,12.645714285714286,1.856020627964186,19.507416666666668,2.0004211128629596,16.305833333333336,2.2873924747041845,-0.16412133846528448,-0.289435532459708
000016,5.8455714285714295,0.7000125849208847,4.701416666666667,0.2686692655337119,5.112416666666666,0.7097623748747734,0.08742045837247629,0.12542054628249324
000017,5.217142857142856,0.5078948147570942,11.370833333333335,0.767374014928756,8.735000000000001,1.89406969248758,-0.2318065225357274,-0.6742880613362546
000018,5.171428571428572,1.2747997041552392,10.787333333333335,1.1292881372659933,8.178583333333334,1.2705422935490864,-0.24183455905073856,-0.581494014732965
000019,9.92,0.5946988033169951,12.631749999999998,2.7264416411739454,12.42125,1.4205787301559274,-0.016664357670156386,-0.25214213709677424
000020,13.565714285714284,1.385278036386644,21.979166666666668,1.7753435433655356,19.542,3.0505802726694498,-0.11088530805687201,-0.44054338668913257
000021,8.140428571428572,0.9957558029193803,9.6245,1.2745086397224907,8.965083333333334,0.5679858286217643,-0.06851438169948208,-0.10130360516879305
000022,0.0,0.0,15.201750000000002,1.9966259778572815,22.77854545454545,3.515022001741563,0.49841600174621,-inf
000023,15.932857142857143,2.2008991668990987,29.273777777777777,3.456055908755593,25.32241666666667,3.0874190886220605,-0.13497954179698166,-0.5893205116710004
000025,34.621428571428574,1.8912643792925792,65.66666666666667,5.487139233671491,44.935,5.503716925860196,-0.3157106598984772,-0.2978956055291933
000026,10.058571428571428,0.882183438434217,11.990833333333335,1.3965499589627248,12.390833333333333,1.1339038626342932,0.03335881576204033,-0.23186810585617582
000027,5.481571428571429,0.4013364578267872,6.402333333333332,0.3044366879495584,6.479666666666668,0.28870630982597767,0.012078929556932705,-0.18208195425364654
000028,54.105714285714285,4.371235626772126,68.1457,3.334004000864093,70.10816666666666,6.27577511088664,0.028798099757822677,-0.29576270440583685
000029,0.0,0.0,10.47,0.8901966074974671,0.0,0.0,-1.0,
000030,7.397142857142858,0.33013705667567184,7.687083333333333,1.011542248102851,8.510333333333334,0.46439703493950735,0.1070952355141201,-0.15048924938843822
000031,6.135000000000001,0.5203524446629104,9.675583333333334,0.5976332804310586,7.997999999999999,0.4968946903855311,-0.1733831724185451,-0.30366748166259144
000032,8.445714285714287,0.8741635457749904,15.13675,0.7752439059008228,12.920166666666667,2.0469460585630164,-0.14643720305437644,-0.529789693279206
000034,16.666666666666668,1.384244679720076,25.342888888888886,4.596230260888929,21.45266666666667,2.959553930352794,-0.15350350306463334,-0.2871600000000001
000035,0.0,0.0,6.9781818181818185,0.7024395800610641,7.12625,0.46164109435794376,0.02121873371547673,-inf
000036,7.3629999999999995,1.7618195140252024,7.539666666666668,0.7098240925921311,8.6375,1.454077308186129,0.14560767496352592,-0.17309520575852233
000037,6.475714285714285,0.5782691744293813,10.469999999999999,1.4926151546865651,9.758333333333335,1.6002376717414841,-0.06797198344476259,-0.5069122729612475
000038,18.5505,0.637103209849078,30.867285714285714,3.4388343332339515,22.25657142857143,2.236280085107323,-0.278959230993516,-0.19978283219166224
000039,16.307142857142857,3.0007205483889714,14.080333333333334,0.6718504072313787,18.041166666666665,2.0870042833659643,0.28130252598186584,-0.10633523142064528
000040,11.463857142857142,1.2304079849886411,12.104333333333335,1.3942707010759376,13.493416666666668,0.9958859425687566,0.11475917715418722,-0.17703984780324106
000042,15.354142857142856,0.6701670012197027,16.8552,2.123782725861255,16.561555555555557,0.6024120498278389,-0.017421593599864886,-0.07863758398281442
000043,8.45342857142857,1.2174582617271181,8.8033,1.5321790619173001,10.394499999999999,0.8011966618184894,0.18075040041802493,-0.22961942745124544
000045,7.998571428571429,0.826648425297973,12.378888888888888,1.6309157277772237,11.828333333333333,1.5274567890530457,-0.04447536127816167,-0.47880573912008084
000046,6.464,1.2848462943091674,9.899333333333333,0.44996006556811274,8.36925,0.5692801076000202,-0.15456428042292414,-0.29474783415841566
000049,31.59657142857143,2.977501405381305,39.006,3.115327882933328,48.95258333333334,5.485485848347822,0.2550013673110121,-0.5493004816676915
000050,15.644857142857145,1.3003717966504067,18.264,2.2473425417590445,20.7252,3.118887721964712,0.13475689881734568,-0.32472925835966165
000055,6.712714285714286,1.2554118466710058,9.260833333333334,1.692162620238768,7.699750000000001,1.0655928034325644,-0.1685683433816251,-0.1470397327033987
000056,10.2375,0.25091499224505065,12.947166666666668,0.9027674454731186,12.547,0.6004637096999841,-0.030907663195293734,-0.22559218559218558
000058,6.137142857142857,0.7458398908996103,11.344181818181818,0.8432146604728619,8.599083333333335,1.1097225253789054,-0.24198294146245028,-0.4011541744258227
000059,8.282857142857143,1.5065823828090101,8.370499999999998,1.6494682063126782,11.162,1.3405608053077165,0.3334926229018581,-0.34760262159365307
000060,5.999428571428572,1.0649774421934732,6.921333333333333,0.5708450408000932,7.370000000000001,0.5733791384098627,0.06482373338470447,-0.22845032860272413
000061,6.407285714285714,0.7959651822966697,12.439,0.6523335733419605,9.322299999999998,1.5222592165009947,-0.2505587265857385,-0.4549530668212524
000062,20.488142857142858,1.3782708283173073,25.147750000000002,2.43842293016688,25.949916666666667,2.3434896457413616,0.03189814860839099,-0.2665821810989399
