code,gailv,name
603798,0.060892883695732,康普顿
600596,0.34712144293660124,新安股份
2749,0.2608364092408496,国光股份
603429,0.16553678795946788,集友股份
300567,0.16553678795946788,精测电子
2508,0.610029878047413,老板电器
603179,0.21103555321984263,新泉股份
600179,0.29242126705024757,安通控股
603037,0.16553678795946788,凯众股份
603037,0.16553678795946788,凯众股份
2174,0.26324086775649846,游族网络
600408,0.04772367146005241,*ST安泰
603165,0.16553678795946788,荣晟环保
2470,0.16725231374136587,金正大
603639,0.16553678795946788,海利尔
2468,0.49531796543016887,申通快递
2901,0.16553678795946788,大博医疗
2267,0.18927436019485902,陕天然气
601238,0.6804346083192577,广汽集团
600606,0.5198057010139832,绿地控股
600197,0.15251107696270697,伊力特
2613,0.04566125396881288,北玻股份
600778,0.035060300636839285,*ST友好
63,0.6924560175619173,中兴通讯
601515,0.1873135035079349,东风股份
603986,0.16553678795946788,兆易创新
2061,0.48649666879959164,浙江交科
600056,0.5195406792302759,中国医药
603466,0.16553678795946788,风语筑
603466,0.16553678795946788,风语筑
603337,0.3527878111597053,杰克股份
600784,0.04895803348193962,鲁银投资
338,0.6083759073619963,潍柴动力
825,0.5163079081555783,太钢不锈
600389,0.16721857288385228,江山股份
49,0.24249517074953633,德赛电池
601318,0.16553678795946788,中国平安
600452,0.1899385921942595,涪陵电力
300446,0.108476311097902,乐凯新材
600872,0.37454831489626833,中炬高新
869,0.3718118671696693,张裕A
300482,0.15998448847756408,万孚生物
600585,0.8107102493921943,海螺水泥
603233,0.16553678795946788,大参林
300707,0.16553678795946788,威唐工业
581,0.6674245555799984,威孚高科
2035,0.3591341449752511,华帝股份
603897,0.16553678795946788,长城科技
603659,0.16553678795946788,璞泰来
2925,0.31443309885480314,盈趣科技
300422,0.07137909365525708,博世科
300113,0.23448936126184486,顺网科技
860,0.3414920979286138,顺鑫农业
300003,0.3502405679165888,乐普医疗
600684,0.08586486553346648,珠江实业
818,0.14367513478298158,航锦科技
6,0.25758278718709327,深振业A
603025,0.2579143270922723,大豪科技
300208,0.11493875414105642,恒顺众昇
688,0.2920802484184712,建新矿业
2815,0.302703085316038,崇达技术
600029,0.5282536372002421,南方航空
300335,0.13579684408794088,迪森股份
2019,0.6085799356301823,亿帆医药
2841,0.4568020107967969,视源股份
822,0.22053457197664258,山东海化
600180,0.15080392735935863,瑞茂通
2222,0.0803861677231912,福晶科技
603885,0.40910407236464275,吉祥航空
887,0.4534542150342229,中鼎股份
600176,0.5594409204043388,中国巨石
600325,0.22744625934596094,华发股份
2419,0.37610366819917324,天虹股份
601216,0.3836143180957827,君正集团
300094,0.06960832541786449,国联水产
600708,0.381471085169728,光明地产
2102,0.11234399510383307,冠福股份
403,0.021077716547316133,ST生化
902,0.20671242153732783,新洋丰
2176,0.12131542329299229,江特电机
600703,0.6379817667330632,三安光电
661,0.4405555826038688,长春高新
2142,0.16553678795946788,宁波银行
603900,0.10555977543733583,莱绅通灵
559,0.25087487449150586,万向钱潮
600785,0.17912456743528382,新华百货
915,0.14823146626033526,山大华特
2008,0.7323207535051901,大族激光
2737,0.33088001721777255,葵花药业
601678,0.41845038485923747,滨化股份
600737,0.1628273950614556,中粮糖业
2203,0.1878348405876584,海亮股份
2258,0.23143770845730105,利尔化学
2543,0.20032759481374252,万和电气
2081,0.44220200835526746,金螳螂
600663,0.4258228585230281,陆家嘴
603167,0.12132379384971179,渤海轮渡
600332,0.6044069824996817,白云山
600487,0.7563441739995117,亨通光电
603605,0.16553678795946788,珀莱雅
603605,0.16553678795946788,珀莱雅
300457,0.1065543529364576,赢合科技
600694,0.30699914220614644,大商股份
600598,0.1786087432572062,北大荒
600368,0.10496531261066884,五洲交通
603228,0.16553678795946788,景旺电子
603708,0.16553678795946788,家家悦
603730,0.16553678795946788,岱美股份
2867,0.16553678795946788,周大生
603305,0.16553678795946788,旭升股份
600073,0.06463848343353737,上海梅林
2677,0.1933541823437513,浙江美大
300637,0.16553678795946788,扬帆新材
300637,0.16553678795946788,扬帆新材
2739,0.4033715207748202,万达电影
601127,0.16553678795946788,小康股份
300462,0.049446572774018,华铭智能
600803,0.3112932807478906,新奥股份
600572,0.24323967637351693,康恩贝
300519,0.05879773679915657,新光药业
2875,0.16553678795946788,安奈儿
300506,0.13159449314369853,名家汇
300415,0.10487962426148542,伊之密
2640,0.24710482896867403,跨境通
2293,0.20327904796434162,罗莱生活
965,0.08506640023229316,天保基建
600273,0.3238315730474241,嘉化能源
600256,0.16766315292581868,广汇能源
603259,0.30645016271409375,药明康德
2624,0.3916872524598869,完美世界
2233,0.31008674425525323,塔牌集团
300409,0.1476029669376607,道氏技术
600859,0.4276136728958043,王府井
603997,0.13455465176850334,继峰股份
2847,0.16553678795946788,盐津铺子
300653,0.16553678795946788,正海生物
603663,0.08089682406612654,三祥新材
2803,0.07856999641915986,吉宏股份
603883,0.2820036258695811,老百姓
520,0.08892876319399677,长航凤凰
601636,0.3724904361224957,旗滨集团
2221,0.38223859560818696,东华能源
603157,0.193159256248472,拉夏贝尔
300621,0.16553678795946788,维业股份
2601,0.47627073026487365,龙蟒佰利
300296,0.44391496696665633,利亚德
2493,0.3143618176664592,荣盛石化
603040,0.16553678795946788,新坐标
2464,0.09316853637690346,众应互联
921,0.49016427491569636,海信科龙
538,0.654830847965442,云南白药
600801,0.632044438997768,华新水泥
300668,0.16553678795946788,杰恩设计
600327,0.07640727767610075,大东方
603908,0.16553678795946788,牧高笛
600477,0.22430550963655807,杭萧钢构
603788,0.1481555356095849,宁波高发
2007,0.17077327043275506,华兰生物
600518,0.49614731113029636,康美药业
603938,0.16553678795946788,三孚股份
300327,0.1336628623880854,中颖电子
150,0.10986380445793774,宜华健康
300144,0.3984157427413048,宋城演艺
300607,0.16553678795946788,拓斯达
300595,0.16553678795946788,欧普康视
600409,0.5094087697367179,三友化工
2440,0.49080711906337277,闰土股份
603848,0.16553678795946788,好太太
603848,0.16553678795946788,好太太
2603,0.18133402473991336,以岭药业
300531,0.023467957407796173,优博讯
600559,0.04401238995007346,老白干酒
2002,0.2973840979589008,鸿达兴业
2424,0.09979115211952219,贵州百灵
540,0.22135182253219757,中天金融
2382,0.07332081215535008,蓝帆医疗
300300,0.06052698940127709,汉鼎宇佑
300630,0.16553678795946788,普利制药
526,0.11887913433935986,紫光学大
600104,0.6265644301385809,上汽集团
600829,0.11170787430854245,人民同泰
673,0.05701955492819516,当代东方
600236,0.37632854879411676,桂冠电力
2136,0.12917826762570128,安纳达
2920,0.16553678795946788,德赛西威
999,0.4359948090780083,华润三九
603579,0.2242301473948015,荣泰健康
603026,0.12664228672474212,石大胜华
600535,0.3964884408870648,天士力
2928,0.11507504223227202,华夏航空
2038,0.19915075684788178,双鹭药业
300408,0.37064225224149294,三环集团
710,0.08563197578834267,贝瑞基因
600563,0.24343419526038695,法拉电子
2889,0.16553678795946788,东方嘉盛
300344,0.013873047585996152,太空智造
600086,0.026823677493889614,东方金钰
300498,0.4891210527376853,温氏股份
600885,0.28951535974271375,宏发股份
601633,0.22700140754966408,长城汽车
300463,0.09161747242246535,迈克生物
2068,0.26604766175272565,黑猫股份
603871,0.16553678795946788,嘉友国际
600395,0.1188734894751572,盘江股份
601009,0.16553678795946788,南京银行
300039,0.043009858421983474,上海凯宝
2818,0.16553678795946788,富森美
601939,0.16553678795946788,建设银行
42,0.29881791862449614,中洲控股
300437,0.07615470097206238,清水源
300624,0.09510892192416337,万兴科技
603896,0.16553678795946788,寿仙谷
603993,0.291860392885897,洛阳钼业
601336,0.16553678795946788,新华保险
603067,0.02994466685096906,振华股份
603058,0.16553678795946788,永吉股份
600183,0.3892068775617318,生益科技
2242,0.18190090682931537,九阳股份
603733,0.16553678795946788,仙鹤股份
603733,0.16553678795946788,仙鹤股份
2262,0.2638666498378742,恩华药业
603757,0.16553678795946788,大元泵业
600740,0.22620648672057875,山西焦化
300015,0.39049600022252,爱尔眼科
600403,0.10058925445225647,大有能源
300320,0.05322819577475313,海达股份
600966,0.18267566782347405,博汇纸业
601006,0.5082137777134887,大秦铁路
2287,0.10172829149926234,奇正藏药
603929,0.16553678795946788,亚翔集成
2143,0.17621581361335625,印纪传媒
600377,0.3895830756380921,宁沪高速
603225,0.44978369888524716,新凤鸣
2223,0.08302346783722349,鱼跃医疗
600076,0.13476603415761498,康欣新材
2907,0.16553678795946788,华森制药
2726,0.025026123294373072,龙大肉食
601100,0.2555286618236357,恒立液压
2680,0.22804720607021822,长生生物
300725,0.19914834191229147,药石科技
600009,0.6858080287349879,上海机场
603933,0.16553678795946788,睿能科技
600345,0.09759771690052181,长江通信
600016,0.16553678795946788,民生银行
603612,0.21323078439320928,索通发展
601933,0.14759328801146862,永辉超市
600062,0.4061226389913846,华润双鹤
600810,0.10117544218221282,神马股份
997,0.16781799571594422,新大陆
676,0.10530701268432349,智度股份
300237,0.20766546694865984,美晨生态
723,0.14236136047166958,美锦能源
600387,0.10673082935285555,海越股份
300400,0.0613579355832262,劲拓股份
2840,0.16553678795946788,华统股份
603877,0.16553678795946788,太平鸟
600231,0.3031808750538285,凌钢股份
2636,0.18525947296279488,金安国纪
30,0.14925851772842888,富奥股份
600781,0.2079389373000948,辅仁药业
603203,0.16553678795946788,快克股份
2117,0.10165468823760912,东港股份
600750,0.11956987890358266,江中药业
2462,0.12569369843003686,嘉事堂
603360,0.06533771440653884,百傲化学
300258,0.11804407301059335,精锻科技
2450,0.4239752660225619,康得新
501,0.40845762553989345,鄂武商A
300285,0.08529520977424652,国瓷材料
786,0.6636685686664525,北新建材
603319,0.16553678795946788,湘油泵
300596,0.04170100848374766,利安隆
600160,0.14950159620147344,巨化股份
828,0.14519787965935957,东莞控股
958,0.014374484052146742,东方能源
600668,0.08727702308364656,尖峰集团
813,0.19463369197312463,德展健康
603585,0.16553678795946788,苏利股份
603676,0.16553678795946788,卫信康
603676,0.16553678795946788,卫信康
603239,0.16553678795946788,浙江仙通
603600,0.05030717394818647,永艺股份
600081,0.03436685383767307,东风科技
600600,0.3931359092401847,青岛啤酒
600329,0.11567934793015963,中新药业
603188,0.09354766578878897,亚邦股份
300547,0.14065024124742634,川环科技
31,0.1742844660763526,中粮地产
2587,0.06491802255103707,奥拓电子
603808,0.12099890180580156,歌力思
300685,0.16553678795946788,艾德生物
601088,0.5742515632694745,中国神华
300406,0.06528375400833268,九强生物
600704,0.17238168405343718,物产中大
998,0.06548612236647898,隆平高科
601012,0.6357499228211235,隆基股份
525,0.2670449336411258,红太阳
2878,0.16553678795946788,元隆雅图
2600,0.23095318281669885,领益智造
603912,0.16553678795946788,佳力图
603035,0.16553678795946788,常熟汽饰
2860,0.16553678795946788,星帅尔
2860,0.16553678795946788,星帅尔
2701,0.13318370117502115,奥瑞金
603726,0.05758052601102626,朗迪集团
300316,0.16454030497924052,晶盛机电
603393,0.16553678795946788,新天然气
601566,0.13424758583829946,九牧王
600188,0.5945368621800118,兖州煤业
600251,0.00709963670684726,冠农股份
603197,0.16553678795946788,保隆科技
600508,0.30046063006380774,上海能源
600085,0.1424787967523269,同仁堂
429,0.25518533337640326,粤高速A
2085,0.18422041203570522,万丰奥威
300347,0.1601943267352425,泰格医药
600163,0.009100818928271439,中闽能源
2408,0.12769050945060062,齐翔腾达
2646,0.013862769921940039,青青稞酒
603881,0.16553678795946788,数据港
300076,0.01381340846303498,GQY视讯
601233,0.5891987001854067,桐昆股份
603608,0.1145909266529352,天创时尚
300246,0.018277320509738303,宝莱特
600846,0.07599100119314622,同济科技
2182,0.009518307570580782,云海金属
600115,0.2731583087900107,东方航空
603506,0.16553678795946788,南都物业
603506,0.16553678795946788,南都物业
300438,0.13041819260569737,鹏辉能源
603348,0.16553678795946788,文灿股份
603348,0.16553678795946788,文灿股份
600648,0.23592161566977374,外高桥
2245,0.1000375138597917,澳洋顺昌
2402,0.06927609971326402,和而泰
601668,0.4717445807323266,中国建筑
2845,0.16553678795946788,同兴达
2916,0.16553678795946788,深南电路
600373,0.23628425432798728,中文传媒
300681,0.16553678795946788,英搏尔
600674,0.27581592739704863,川投能源
603306,0.1109871839284076,华懋科技
2582,0.09635176111927868,好想你
603555,0.019412262529888674,贵人鸟
300308,0.11373313618341381,中际旭创
600491,0.12838146028876202,龙元建设
2536,0.10571362671475193,西泵股份
300671,0.16553678795946788,富满电子
600075,0.11992394175199879,新疆天业
600148,0.006785783562252626,长春一东
600161,0.2995655230540557,天坛生物
603533,0.16553678795946788,掌阅科技
300323,0.26782399923198397,华灿光电
603686,0.11194670454879752,龙马环卫
2589,0.15684901220322944,瑞康医药
603968,0.040799438177474646,醋化股份
601101,0.10194747983748548,昊华能源
603096,0.16553678795946788,新经典
300452,0.046412211671912465,山河药辅
2009,0.04539517099010405,天奇股份
603839,0.06434468712675201,安正时尚
2661,0.06762481091231724,克明面业
603365,0.16553678795946788,水星家纺
603365,0.16553678795946788,水星家纺
300124,0.33836180759527257,汇川技术
2727,0.19797075079217433,一心堂
300009,0.10232651189279773,安科生物
683,0.07684087751073566,远兴能源
650,0.06379366851654933,仁和药业
300673,0.16553678795946788,佩蒂股份
22,0.10074412165563514,深赤湾A
603301,0.16553678795946788,振德医疗
603301,0.16553678795946788,振德医疗
300423,0.12476127536024592,鲁亿通
2183,0.022905163084376658,怡亚通
300741,0.16553678795946788,华宝股份
300741,0.16553678795946788,华宝股份
2734,0.05544110845194411,利民股份
300507,0.036775929870380836,苏奥传感
300723,0.16553678795946788,一品红
300723,0.16553678795946788,一品红
603607,0.13735508698736862,京华激光
603578,0.16553678795946788,三星新材
300219,0.07702832814531171,鸿利智汇
600217,0.053090391329511426,中再资环
300309,0.08654098761166612,吉艾科技
601366,0.16553678795946788,利群股份
603501,0.16553678795946788,韦尔股份
300298,0.26313159038996653,三诺生物
600285,0.013259618501749537,羚锐制药
2447,0.08946080286867933,晨鑫科技
300429,0.060342986262327994,强力新材
968,0.15346785241987848,蓝焰控股
2911,0.21861732909284368,佛燃股份
600211,0.08303804496424692,西藏药业
2550,0.01070853149074027,千红制药
603101,0.033636484438529284,汇嘉时代
300243,0.03327605746959922,瑞丰高材
300606,0.16553678795946788,金太阳
600850,0.060782673058802195,华东电脑
600022,0.14404458423054398,山东钢铁
951,0.23302158346339727,中国重汽
603013,0.1239804434164761,亚普股份
603298,0.16553678795946788,杭叉集团
600229,0.05106350053360946,城市传媒
2277,0.018431636556785404,友阿股份
601900,0.1529146752627356,南方传媒
600328,0.06773582286275208,兰太实业
300476,0.0883459912688578,胜宏科技
603866,0.3193681893541166,桃李面包
300620,0.16553678795946788,光库科技
2179,0.31642478387171097,中航光电
603055,0.16553678795946788,台华新材
600233,0.22791398264389748,圆通速递
600705,0.16824112287123352,中航资本
600195,0.12055084131653589,中牧股份
2499,0.04986918966089221,科林环保
2430,0.17668665633705508,杭氧股份
300394,0.048720907013060734,天孚通信
2900,0.16553678795946788,哈三联
603648,0.16553678795946788,畅联股份
603648,0.16553678795946788,畅联股份
603960,0.16553678795946788,克来机电
300585,0.16553678795946788,奥联电子
603567,0.10833407544339141,珍宝岛
600475,0.07570325975619033,华光股份
935,0.033952065991917774,四川双马
2372,0.259491095239232,伟星新材
718,0.15216513373118817,苏宁环球
2491,0.2073707614744573,通鼎互联
600419,0.07590906310813678,天润乳业
300575,0.12236455554962411,中旗股份
300699,0.09211264995772092,光威复材
34,0.20946711925754694,神州数码
300041,0.030596835594519887,回天新材
922,0.03138156672327999,*ST佳电
600724,0.0631458805687133,宁波富达
300602,0.16553678795946788,飞荣达
2191,0.1350513862914443,劲嘉股份
600933,0.16553678795946788,爱柯迪
600702,0.16021422734854102,舍得酒业
2772,0.08383584594424381,众兴菌业
2884,0.16553678795946788,凌霄泵业
600521,0.10769627200683854,华海药业
601699,0.47857231653785026,潞安环能
2496,0.01736128013374759,辉丰股份
601128,0.16553678795946788,常熟银行
2343,0.14381442304874098,慈文传媒
2317,0.045464669983714144,众生药业
300021,0.012207101978160486,大禹节水
2118,0.11409030011613966,紫鑫药业
600348,0.12450602152121368,阳泉煤业
600977,0.16553678795946788,中国电影
2561,0.0347306757272623,徐家汇
601169,0.16553678795946788,北京银行
600305,0.09550167691045715,恒顺醋业
300706,0.16553678795946788,阿石创
300706,0.16553678795946788,阿石创
603701,0.022528026137577973,德宏股份
600499,0.06906556474709447,科达洁能
58,0.04339940014641292,深赛格
2247,0.1722404489318589,帝龙文化
600897,0.13724034174167754,厦门空港
300428,0.04047832081203472,四通新材
300584,0.16553678795946788,海辰药业
2422,0.21684369660672684,科伦药业
603826,0.16553678795946788,坤彩科技
601799,0.3509743961884019,星宇股份
603368,0.2194255772349348,柳州医药
2769,0.03133319476926013,普路通
2064,0.06580539458809118,华峰氨纶
62,0.114681747251544,深圳华强
2456,0.14242933812221192,欧菲科技
300088,0.11896070925292297,长信科技
2672,0.0943990846544614,东江环保
601021,0.5133382381597208,春秋航空
513,0.5900538537226693,丽珠集团
2823,0.16553678795946788,凯中精密
2511,0.1876734545029128,中顺洁柔
603619,0.16553678795946788,中曼石油
603828,0.007077129391420847,柯利达
2365,0.08420093227695945,永安药业
603358,0.09998682413428382,华达科技
603516,0.16553678795946788,淳中科技
603516,0.16553678795946788,淳中科技
600093,0.057591434763021795,易见股份
300549,0.022984786896863257,优德精密
603367,0.1466707515246033,辰欣药业
2553,0.01381987729257604,南方轴承
2091,0.11482805479387251,江苏国泰
2882,0.16553678795946788,金龙羽
600901,0.16553678795946788,江苏租赁
600131,0.07675355828813903,岷江水电
603345,0.16553678795946788,安井食品
528,0.12839941381204292,柳工
2116,0.04459287059023038,中国海诚
600789,0.09530699431548369,鲁抗医药
2326,0.015191792748931541,永太科技
799,0.05126848502828933,酒鬼酒
603958,0.05168326836892469,哈森股份
2042,0.10139893830358854,华孚时尚
603939,0.11929957613964123,益丰药房
600886,0.18285015450689734,国投电力
2768,0.11732716153841433,国恩股份
898,0.2969974279799176,鞍钢股份
603338,0.15716670056890236,浙江鼎力
2336,0.03768586853544477,人人乐
603766,0.11329677795917786,隆鑫通用
300504,0.08867242740461531,天邑股份
300427,0.027537874977671364,红相股份
2562,0.07519366934810437,兄弟科技
300532,0.0583845727872741,今天国际
2050,0.40377859923745263,三花智控
600706,0.01554502811485432,曲江文旅
989,0.06599165536736727,九芝堂
600297,0.30875173218898044,广汇汽车
2275,0.1022594901349043,桂林三金
601899,0.24661341806202627,紫金矿业
603809,0.16553678795946788,豪能股份
603809,0.16553678795946788,豪能股份
2107,0.026646476378112984,沃华医药
300286,0.047781218364974905,安科瑞
60,0.185015668784714,中金岭南
300617,0.16553678795946788,安靠智电
300599,0.16553678795946788,雄塑科技
300563,0.013498602981794047,神宇股份
603079,0.16553678795946788,圣达生物
600007,0.09532606085255928,中国国贸
601328,0.16553678795946788,交通银行
2883,0.16553678795946788,中设股份
600511,0.3193113493960997,国药股份
28,0.24015758007496868,国药一致
600993,0.07687064716536239,马应龙
300470,0.08628831064694724,日机密封
601388,0.024008430063237288,怡球资源
2563,0.11396038285046471,森马服饰
417,0.024981685709160564,合肥百货
603380,0.16553678795946788,易德龙
600738,0.03680030963496958,兰州民百
300726,0.16553678795946788,宏达电子
601689,0.16946431365472525,拓普集团
601998,0.16553678795946788,中信银行
300091,0.03661105812196132,金通灵
300459,0.14796040753527634,金科文化
2821,0.1006494276099759,凯莱英
603928,0.16553678795946788,兴业股份
2685,0.09972793154369614,华东重机
2043,0.14441093241758945,兔宝宝
600845,0.19080828741816494,宝信软件
2327,0.1107274794536899,富安娜
601877,0.49349674921839914,正泰电器
601111,0.27508077310323525,中国国航
2126,0.0685341225170363,银轮股份
600380,0.35963523220997834,健康元
2357,0.01305214635465649,富临运业
603980,0.16553678795946788,吉华集团
603359,0.16553678795946788,东珠景观
600019,0.35788071572521873,宝钢股份
300496,0.01773546127711549,中科创达
2320,0.1476755054177574,海峡股份
2352,0.4883051501420143,顺丰控股
601818,0.16553678795946788,光大银行
55,0.1779609101026419,方大集团
300481,0.057613515427450974,濮阳惠成
600126,0.24445935334288682,杭钢股份
603518,0.13620568813188863,维格娜丝
600673,0.14066551628598264,东阳光科
601168,0.10275610165109741,西部矿业
603569,0.17019634630306457,长久物流
2653,0.06018447567479926,海思科
300454,0.1650752395152148,深信服
603838,0.011198766408026126,四通股份
600761,0.08968452345880039,安徽合力
2401,0.006701418737246751,中远海科
601229,0.16553678795946788,上海银行
300294,0.06434759288741235,博雅生物
2757,0.08992403967966403,南兴装备
600895,0.033906221902318186,张江高科
600660,0.39749522080760413,福耀玻璃
2905,0.16553678795946788,金逸影视
2412,0.012408057981460576,汉森制药
603970,0.16553678795946788,中农立华
2664,0.072156184246124,长鹰信质
603811,0.16553678795946788,诚意药业
600114,0.10028993486719673,东睦股份
2712,0.1264534414503181,思美传媒
600919,0.16553678795946788,江苏银行
603199,0.052411059880614556,九华旅游
2062,0.009712809789579497,宏润建设
900,0.10094811926073691,现代投资
603603,0.16553678795946788,博天环境
2838,0.16553678795946788,道恩股份
2707,0.0495149989895827,众信旅游
2127,0.23526402119979586,南极电商
603626,0.16553678795946788,科森科技
300512,0.04197564516691316,中亚股份
600500,0.06940020295507388,中化国际
601016,0.0407672519788126,节能风电
603023,0.024130700421606432,威帝股份
600757,0.04553966196273514,长江传媒
300127,0.057349859693049815,银河磁体
603416,0.16553678795946788,信捷电气
600497,0.14124052151655841,驰宏锌锗
603823,0.16553678795946788,百合花
300270,0.00484860472271453,中威电子
