code,name,mbrg20161,nprg20161,nav20161,targ20161,epsg20161,seg20161,mbrg20162,nprg20162,nav20162,targ20162,epsg20162,seg20162,mbrg20163,nprg20163,nav20163,targ20163,epsg20163,seg20163,mbrg20164,nprg20164,nav20164,targ20164,epsg20164,seg20164,mbrg20171,nprg20171,nav20171,targ20171,epsg20171,seg20171,mbrg20172,nprg20172,nav20172,targ20172,epsg20172,seg20172,mbrg20173,nprg20173,nav20173,targ20173,epsg20173,seg20173,mbrg20174,nprg20174,nav20174,targ20174,epsg20174,seg20174,mbrg20181,nprg20181,nav20181,targ20181,epsg20181,seg20181
603399,吉翔股份,,,,,,,-27.721999999999998,,66.8306,21.4196,-52.6316,73.0367,-21.2361,,-16.0518,-18.0601,-60.0,-13.5102,,,,,,,27.837,,5.6418,18.9129,-103.0,4.872,53.8452,,7.433,43.2186,-233.3333,6.6548,,,,,,,60.1043,857.0225,13.7721,46.803000000000004,600.0,12.0255,77.9235,82016.2612,17.4709,24.079,2500.0,15.5965
600083,博信股份,-15.2129,34.6629,31.5126,5.2218,60.0,33.3685,-39.0043,-65.6096,15.6084,-3.4345,-71.4286,11.2345,-12.8416,-46.9978,18.7868,10.4013,-54.3478,14.2581,-20.1394,-58.986999999999995,12.5706,10.2466,-73.4694,6.2346,-21.5587,-99.5749,7.5518,7.3059,-125.0,1.4040000000000001,-23.0286,-112.7913,-18.7731,-16.8635,-150.0,-1.8443,-25.6047,-95.7953,-21.2983,-18.7906,-109.5238,-4.223,-4.0531,37.1619,-7.0526,-18.5332,181.5385,16.7661,3111.4297,51381.4112,1.4368,68.8194,-1395.0,28.7323
002305,南国置业,-12.7758,-70.4655,3.698,45.5642,-93.5,-3.1162,126.8369,,75.5934,46.8994,-104.0195,60.87,,,,,,,-4.976,-52.3138,56.2163,8.943,28.436,54.85,22.1915,-98.9608,55.6291,17.2198,11.5385,54.7781,-44.8361,-98.4979,-1.7002,14.4545,90.9091,-0.2135,-11.0232,-63.941,-1.369,23.5935,5.7971,-0.9251,9.2116,88.6484,-0.2272,10.8239,22.1402,-0.6454,-21.5072,35252.0618,0.5987,7.2037,93.1034,-0.5445
600256,广汇能源,-33.3743,-83.6515,2.5798,10.6695,-82.8859,-0.9848,-36.3485,-88.2746,0.9198,8.5774,-83.3119,-1.9824,-24.4428,-60.5982,4.2516,4.3268,-51.9084,1.5659999999999998,-13.0749,-37.1371,2.4033,6.0234,-17.2269,2.3603,14.061,-89.7197,-0.5398,2.5711,13.7255,2.636,43.6574,47.7661,-0.1201,1.6105,61.5385,0.8424,62.0524,58.8587,-0.1511,7.2766,50.7937,0.5906,94.0101,239.3088,10.0511,3.3995,218.5279,4.4359,196.0477,18651.0888,13.6413,5.4311,1650.0,8.3149
600784,鲁银投资,,,,,,,30.4412,804.2727,-4.5513,-13.3524,11600.0,-1.2477,41.6071,213.8848,-4.7618,-25.2941,1030.0,-1.6869,27.7176,,8.2936,-14.0818,-164.0351,11.128,-23.8018,-98.9666,4.5647,-14.9019,-98.4127,6.933,-50.6695,-81.9925,6.9998,-9.7256,-91.45299999999999,6.7262,-57.1164,-94.102,6.7166,5.8206,-90.2655,6.9161,-48.083999999999996,-1591.2362,-12.5001,-9.1898,-428.7671,-10.5261,-7.7323,10246.3998,-12.0373,-15.8046,6900.0,-6.0635
300272,开能环保,42.2628,-28.9255,16.0386,74.6285,-10.241,14.2338,40.7899,3.7761,13.5895,81.6615,19.026,11.4878,47.269,10.2252,14.375,84.3689,13.7758,11.1132,40.748000000000005,17.3568,31.635,105.6238,17.7999,11.5047,27.3403,-34.1506,29.0852,59.553000000000004,15.4362,11.5776,17.4694,-14.4324,71.0776,34.2355,-7.1361,29.2383,9.9511,-11.2497,88.7835,42.9473,-14.4744,46.6481,10.0322,-87.8396,46.8656,0.8335,-44.8529,19.9015,18.4835,8692.7011,-1.3598,-41.1241,2490.9884,62.7517
600319,亚星化学,-7.1501,,-222.0589,-7.257000000000001,-40.0,-241.5547,,,,,,,2.9389,,-1300.5615,-12.0547,-38.8889,-4915.2859,11.1272,,,-15.4722,-107.619,-104.7253,50.8569,,,-21.3632,-100.0,-104.2906,,,,,,,40.8986,,,-8.9507,-107.5758,-105.5952,33.7814,199.5264,343.8755,-11.0557,0.0,343.8755,7.7469,5366.2027,451.9202,-15.364,,451.9202
000912,*ST天化,,,,,,,-44.0041,,-20.0162,-4.1592,940.3333,-19.7984,-35.5851,,-48.9254,-6.1152,-7211.1111,-48.7499,1.0361,,-84.5166,-7.5043,-3593.5897,-84.4713,-2.1305,,-83.0329,-5.6269,-104.4286,-82.9664,29.5058,,-85.8445,-10.2891,-77.5713,-85.9883,29.7159,,-99.6907,-6.1157,-68.75,-99.8903,,,,,,,8.6968,5212.7403,-1161.3469,-21.8709,4706.4516,-1157.3347
600136,当代明诚,-13.9409,536.8444,177.0375,159.4455,75.0,178.16,52.8611,49.2965,172.0198,165.6158,-73.3333,171.4814,47.7227,78.212,168.5604,160.0725,-47.8261,172.0563,31.9752,113.9495,171.0425,193.8747,-28.5714,174.6891,89.9023,21.3331,7.6399,25.7515,-76.1905,5.854,36.4951,0.7428,10.7617,33.7608,5.5,6.3418,58.2617,-23.4686,11.6693,48.4773,-16.6667,6.0598,60.2577,1.1506,11.168,43.1907,4.0,5.6951,264.9991,4908.7558,12.9393,55.288000000000004,22500.0,7.5445
002696,百洋股份,,,,,,,19.2405,91.7202,9.6295,17.5957,90.9976,4.9439,15.2655,9.9214,5.2224,4.0279,3.7059,4.3459,10.9879,9.684,4.8523,1.4849,3.8236,4.2448,20.2433,-26.9838,4.8408,4.4685,-221.9512,4.0795,1.854,19.695999999999998,5.1352,-1.1318,5.3503,4.3374,7.0174,55.8151,105.24600000000001,89.6848,56.0976,115.0664,15.7409,86.0066,105.176,87.0586,81.7345,115.1537,29.0337,4716.6726,106.3421,87.4884,-1258.0,116.6565
002016,世荣兆业,142.5338,,-1.3615,6.9519,16.2602,-1.3222,67.8608,317.1375,9.9505,31.3781,267.9287,10.0624,29.7273,119.8294,6.8684,45.3341,99.6522,6.9313,6.2221,41.5016,5.1235,42.6095,41.6157,5.52,199.9649,,7.8233,39.7564,-127.97200000000001,8.3084,-81.0999,-109.4735,-19.8299,18.2625,-108.4746,-19.6091,37.3212,326.1588,4.5025,0.5992,324.8258,4.9124,116.7023,938.8707,37.9935,-0.9521,875.2809,38.3091,610.7286,4699.1042,60.2034,-9.1923,4076.6667,60.3135
600429,三元股份,3.3539,104.5106,1.8311,2.2403,80.6452,1.4263,3.125,188.4176,3.2942,7.8418,167.3629,3.0921,4.0377,318.0219,3.7725,7.4985,301.0526,3.6195,28.6604,75.5486,-14.2405,0.4178,24.8227,-15.4931,20.715,-95.8125,-14.4529,-0.4259,-90.1786,-15.7457,34.3246,-76.4608,-15.7208,-4.0827,-77.4414,-17.1598,34.2687,-21.1737,-14.1391,-2.6841,-27.909000000000002,-15.7948,4.5663,-41.1233,1.8988,0.145,-27.5568,1.6679,26.7149,4430.1895,17.4168,85.0065,2054.5455,2.32
600131,岷江水电,24.4574,97.2627,14.5329,5.7554,85.1064,14.6802,25.585,64.7819,17.2235,6.6248,61.1842,17.2992,24.0994,36.2914,15.8011,4.3465,35.8333,16.0293,21.4414,28.0445,14.7888,-0.2308,32.0,15.3126,-32.2929,-98.1665,9.6321,-1.0985,-94.2529,10.2736,-34.1584,-65.2846,5.3433,-4.1345,-69.3878,5.2547,-34.0435,-61.3056,3.2498,-5.657,-63.8037,3.2478,-27.7163,-50.6326,10.4882,0.0043,-51.5152,10.0216,44.2612,4352.594,13.8034,0.0087,1360.0,13.276
002613,北玻股份,31.8403,-16.1087,3.5876,-1.5646,-31.5789,1.581,5.5483,-70.6701,0.1646,-5.0846,-53.1915,-0.2572,2.8107,-33.213,0.8147,-4.0911,-25.3406,0.1352,-2.9994,1.3659999999999999,0.585,0.6577,4.0498,0.6497,-0.5813,32.0172,0.6057,1.3893,-46.1538,0.5612,4.3246,-453.2523,1.6652,8.4249,-279.8701,-0.8725,17.0157,-211.5271,2.1149,13.1439,-198.5401,-1.4009,29.2699,-307.8256,-0.1498,8.4508,-289.2216,-3.9449,34.0839,3639.0964,4.7873,14.1567,3976.1905,1.2724
000553,沙隆达A,-13.8669,-89.5923,0.9567,-2.1003,-89.5914,0.9452,-18.5836,-85.7132,1.5328,-5.8495,-85.7143,1.5196,-19.8428,-86.0744,0.1824,-6.4762,-86.0719,0.1753,-14.526,-152.4741,-4.4019,0.2558,-152.5126,-4.4019,37.1984,632.4196,-2.0209,0.2124,632.5926,-2.0209,45.74,906.6392,3.4585,1.3999,906.7138,3.4585,1179.4568,7702.4082,731.2245,1112.5798,1879.7101,731.2245,1184.2588,,836.5322,1227.1512,-626.3955,836.5322,891.0288,3360.7336,883.7182,1202.3907,740.2427,883.7182
601360,三六零,-10.6442,3.9821,5.5665,-0.5763,5.2632,5.2565,-13.9136,-8.6453,7.3533,3.0291,-7.9919,7.2438,-11.1274,-19.8078,7.965,0.0248,-18.9189,7.9745,-9.1694,-27.6983,7.1144,0.3985,-30.1025,7.0665,-4.0377,-58.3599,2.6175,-1.1872,-56.9792,2.8989999999999996,-10.827,-70.9776,1.719,-0.3187,-70.9877,1.8433,-11.5242,-65.7516,-0.9276,-3.8264,-66.0961,0.6367,-9.6277,-58.3276,-1.3815,-6.8498,-57.3807,0.3091,477.3356,2927.0158,951.3231,773.8935,69.4915,971.5205
000040,东旭蓝天,202.5512,360.6317,6.3198,58.1636,357.1429,6.3186,164.0461,290.9164,744.0415,351.7124,325.0,743.905,248.8378,316.7975,745.5942,313.7442,142.8571,745.4289,126.5375,182.6017,727.1056,155.4026,46.1538,726.9646,36.637,20.5709,709.3438,154.7477,-57.8125,709.211,149.1375,88.1859,2.2259,10.9842,-33.5294,2.1024,117.0479,145.9893,3.9847,25.3852,42.3529,3.1932,115.4769,207.9405,5.4318,67.1887,115.7895,4.7618,29.3425,2910.2018,14.5843,54.1599,2903.7037,14.4504
600781,辅仁药业,4.1157,-15.9154,3.7941,0.7111,-16.3043,2.8959,12.1887,4.1373,4.4389,7.0824,4.1612,3.6124,7.6347,-7.8827,6.6728,14.9113,-12.0307,6.2452,7.2656,-32.4496,2.9035,7.9262,-37.5,4.2051,42.5189,0.9478,3.3898,13.8647,1.9481,4.7908,19.1918,-28.5025,0.6238,7.8354,-28.839000000000002,3.4222,11.8093,-34.4381,-0.0866,-2.0709999999999997,-34.9303,2.6472,1070.2094,3387.6289,976.6923,676.1664,840.0,1146.0054,897.6819,2733.9068,1002.8101,676.9278,823.5669,1176.5178
600516,方大炭素,,,,,,,-10.0577,-88.3443,-0.2098,-10.1255,-49.711000000000006,0.2297,-4.9071,826.3939,1.1085,-10.9584,426.4368,1.6094,2.7843,130.9021,0.4407,-10.6535,122.2222,1.1143,46.3558,1582.7046,1.6207,-4.2404,568.75,2.2444,69.2319,15607.1412,7.3135,2.9819999999999998,2654.0229999999997,7.4323,206.0356,3514.9770000000003,42.2918,39.3874,2441.4847,40.9779,248.6204,13132.3664,68.4229,73.1959,5175.0,66.255,408.4018,2699.4545,101.0469,96.9977,2374.5327,97.7873
600740,山西焦化,-37.0064,,-25.3765,8.3745,13.1579,-30.7287,-17.0068,,-21.4721,10.4133,-63.6715,-26.2672,-5.9364,,-14.1552,-1.9261,-93.0325,-17.5783,,,,,,,114.6678,,6.2923,0.0079,-113.1783,8.1591,,,,,,,75.7622,,5.0279,5.3249,-268.4864,6.4693,48.4589,103.8464,3.5394,3.8878,107.9723,4.5024,49.2934,2540.0879,250.7768,71.8696,1311.7647,321.5768
300080,易成新能,,,,,,,55.1755,,2.0045,8.9178,-109.0,0.777,37.2115,,1.9187,3.2553,-137.9121,0.4784,40.5479,,0.9055,15.1263,222.0472,0.638,-50.7493,-56.9347,0.8582,19.0921,-34.7826,0.6127,-51.6554,-6156.422,2.9239,17.7212,-12238.8889,-6.6908,-37.0314,-4622.021,0.9224,18.0556,-8823.1884,-9.3098,-23.9785,-3642.5059,-21.2698,7.1117,-5079.9511,-32.4847,194.1288,2458.2658,-20.4045,3.1846,393.3333,-32.2867
600515,海航基础,14.3919,2865.6781,8.7035,1.5079,2200.0,8.7035,21.5693,-50.3843,6.6004,18.294,-50.0,6.6004,459.6233,1488.4792,2325.6659,2181.4539999999997,165.9574,1780.6038,652.1922,1660.2879999999998,4867.718,2490.1367,303.4392,3764.2583,229.9187,184.7846,5307.7252,2518.5949,-69.5652,4223.5401,597.3091,13946.0841,4936.5372,2152.5708,1191.4286,3900.1495,44.7352,170.7835,113.4209,13.1798,53.56,118.5052,12.2835,99.8336,-3.1434,-4.7955,-16.377,-6.9627,-2.3194,2234.1325,-9.2575,-6.0837,2014.2857,-16.3038
300107,建新股份,2.3796,-23.1436,2.6931,1.9498,-65.0,2.6931,-7.8506,17.9355,2.5376,2.2865,17.5,2.5376,-17.772000000000002,13.2424,2.4552,0.6913,2.3333,2.4552,-20.301,-1.7188,1.4978,-0.166,-2.3256,1.4978,2.9027,5.8202,0.9726,2.3326,28.5714,0.9726,21.3118,55.1188,1.641,4.8993,70.2128,1.641,46.8265,105.3781,2.6985,9.2493,105.2117,2.6985,61.8044,282.703,7.9737,14.8942,279.2857,7.9737,176.0569,2233.2516,20.1523,23.5264,2211.1111,20.1523
002535,林州重机,-19.6947,-98.7763,25.3936,0.6834,-98.6,33.9165,,,,,,,-5.9766,,-9.0038,-9.81,-140.0,-7.2646,,,,,,,-31.1895,180.8338,-0.6296,1.1388,100.0,0.4073,12.2908,128.5134,0.8801,7.6618,200.0,0.8864,14.1392,152.9182,1.3968,12.5351,100.0,1.1363,28.6625,149.513,-0.7373,16.4309,100.0,-1.0303,85.7703,2218.4742,1.4335,13.4967,2164.2857,-0.2054
002798,帝欧家居,18.8392,,,,,,-0.4524,-0.8462,64.5,45.3882,-7.4074,64.5,1.288,13.9044,,,-0.8046,,10.4733,-5.224,51.1646,41.6009,-20.7317,51.1646,,,,,,,16.9823,38.484,0.9525,6.7321,12.0,0.9525,30.0096,23.5475,19.9033,24.7544,6.3731,19.9033,24.8469,7.691,79.3826,91.5481,-3.0769,79.3826,935.552,2178.1373,388.8867,580.7468,1750.0,388.8706
300052,中青宝,-6.1,-32.985,3.312,-24.7523,-50.0,8.2303,-23.1031,-59.4467,2.2998,-25.1455,-60.0,7.0182,-28.2949,-26.2138,3.5858,-21.7107,-50.0,7.3255,-6.3374,-204.7411,-5.6475,-12.0267,-176.0,-5.2099,11.594000000000001,-77.4611,-5.4595,-6.0799,0.0,-4.9154,40.184,102.9957,-34.8128,-0.2437,150.0,-35.2193,16.7277,107.0046,-28.212,-6.9107,133.3333,-28.4075,,,,,,,7.0255,2166.8367,-18.4163,4.4192,500.0,-19.6898
600216,浙江医药,24.81,,-0.2078,0.3246,-333.3333,-0.1889,23.156999999999996,46.7841,0.9684,0.6466,45.8333,0.9523,17.5054,118.2104,5.3456,4.4961,115.0,5.3412,17.4027,180.8325,5.6946,6.8554,182.3529,5.8057,-9.161,-67.2738,6.4461,5.221,-57.1429,6.5908,-5.9521,-53.6673,4.2446,5.7888,-55.2381,4.4478,-1.38,-68.1323,9.4769,11.9887,-67.4419,1.0374,7.8303,-46.0908,11.261,11.1082,-43.75,4.4569,61.6805,2149.8551,17.6506,19.0047,1533.3333,10.7458
000885,同力水泥,-5.7463,-749.8255,2.5665,22.5125,-9090.0,-1.0895,-7.2235,-83.3178,2.0179,23.4011,-98.272,-1.2932,-8.3079,-81.6013,3.3676,27.9215,-97.1928,-1.7754,-2.944,-10.8149,2.6217,6.3636,18.2895,1.7568,20.4117,,14.0703,16.6813,-100.5562,17.3223,32.3925,952.6805,17.2312,13.384,11108.6957,20.8453,71.4116,2917.3132,-29.7276,30.1517,26671.1111,-14.8933,50.4929,789.1187,-30.5579,28.3404,1260.8454,-16.2491,-43.7344,2123.0153,-32.9249,17.2814,51740.0,-20.7795
300423,鲁亿通,-48.543,-48.2194,7.9879,-12.2924,-57.1429,7.9879,-39.771,-56.6961,12.5534,2.6239,-69.2308,12.5534,-32.1487,-46.946000000000005,12.4399,2.3631,-59.375,12.4399,-25.734,-43.7263,3.9563,5.5919,-55.7692,3.9563,31.0089,24.0346,4.1739,4.7428,0.0,4.1739,26.7841,10.8619,-1.3112,-0.6728,12.5,-1.3112,27.7675,16.4453,-0.6077,15.7023,16.4615,-0.6077,13.1498,11.5948,5.9789,17.3533,13.0435,5.9789,1171.2597,1967.0304,330.0274,708.7005,1333.3333,330.0274
300176,鸿特科技,11.630999999999998,127.4797,7.0037,3.8471,127.6062,7.0037,2.0215,135.7612,7.4114,-8.788,135.665,7.4114,2.4519,113.82799999999999,7.7658,-9.7664,113.8374,7.7658,-0.0016,30.959,6.5826,-10.9244,30.9504,6.5826,4.0265,5.5046,6.5602,-6.4295,5.5131,6.5602,27.134,79.0419,7.9803,7.7742,79.0552,7.9803,79.0713,772.2889,44.7054,35.0927,772.3482,44.7054,104.9524,880.1242,73.657,46.3144,880.1541,73.657,184.0794,1564.3669,104.2104,53.7172,1564.0675,104.2104
601958,金钼股份,-7.4019,-3452.3272,-3.5281,-0.5383,-2600.0,-3.4752,0.9405,-2164.7492,-2.6524,3.2371,-1600.0,-2.5932,1.5085,-4192.8652,-1.6814,0.8825,-1200.0,-1.665,6.4058,143.1298,-0.6899,-2.8183,100.0,-0.7585,21.468000000000004,,0.0591,2.7988,-104.0,0.1591,6.5998,,-0.4077,-0.6256,-116.6667,-0.2422,5.6189,,-0.4026,1.6217,-209.0909,-0.2061,0.4039,79.8792,0.0821,0.3013,50.0,0.2028,-24.2857,1562.8575,0.8893,-1.5926,1900.0,0.7187
002386,天原集团,21.1345,,-0.2972,-8.2643,-33.3333,0.5288,111.7927,,0.1903,-8.0748,-23.0769,0.9065,,,,,,,,,,,,,,,,,,,,,,,,,11.8012,,-1.8904,-1.025,-274.7586,4.2213,22.2664,105.6162,-1.7674,-5.808,86.1145,2.0149,35.1656,1511.1678,-0.9066,1.7845,250.0,2.9422
600708,光明地产,127.0275,-19.9349,329.0416,814.3792,-46.5729,391.0434,115.2751,139.2644,344.4659,748.1119,-6.7416,405.0643,6.8225,25.3523,48.3829,18.6059,-50.5908,58.7247,67.7676,129.358,12.1034,-2.8209,65.344,11.0721,-5.9094,30.134,12.2432,-6.8454,8.8816,11.0626,24.2175,36.3491,10.9322,-9.8607,40.7785,9.8904,42.119,124.0551,15.5199,-5.5395,120.2014,15.0079,0.1416,72.3881,15.3526,11.6208,48.1153,17.777,28.7965,1430.9117,21.0484,22.1678,806.0423,22.9963
601106,中国一重,-50.6329,,-11.4632,-3.8619,10.4072,-11.4854,-37.4762,,-12.4915,-6.587000000000001,31.2263,-12.4588,-30.5665,,-17.5957,-9.2448,87.2727,-17.6051,-36.0676,,-38.4182,-20.0979,219.3736,-38.2296,,,,,,,165.0035,,-35.3375,-9.0947,-102.8902,-35.1296,177.5959,,-28.8952,-4.7193,-102.1091,-28.5748,219.9293,,17.5047,9.7399,-101.4595,17.658,75.2561,1350.2796,17.7609,11.1792,333.3333,17.8718
300276,三丰智能,-17.7745,-63.0142,3.2405,11.843,-69.0,3.1593,-9.0627,-32.3022,2.8992,13.4188,-45.0,2.5158,-5.6474,-60.7869,1.8098,9.1468,-65.2941,1.3008,-4.9212,-29.6622,2.0602,10.9018,-35.4472,1.8753,64.6355,68.8382,4.2317,4.9263,27.4194,1.9759,10.5934,-19.0842,3.7832,3.4601,2.7273,1.8961,-7.2509,-28.88,5.0573,9.7178,23.1638,2.1255,90.8898,285.9627,285.8727,363.5015,325.9446,290.1915,264.8425,1345.3557,282.1945,394.9454,837.9747,294.1141
002034,旺能环境,22.4176,,10.3367,1.5257,-97.5,10.1754,20.2719,6.5933,93.2477,44.8483,0.0,97.5099,5.5001,-14.4891,80.2684,39.8716,-27.2727,84.2564,-8.8756,-44.5199,71.5036,36.6176,-57.4468,75.064,-4.4275,6940.0463,72.2075,41.8553,-3100.0,75.5855,-16.8298,-12.2174,-3.7111,-4.1565,-37.5,-3.9635,-6.6572,-30.816999999999997,1.9734,5.0025,-37.5,1.791,71.5894,1076.4856,294.8781,352.2851,510.0,297.6295,14.0147,1306.3979,299.8421,367.9136,566.6667,303.0583
002428,云南锗业,12.3231,-133.0813,0.6734,-3.5253,-150.0,0.5479,-14.9272,-164.0768,-2.6507,-3.6488,-165.1163,-2.8174,-22.5857,-183.7336,-5.0942,-4.9323,-183.8095,-5.2601,-25.8263,-269.8529,-7.5628,-14.9545,-277.7778,-7.6566,-51.486999999999995,,-8.4133,-1.0514,-110.0,-6.9308,-21.8298,,-5.7034,-4.5288,-107.1429,-4.0906,7.7165,,-4.3386,-6.4842,-106.8182,-2.638,55.6259,,-1.0069,3.3365,-106.25,0.6747,26.2222,1270.3576,0.6023,-7.1764,50.0,0.6178
000560,我爱我家,-7.2366,251.8665,192.239,40.0896,-2.7586,200.8639,42.9137,1003.7754,4.6797,4.0268,95.5975,4.7673,31.099,720.9131,5.9134,17.0138,230.8176,5.8918,43.1921,333.6027,0.8811,9.6852,103.00299999999999,0.5417,-22.1307,-32.2119,2.032,2.0771,-12.0567,1.9236,-40.8792,-38.6911,1.042,1.0901,-29.9035,1.0356,-31.4385,-28.7181,0.9738,-1.896,-24.9049,0.9688,-31.2045,-13.5957,111.6382,156.2088,-7.8402,106.512,642.7665,1268.9881,157.6766,172.1702,572.5806,152.2025
600361,华联综超,-5.2856,-134.8359,-6.1819,-6.8391,-133.3333,-6.2205,-2.1235,-217.6143,-8.9482,-6.5305,-222.2222,-9.0078,-4.4911,-323.6134,-11.6116,0.3679,-320.0,-11.6717,-7.9793,-607.3937,-15.4327,-5.4743,-587.5,-14.9717,-5.9956,,-13.9049,-10.8956,-106.8571,-13.3959,,,,,,,-5.9065,,-1.8947,-15.2582,-150.0,-1.2236,,,,,,,-3.3996,1231.356,4.0533,-5.5865,941.6667,4.1823
000850,华茂股份,-19.1771,-88.9394,23.1594,15.7717,-82.4706,24.8484,-11.1951,-47.34,-22.5919,-21.9041,-42.2535,-22.976,-5.1262,-56.1672,4.1261,2.8916,-45.9016,4.8131,1.8139,44.0551,-12.3523,-9.0563,11.1111,-12.5244,31.2553,-20.3225,-4.4853,-0.8143,-22.1477,-4.0652,30.006,-94.8784,2.5572,5.3027,-82.9268,3.247,23.7334,-75.2502,5.2284,3.463,-62.1212,5.9325,19.1992,28.0169,-1.9115,0.9819,10.0,-2.3785,19.9657,1220.3238,-5.7716,-4.4148,742.2414,-6.3585
002299,圣农发展,29.0755,,64.8206,9.6824,-127.9907,77.4077,23.073,,2.6907,3.176,-161.2403,4.0093,21.345,,7.774,2.1372,-232.6208,8.8145,20.182000000000002,,12.2323,4.1175,-264.5127,12.9796,9.8204,-84.5223,11.1583,7.2236,-63.773,12.0159,10.2605,-109.1538,-2.35,4.754,-92.7215,-1.9107,7.0548,-90.419,-5.4311,4.9746,-81.1217,-4.9691,21.802,-61.0582,4.4666,15.6849,-58.0687,5.7589,16.4499,1203.3239,6.3196,11.1407,371.8894,7.4692
002383,合众思壮,34.5585,,25.3774,40.5521,20.2568,25.6265,10.4364,-45.0624,5.5696,20.2385,-11.6751,5.4899,17.2058,23.706,97.4191,105.5058,22.2458,98.0948,54.5808,54.5592,94.7009,96.9268,47.0513,95.8665,117.2403,,96.8908,92.0169,-124.5552,97.845,90.9053,2593.9842,91.5729,106.9842,294.2529,92.1579,71.1271,497.6725,2.4342,50.0796,202.9463,2.4737,95.4829,149.4459,5.5325,69.8272,-28.94,5.3981,214.2159,1186.7329,6.8792,75.498,238.1643,6.7932
002164,宁波东力,,,,,,,10.677999999999999,,1.7651,7.3257,-200.0,1.7955,,,,,,,2.7322,0.2317,0.9884,-5.8458,0.0,1.0718,,,,,,,38.3089,422.6794,2.1119,-2.9036,200.0,2.1676,1422.8328,1360.7144,207.3152,738.0198,1172.7273,206.2453,2399.8365,1327.2023,213.5469,853.77,866.6667,212.7938,4717.7573,1168.7703,217.05,807.8762,677.7778,216.2838
300038,梅泰诺,32.7015,47.6417,87.89,44.7061,-8.5714,76.89,17.5846,97.6001,58.1329,34.7084,62.0472,68.2715,29.6295,131.1017,59.1672,38.8817,65.4709,68.2237,28.1452,118.5111,4.3479,30.5771,61.2784,4.3284,45.199,24.3687,205.732,250.3804,7.5,226.87099999999998,179.1621,357.1623,196.5011,244.8986,234.9854,224.0614,176.6607,303.7834,351.7287,263.1708,195.2575,397.2365,179.5444,303.6994,358.9621,205.0168,165.28099999999998,403.7606,275.5142,1077.3432,57.4476,16.9165,730.814,61.6776
600369,西南证券,,-61.9498,2.6162,10.3294,-82.3529,2.4755,,-69.1329,-0.0793,-17.3109,-85.1485,-0.1424,,-65.0023,6.7697,-2.3778,-65.4545,6.6063,,-74.2543,0.3963,-1.045,-74.6032,-0.0866,,-93.9924,5.931,-9.1242,-93.0,5.8092,,-57.586999999999996,2.4511,-14.2819,-60.0,2.2079,,-44.5189,2.5125,-18.9475,-47.3684,2.2333,,-24.3036,1.9366,-10.2893,-25.0,2.0133,,1075.2868,0.9485,1.9389,1090.4762,1.3444
000042,中洲控股,-7.153,-90.7636,49.2087,71.1301,-92.9105,50.7017,42.7524,-95.1467,51.4724,42.6759,-95.3911,51.5149,70.5161,-83.152,52.0182,22.1468,-85.4887,51.9055,60.7773,-44.5944,4.3617,18.4401,-52.7396,4.8072,-42.7105,-45.3243,4.8856,17.5088,-43.0454,4.3411,-1.8477,642.7625,9.3945,20.9774,464.7643,8.0587,-24.8156,252.8238,10.6262,36.449,194.32,6.5038,6.635,174.847,17.4483,49.5798,133.7964,8.9501,39.4784,1065.2015,21.0771,36.6526,929.563,12.4675
002336,人人乐,-7.3949,-52.8537,-18.0092,-9.2573,-52.8233,-18.0092,-9.7243,-63.9156,-18.2066,-12.2159,-63.9257,-18.2066,-9.9123,,-12.615,-12.3375,-104.8849,-12.615,-9.4604,,2.6924,-8.8089,-112.7401,2.6924,-10.7978,-76.4155,1.9696,-10.9234,-76.4479,1.9696,-10.5081,-925.3052,-4.0039,-8.3497,-925.7353,-4.0039,-12.0366,-4113.0202,-10.0165,-8.6982,-4112.069,-10.0165,-12.814,-990.2232,-23.3316,-7.1946,-990.2116,-23.3402,-9.628,1050.8664,-21.0615,-4.7071,1052.4589999999998,-21.0699
002685,华东重机,116.8741,101.5391,62.858999999999995,39.9729,-41.2281,62.5341,41.8606,71.8054,61.8618,44.9975,29.8343,61.2007,44.7772,94.7387,62.1859,44.1652,17.9612,61.0016,39.2956,134.2673,61.3444,58.8534,13.8107,60.6551,116.5871,161.3553,3.4671,13.7069,19.403,1.278,113.8106,81.9869,3.9828,13.2458,19.1489,1.4516,109.1813,109.97200000000001,164.3366,220.1075,40.3292,165.9944,133.7089,213.6869,225.7317,211.2954,282.2472,232.4339,64.2565,1030.0551,232.8479,189.4796,1560.0,241.2007
600665,天地源,304.0505,,4.137,37.9922,-16400.0,3.9497,188.8446,,3.9636,22.5558,324.5283,3.7587,185.0972,,-0.1595,12.1574,658.0769,-0.4074,25.2323,11.5166,5.756,10.2512,11.2735,5.972,,,,,,,98.6601,,12.3331,7.0382,-279.8519,12.6173,81.1948,,19.8855,2.8465,-198.1228,20.2715,6.1645,10.4056,6.2582,12.8094,10.3189,6.4666,36.0194,987.4581,9.2532,16.1756,897.0,9.1503
