code,name,mbrg20161,nprg20161,nav20161,targ20161,epsg20161,seg20161,mbrg20162,nprg20162,nav20162,targ20162,epsg20162,seg20162,mbrg20163,nprg20163,nav20163,targ20163,epsg20163,seg20163,mbrg20164,nprg20164,nav20164,targ20164,epsg20164,seg20164,mbrg20171,nprg20171,nav20171,targ20171,epsg20171,seg20171,mbrg20172,nprg20172,nav20172,targ20172,epsg20172,seg20172,mbrg20173,nprg20173,nav20173,targ20173,epsg20173,seg20173,mbrg20174,nprg20174,nav20174,targ20174,epsg20174,seg20174,mbrg20181,nprg20181,nav20181,targ20181,epsg20181,seg20181
300452,山河药辅,3.0287,27.359,,,-3.5714,,7.8519,33.7238,12.3406,11.9827,-48.2143,12.3406,7.7011,16.444000000000003,11.4553,12.7995,-49.6623,11.4553,10.6149,10.1927,10.8771,11.9608,-50.4673,10.8771,7.2906,-7.3139,10.2867,10.0594,-51.8519,10.2867,7.3858,-7.8766,8.6775,8.6407,-6.8966,8.6775,12.1558,-3.425,23.316999999999997,29.4811,-5.2116,12.7417,18.4898,8.4,24.2179,29.9413,1.8868,9.6238,44.5215,53.1913,24.9827,30.914,30.7692,10.3104
002668,奥马电器,24.7487,108.5709,20.2952,24.2176,47.0588,15.1374,-5.2485,57.7967,24.5059,20.365,30.3797,18.3802,4.8302,65.0423,27.6388,33.9206,34.4262,20.2835,7.2088,46.9817,23.6103,23.1297,14.2857,18.4419,13.5297,-6.3217,112.5399,104.8842,4.0,118.6824,32.1679,-0.3696,63.8549,95.9739,-43.6893,71.2902,30.5182,-4.1031,58.5182,116.3992,-57.3171,67.212,38.1428,1.6313,55.7662,95.2174,-66.8478,67.4373,36.1909,53.1585,-8.748,19.534000000000002,-46.1538,-7.7634
600231,凌钢股份,3.0942,,69.0516,10.1346,-47.3684,69.0516,-1.3073,,69.3062,-2.0434,-83.3333,69.3062,3.9828,,75.1137,9.4483,-104.5455,75.1137,16.14,181.25099999999998,2.3328,0.6534,-16.6667,2.3328,,,,,,,37.0123,,11.6852,4.3622,-633.3333,11.6852,32.2806,7120.6885,21.0901,-0.061,3900.0,21.0901,24.3731,801.0108,22.2918,-4.0759,860.0,22.2918,14.2033,53.0115,23.1915,-3.8696,42.8571,23.1915
002298,中电鑫龙,186.8435,2267.1857,137.1783,132.0874,803.8462,135.5087,160.6867,727.0348,126.0446,120.6913,426.0274,125.8537,125.3544,445.5549,41.8605,31.1134,256.9869,39.6946,91.4862,123.5889,38.2882,6.346,76.2887,39.0156,8.1499,-22.9038,37.8915,3.8136,-31.4894,38.3972,14.4288,15.3672,38.7803,14.5808,0.3472,39.2856,11.508,14.719000000000001,3.7034,-4.4582,1.4679,3.4403,21.2109,11.1747,3.9088,8.1671,2.1721,3.4644,29.6673,52.9642,4.3355,20.3322,74.5342,3.8497
002425,凯撒文化,4.8622,71.3299,3.1664,1.7971,36.8421,4.1026,-23.1396,,68.2678,45.4487,156.4103,74.7318,-27.2707,1060.3815,68.2807,53.7046,146.7532,74.1147,-17.8018,173.1786,62.1499,57.6627,68.4211,72.9634,24.3685,291.9824,63.1932,59.3142,192.3077,73.8622,29.1361,153.8693,0.9404,1.5352,20.0,4.5306,35.1764,91.24799999999999,1.9714,7.3179,-1.8421,5.5032,35.378,81.9247,5.5017,7.9081,-3.125,6.6339999999999995,10.8345,52.827,5.992000000000001,8.6345,-7.8947,7.1054
300490,华自科技,28.7571,-4.13,76.3902,34.8763,-25.0,76.3902,17.7702,-11.8946,66.4159,24.1006,-67.7419,66.4159,16.5575,-11.5757,72.4474,21.5227,-67.1429,64.53699999999999,22.8713,17.5447,9.2349,-7.6648,-60.0,5.1109,-3.4742,-25.6889,8.6992,-4.5897,-66.6667,4.7234,2.4225,-17.813,10.344000000000001,-1.9937,-8.9,6.5463,1.2924,-11.6487,14.1731,2.432,-7.2464,14.2679,20.5494,5.6452,106.8637,151.8369,16.6667,108.8629,81.6812,52.8117,106.2968,159.6776,33.3333,107.9916
600783,鲁信创投,-2.9224,-41.504,0.9631,0.8305,-50.0,1.2816,-7.2392,37.4204,6.3234,5.1894,36.6667,6.3796,-1.0906,44.4224,9.7362,14.0748,45.1613,9.913,-2.6352,66.9004,7.952000000000001,5.9092,66.6667,8.504,21.6979,-57.5635,9.2827,11.1017,-60.0,9.8532,16.8452,-38.497,2.9876,3.6283,-39.0244,3.5229,11.13,-25.7473,0.9491,-1.1719,-26.6667,1.3409,16.2044,-88.3365,-5.3711,-0.4239,-88.0,-5.7496,5.4223,52.6091,-3.8706,3.3032,100.0,-4.0952
300065,海兰信,170.8036,717.5087,101.3412,101.9304,375.0,97.4688,96.9251,220.4526,106.9722,101.8345,107.1667,99.2397,106.35799999999999,374.0598,112.9029,105.4289,192.5562,103.1802,118.5914,205.9913,6.0804,9.1369,100.0,6.6216,13.6944,35.766,8.1088,13.6945,77.6842,7.9996,19.7237,54.3038,53.7243,55.4069,6.9992,12.5428,10.9326,40.8874,16.1555,28.9647,-3.1685,-3.1731,12.3613,41.4808,19.253,22.331,-14.7059,-3.1196,13.2166,52.4242,18.5446,25.0017,-3.91,-3.4033
000838,财信发展,,,,,,,93.501,45.6107,227.1818,52.0985,-76.0616,236.8142,101.7771,14.3212,6.3977,11.2157,-81.7577,5.0455,156.9466,33.5325,5.4628,1.5917,-74.163,6.1375,-58.6145,-60.1795,5.9299,21.3822,-65.0602,6.4673,-57.9884,-83.2116,2.1314,36.6864,-84.9224,1.666,-45.5668,36.594,7.6723,53.8789,2.2135,5.7264,5.0925,105.0725,12.5397,62.4637,75.9644,9.2789,264.7204,51.9747,12.6897,68.9426,113.7931,9.6828
002114,罗平锌电,-9.4753,,1.4182,4.2152,50.0,1.5194,-18.8697,,4.2997,15.5545,-35.7143,4.501,10.8801,,9.085,1.8265,-200.0,9.2882,6.8828,375.3344,9.7733,5.7669,342.8571,10.0526,198.0049,,118.9701,28.1332,-122.2222,120.6822,105.6191,,118.9554,21.3293,-122.2222,120.6045,80.6795,82.9607,110.8749,26.9256,50.0,112.3094,61.275,-32.9716,99.2859,24.476999999999997,-45.1613,100.3307,28.5793,51.8658,3.2645,0.1027,0.0,3.2797
603269,海鸥股份,,,,,,,,,,,,,,,,,,,-2.742,9.9336,7.775,5.2913,10.0,7.7219,7.0508,-0.6927,,,0.0,,9.6766,9.1171,,,5.5556,,4.9976,4.8571,,,-8.0,,4.8392,2.6075,46.3858,18.4818,-16.3636,46.9705,9.1352,51.8648,49.1822,23.0439,25.0,49.5255
002360,同德化工,-51.1733,-57.3003,4.0836,2.45,-59.2593,3.9267,-24.9905,-32.1235,2.6185,1.4332,-27.2727,2.5993,-17.4153,-25.9804,2.1872,0.982,-31.5789,1.6088,-4.1596,7.5626,4.9255,9.8722,0.619,4.2757,154.5559,208.3295,6.0787,-3.0087,172.7273,5.0715,18.2454,2.3722,-3.3685,-6.5904,12.5,0.7329,43.2187,8.5111,-2.9667,2.695,30.7692,1.8384,9.7794,8.7864,-2.6991,4.2221,18.3152,2.2463,13.6658,51.8373,-2.0339,10.134,66.6667,3.377
600362,江西铜业,19.6624,39.7535,1.8005,-1.9405,50.0,0.4331,19.4041,-38.0794,2.4201,3.4933,-46.1538,0.4543,22.2908,-8.7458,3.0365,-5.9406,-17.1429,0.9727,8.8952,37.393,2.0684,-2.6418,27.7778,1.5063,15.0176,142.4212,2.8021,-3.3981,166.6667,2.3636,8.959,44.1289,1.3733,1.0662,71.4286,1.5268,10.5821,46.1096,1.7862,11.895999999999999,58.6207,1.8944,1.3537,81.9432,2.3767,11.5405,100.0,2.0056,13.2653,51.6923,2.7623,4.9102,37.5,2.2955
300130,新国都,69.12899999999999,2.2357,11.2009,51.4633,-50.0,11.1883,56.1487,-3.2691,11.1226,61.0603,0.0,11.1082,27.9893,72.9048,14.9967,76.8388,65.0,14.9302,15.2398,67.0091,16.5956,53.458999999999996,62.1622,15.2747,0.8106,14.9248,16.785999999999998,22.851999999999997,0.0,15.4587,-5.7524,-8.7899,16.9458,6.7354,-13.3333,15.6628,3.9762,-40.4743,43.1762,9.565,-45.4545,42.1281,9.797,-50.1541,36.8442,39.2435,-51.6667,37.3511,32.7321,51.6485,36.936,48.0885,50.0,37.4824
603356,华菱精工,,,,,,,,,,,,,,,,,,,-4.0169,22.5698,19.7061,4.6785,25.4902,20.4058,,,,,,,-1.222,-15.2384,16.918,8.2891,-15.7895,17.5123,,,,,,,19.3281,-4.8573,15.7482,26.3653,-6.25,16.4678,40.8541,51.6174,,,6.25,
603866,桃李面包,31.3389,44.4242,,,28.5714,,28.5286,30.7316,64.3471,53.0588,16.6667,64.3471,28.9314,30.3423,61.3502,51.8756,16.129,61.3502,28.9526,25.5336,10.0566,10.3084,12.7907,10.0566,23.8844,-13.8322,9.0442,11.7676,-11.1111,9.0442,24.3928,-3.2334,16.2567,21.4318,-2.381,16.2567,24.3198,10.1036,17.1238,16.5767,10.4583,17.1238,23.4226,17.8479,53.4048,49.0521,17.5258,53.4048,20.5732,51.6049,53.3445,49.4564,43.75,53.3445
300685,艾德生物,,,,,,,60.055,169.0795,-100.0,-100.0,180.0,-100.0,,,,,,,43.0294,254.0843,24.2034,16.8126,220.0,27.8297,,,,,,,30.4957,36.9942,,,30.3571,,34.055,33.2674,,,-3.0403,,30.5883,43.6888,110.8442,96.6732,23.2143,110.8442,43.5089,51.5062,,,14.8148,
002757,南兴装备,-18.3899,-23.1493,102.1307,37.9647,-42.3771,102.1307,-19.3875,-11.8402,5.0031,-1.0026,-30.2196,5.0031,-4.8464,9.3681,6.0714,6.157,-5.8261,6.0714,8.2571,32.4345,7.7216,11.4816,18.6365,7.7216,48.8514,71.0382,8.6335,13.3734,71.1663,8.6335,48.7694,77.2227,10.6838,8.235,77.2431,10.6838,48.3905,66.5784,11.402000000000001,10.7556,66.5781,11.402000000000001,55.382,62.9254,12.9349,12.7202,62.9343,12.9349,56.4946,51.5042,14.1256,17.5078,49.1483,14.1256
000790,泰合健康,-13.1015,39.2139,-7.4316,-12.9138,24.7706,-7.4316,-1.7224,293.6673,-3.9841,-19.3263,292.9293,-3.9841,,,,,,,24.1484,,14.142000000000001,17.8417,-320.5069,14.142000000000001,20.6363,-40.4193,13.5996,15.8601,-40.4412,13.5996,8.1235,-33.1878,12.8197,51.2809,-33.162,12.8197,10.0888,-360.6556,1.6688,35.1719,-360.515,1.6688,2.739,108.0879,25.9843,21.5414,108.0982,25.9843,31.1934,51.4714,26.1172,29.8548,51.8519,26.1172
000910,大亚圣象,-30.6932,-34.4213,-21.8353,-30.7821,24.4444,-11.97,-24.9719,-6.4552,-21.9871,-30.8225,53.8462,-11.5603,-25.5243,25.5836,-11.5144,-17.7426,82.7586,-1.0971,-14.9195,36.7781,24.9871,-8.3979,70.0,26.5104,13.4972,30.8826,25.0252,3.1692,37.5,26.767,8.4288,35.1128,24.4848,0.7985,30.0,25.5457,11.7285,31.4461,23.4594,-5.4619,28.3019,24.6919,7.9138,38.0606,21.1797,6.9155,19.6078,20.299,11.0708,51.1247,21.8979,8.0494,35.0649,21.0138
603939,益丰药房,30.3364,27.6929,8.0533,16.8423,-47.0779,7.8921,35.2904,28.2266,8.8223,26.2851,-41.5693,8.5607,35.0769,27.919,112.5896,77.1548,-41.6164,112.815,31.2106,27.8743,109.6234,73.2369,15.5052,109.8544,29.3579,32.3184,106.8386,72.1921,17.1779,107.0983,27.0033,37.6228,97.038,58.0702,22.0,97.4342,27.9336,37.7646,6.1058,10.1585,25.4132,6.1257,28.7557,39.2903,6.8665,13.2973,30.3167,6.9095,37.4102,50.9976,8.1509,20.4348,45.5497,7.7939
300529,健帆生物,22.913,23.9734,,,30.0,,17.1465,25.4432,33.1153,30.1198,22.7273,33.1153,8.2541,2.873,,,0.2732,,6.8255,0.8369,109.9152,88.7491,-3.7037,109.9152,17.8099,27.1596,103.6948,106.5884,7.6923,103.6948,26.3814,48.2567,88.4765,96.0469,33.3333,88.4765,31.6709,46.1144,16.7375,29.3544,33.515,16.7021,32.1629,40.7352,17.5196,30.9673,32.6923,17.4851,39.5974,50.7812,19.2597,20.5953,57.1429,19.2321
600487,亨通光电,71.581,107.5121,18.9302,25.8591,-23.6799,15.5067,48.606,181.0179,17.254,10.2285,-9.4118,18.4387,38.3819,152.80700000000002,27.3974,25.5497,160.3331,28.4784,42.3001,119.7003,27.9199,27.4648,129.7941,26.7048,37.6837,138.4229,28.705,29.1698,141.8378,29.1598,41.8084,68.8956,26.0224,33.6266,100.6494,27.0924,41.3972,46.9511,68.2348,39.6799,56.1611,79.133,34.4535,46.7875,62.9567,43.0412,54.0688,76.8902,38.2411,50.622,60.1102,35.8649,58.3818,70.7386
002461,珠江啤酒,-9.4602,-3.1934,2.0911,1.3062,47.2222,2.1437,-5.7346,31.7776,2.211,-1.385,33.3333,2.1849,1.315,33.9866,2.8355,-3.0376,45.7117,2.617,0.7399,30.9539,4.1719,2.0035,41.6667,4.1142,14.6141,18.4022,129.1636,73.0734,-6.9182,130.4335,11.5892,40.4336,128.2504,75.7447,12.5,129.7537,6.2737,52.9216,127.1012,80.2239,6.0113,128.8613,6.2268,55.4924,123.5172,70.8951,5.8824,125.0535,7.8029,50.4168,1.5939,6.8020000000000005,8.7838,1.5874
600705,中航资本,21.4745,1.7592,12.0987,32.5895,9.0909,35.9354,22.9371,-31.3387,-4.5603,3.5276,-66.6667,10.2984,21.694000000000003,-21.6106,13.0853,9.0312,-60.4167,39.2107,28.1299,-15.5236,6.8474,4.9335,-57.376999999999995,6.3219,32.6538,-3.6933,10.0418,11.838,-50.0,10.2126,38.1822,9.8841,8.4264,20.0615,7.6923,8.3474,38.2194,14.4453,8.8781,32.7089,15.7895,8.8527,35.8866,17.0523,6.6205,46.6141,19.2308,4.6159,41.2856,50.3246,8.0362,51.6105,50.0,5.9981
002585,双星新材,24.3622,20.9194,2.1423,6.8549,-16.6667,2.1423,14.2287,21.0522,2.323,0.9138,22.2222,2.323,10.280999999999999,12.0872,2.271,-0.8724,11.8571,2.271,7.2338,10.3852,2.27,15.0768,9.0588,2.27,3.1564,15.2367,39.7616,54.8811,20.0,39.7616,12.3304,13.0777,39.5711,49.6613,-20.5455,39.5711,12.0092,13.5678,39.4244,51.1005,-23.3716,39.4244,18.42,-43.8809,38.24,35.3241,-63.4304,38.24,24.5375,50.2602,1.3184,4.1211,-6.5,1.3184
600500,中化国际,8.6797,5.2829,38.8045,34.7764,-50.0,4.5042,2.1005,-16.9332,37.3777,35.9711,-55.5556,3.48,2.2781,-4.3841,39.8059,55.9058,-45.0,3.7425,-7.0611,-57.2069,2.2028,23.98,-86.9565,-1.1833,55.8917,166.3026,2.9379,16.4069,266.6667,1.0051,26.8078,100.4496,8.4336,13.6805,125.0,1.0983,21.0913,78.2846,7.431,-3.8633,63.6364,1.4064,53.6426,210.1109,4.91,11.4972,933.3333,-3.264,7.1262,50.218999999999994,4.5297,7.0729,36.3636,-3.3945
300165,天瑞仪器,22.8934,8.1079,0.9869,9.5395,-26.8293,1.1112,24.3669,31.4869,2.0603,5.4545,-33.7248,2.1595,27.2723,28.3625,2.2072,5.6129,-34.9858,2.3337,33.8834,21.4167,3.0398,22.8613,-40.0,2.2187,35.6649,24.2668,3.2467,18.2225,-39.5238,2.411,48.5437,19.4524,4.2003,13.6211,15.8228,3.3654,57.4463,37.4392,7.9486,23.9685,27.5197,3.2653,84.0211,115.3134,9.1539,6.82,83.3333,6.1133,82.1726,50.1851,9.604,9.6948,34.9081,6.435
601678,滨化股份,-14.0426,-59.842,3.9548,0.7361,-61.5385,5.2009,-16.7345,-103.2387,-0.0167,-0.3605,-84.0,2.1633,-6.8269,-82.7203,-0.4018,-3.1277,-64.7059,2.3553,0.96,-3.8063,4.8917,-1.2216,-31.8182,4.7807,55.519,267.3974,8.325,1.1815,200.0,8.1759,48.8029,,14.0762,7.4709,650.0,12.6729,36.7994,892.3824,16.8088,7.5882,291.6667,14.5174,32.9598,128.6353,14.6219,10.206,133.3333,14.6417,11.9643,50.099,13.3641,44.21,46.6667,13.4178
603380,易德龙,,,,,,,,,,,,,13.1512,57.178999999999995,-100.0,-100.0,54.8387,-100.0,14.2458,24.7387,33.9696,40.6237,23.6364,34.3447,,,,,,,25.7012,18.4266,,,18.5185,,27.1297,18.6994,,,6.25,,25.3559,18.2157,210.2236,77.0589,0.0,211.4052,13.0649,49.9481,,,8.3333,
002390,信邦制药,36.0849,-5.5561,153.5439,88.4179,-57.1429,155.2295,38.3614,42.6766,145.661,74.2875,14.2857,154.2154,30.1122,44.1719,143.941,71.3277,20.0,151.96200000000002,23.3812,44.1156,142.9744,65.984,7.604,149.8976,16.6326,30.5312,3.3663,6.761,0.0,3.2683,11.3563,17.2423,3.7510000000000003,8.9254,12.5,3.5731,17.2244,25.3357,4.0376,7.3513,16.6667,4.0286,16.3939,36.5807,4.2196,10.7239,26.6667,4.1442,11.6597,49.8821,-0.1862,7.1324,33.3333,-0.5097
000031,中粮地产,390.0635,690.8249,6.4742,23.9188,175.0,3.2319,122.4626,198.3785,2.9756,20.0188,-18.1818,-2.3142,54.9427,-9.0495,-0.5424,17.6818,-86.6667,-6.7298,33.5245,33.1831,1.8188,10.7649,0.0,-1.4458,-45.979,-49.4674,-5.47,9.8711,-27.2727,-6.2782,-25.9802,-28.8527,-0.3227,8.2465,0.0,2.6705,-18.1325,99.8073,6.0248,6.444,625.0,11.1849,-22.0959,30.1006,4.0492,23.6215,30.0,12.5313,27.0619,49.7916,9.3832,27.2866,75.0,19.4725
300319,麦捷科技,418.914,375.4733,260.2789,330.1907,200.0,257.4713,454.8184,281.0595,267.2779,349.8229,150.0,264.572,241.6641,181.2889,17.1755,15.9953,92.8571,15.5032,149.5545,98.8354,81.8783,51.2198,55.3191,83.9373,-0.1541,-12.659,80.2418,48.2559,-22.2222,82.2011,12.7242,0.1717,72.5282,40.9237,-70.0,74.1926,-0.8240000000000001,-35.5098,70.1236,52.1718,-79.6296,69.2141,-14.9263,-329.4593,-13.3449,-0.457,-168.4932,-14.8888,38.0335,49.7779,-12.9975,1.6081,-52.7143,-14.6219
002677,浙江美大,17.5609,12.6336,5.8082,6.3221,-46.1538,5.8082,26.6511,21.3097,7.1314,9.8145,-28.5714,7.1314,31.8714,34.0655,8.8688,11.8612,-17.3913,8.8688,28.5408,30.2073,10.3099,15.3266,-17.9487,10.3099,51.8705,44.0086,11.8221,24.7965,-14.2857,11.8221,55.968,51.0385,5.3516,19.2159,50.0,5.3516,53.8641,47.0255,7.9575,22.541,47.3684,7.9575,54.1812,50.596000000000004,13.6709,19.8948,50.0,13.6709,53.1533,49.7415,14.3548,14.8813,50.0,14.3548
600175,美都能源,-3.1756,-345.6774,-1.3097,-0.2396,-375.0,-1.8892,13.4857,-87.5587,122.9335,22.3286,-85.7143,131.3112,16.7891,80.2396,128.0636,15.1381,200.0,138.2592,-9.9768,129.2473,130.5804,13.7035,143.3628,141.3082,,,,,,,12.0037,37.5474,2.1905,5.6646,0.0,0.9172,27.8952,-57.8299,1.311,9.4018,-66.6667,-0.0908,46.6111,-23.7726,0.2298,1.6646,-67.2727,-2.3736,17.8099,49.6706,-2.3983,-10.604000000000001,42.1053,-2.2757
603838,四通股份,-5.1305,-4.986000000000001,,,-31.25,,1.4588,25.2716,7.3396,10.887,-52.1739,7.3396,-1.2158,8.4844,6.7098,11.4728,-52.6316,6.7098,-9.5768,9.3796,6.8178,7.502999999999999,-53.1915,6.8178,-10.6566,-7.7914,6.4768,11.8174,-54.5455,6.4768,2.1772,-7.6176,6.1109,9.4568,-9.0909,6.1109,1.18,-25.6494,4.4123,7.2604,-27.7778,4.4123,0.196,-30.0859,3.9243,0.938,-27.2727,3.4609,-5.7613,49.5619,4.8521,-1.0958,60.0,4.3986
002796,世嘉科技,8.7209,-3.1168,,,0.0,,4.2767,-6.9479,,,-10.2564,,3.5439999999999996,-7.4219,,,-20.3125,,7.5096,-9.7856,88.0584,79.2356,-24.4444,88.0584,18.5112,-25.5902,85.2514,81.8206,-45.4545,85.2514,17.0632,-34.0356,-6.0729,3.6246,-48.5714,-6.0729,19.9959,-35.2405,2.5705,13.9088,-43.1373,2.5705,16.0054,-47.1545,1.0169,12.6049,-52.9412,1.0169,144.8875,49.5432,141.5357,198.2179,16.6667,139.6572
601699,潞安环能,-9.9984,-245.6177,-5.2392,-2.3617,-67.7419,-3.9925,-16.5898,-485.0949,-6.4418,-4.2063,-50.0,-5.2889,-8.9195,-423.1312,-6.3154,5.9869,-50.0,-5.2878,,,,,,,82.6615,,5.0561,13.9855,1600.0,5.7536,99.4899,,8.8724,20.2724,1800.0,9.4119,,,,,,,65.4575,247.3171,13.1145,14.9598,220.6897,15.2506,14.2286,49.5049,14.8542,10.459000000000001,41.1765,16.6693
002391,长青股份,0.3105,-17.8958,13.4864,14.17,-19.409000000000002,13.6343,0.8891,-18.0085,2.6325,19.0087,-23.6271,2.6989,0.2728,-26.8057,1.6373,12.6771,-29.6296,1.6931,0.6597,-31.4925,1.8275,12.3262,-34.7826,1.8795,10.3486,15.8191,2.0132,8.4003,0.0,2.0648,10.0269,12.6098,2.3005,2.4899,13.7124,2.3511,13.8605,21.5618,2.7411,1.827,21.0526,2.7873,22.5054,41.0381,4.0747,-4.1233,40.8889,4.1014,45.7722,49.446000000000005,4.7145,3.4881,54.0,4.7724
600841,上柴股份,2.1839,-40.1266,0.4348,1.7236,-40.0,0.4838,13.0451,-12.4316,0.767,2.66,-14.2857,0.8177,14.9318,-0.9516,1.6473,6.02,0.0,1.6976,17.6562,6.3021,1.6735,7.232,0.0,1.6995,26.8052,18.3028,2.0319,7.6842,13.3333,2.0533,37.0926,23.3283,2.1829,13.2508,33.3333,2.1994,40.6317,43.6331,2.7342,15.17,37.5,2.7462,44.0907,25.0248,2.6002,16.7209,27.2727,2.6307,37.9476,49.396,3.0371,16.5559,47.0588,3.0676
600828,茂业商业,205.8351,383.5949,122.6443,266.5721,59.0909,124.3068,267.547,445.9261,226.1584,567.5487,78.6765,186.4374,330.583,487.5215,235.1294,594.197,92.0842,195.8792,393.089,647.8323,238.6928,449.1707,143.1431,200.2915,75.52600000000001,21.4471,64.5902,75.8268,13.0049,45.4012,53.8834,21.1477,2.1324,-0.9707,12.963,1.9657,34.4976,30.0522,3.2204,-2.1093,21.5123,2.9193,24.9228,90.1604,37.6995,12.1989,82.1037,33.4091,6.6294,49.3209,31.9288,15.6619,46.8178,26.9
002438,江苏神通,30.6847,44.4652,25.2732,41.5797,40.0,25.2732,45.7429,41.8154,25.7695,44.5468,32.5301,25.7695,52.9126,53.3175,26.2723,48.1566,50.0,26.2723,40.4565,211.22,7.6633,11.0556,200.0,7.6633,12.0512,2.9448,41.9857,26.86,-14.2857,41.9857,9.9423,6.1854,41.7371,28.2489,-54.5455,41.7371,21.2509,18.1817,41.6717,45.5483,-46.6667,41.6717,25.8423,20.9554,41.1964,49.2005,-46.0417,41.1964,61.5748,49.2968,3.4279,28.6678,-16.6667,3.4279
603508,思维列控,15.6453,13.3436,,,-14.2857,,-8.3554,-38.5726,170.8276,140.1019,-54.0816,170.8276,-6.4968,-35.1099,,,-51.0949,,-17.0128,-27.8,7.9471,4.713,-48.0,6.9861,-33.5077,-12.2512,7.5961,5.3526,-13.3333,6.6511,-21.2317,3.6758,7.5108,4.8888,4.4444,6.6136,-25.8526,-6.7535,7.0266,6.2439,-5.9701,6.1514,-24.6082,-33.64,3.8568,3.7445,-29.9145,3.9487,43.6999,49.174,4.5886,5.0129,38.4615,4.4896
603598,引力传媒,-23.9505,2.5597,,,-18.1818,,-6.4448,12.4354,6.2164,7.3524,-68.1818,4.1057,-7.4534,37.0138,6.4754,6.7262,-52.2362,5.1748,-6.7861,20.4038,5.5352,-1.0754,-47.8261,6.1472,53.9909,6.8034,6.0621,22.5988,-44.4444,6.5821,10.8842,-22.3789,2.7111,0.1792,14.2857,5.4032,21.5633,-13.9202,3.3312,10.7363,0.0,5.9942,49.0916,143.8223,17.6618,128.4661,108.3333,11.9963,45.1271,49.1345,16.8337,117.2517,0.0,11.7172
600272,开开实业,2.1315,8.1674,18.6487,8.3911,0.0,19.0659,2.0492,4.9114,4.2086,2.6888,0.0,4.4052,1.4482,-22.4559,8.3453,6.9977,-17.8082,8.6526,2.8118,5.817,-4.6748,-0.633,12.5,-4.5875,2.6338,25.7272,-8.5012,-3.0205,0.0,-8.4304,4.6415,38.4751,-2.1872,0.6487,40.0,-2.0235,8.2508,42.667,2.0709999999999997,2.6738,33.3333,2.269,6.1854,87.5971,1.6869999999999998,1.6475,77.7778,1.7281,-5.8733,49.1177,4.2091,0.263,50.0,4.2134
600539,*ST狮头,4230.0955,,-0.7999,5.14,316.6667,1.4406,128.356,-9255.8051,-5.956,-8.1145,-2396.0784,-3.0263,68.3809,-413.4938,-9.7244,-9.9074,-300.9639,-8.9312,107.2673,-1375.3907,-32.2718,-40.305,-183.3333,-2.1783,40.751999999999995,,-31.0998,-46.1091,-112.0,-0.2413,-30.6715,,-27.3828,-42.7082,-106.1486,3.9853,-46.8113,,-25.6986,-42.5531,-110.1918,7.1783,,,,,,,-28.5496,48.9759,-10.1499,-8.6916,140.0,-10.5718
002482,广田集团,-9.1654,-45.1491,37.6609,21.7227,-46.1538,36.8751,6.9753,-10.3914,30.874000000000002,8.1031,-65.625,30.1274,11.4478,6.307,33.9068,1.5659,-62.0,33.3973,26.2487,28.819000000000003,6.1085,16.0273,-49.0196,5.6452,17.9431,4.98,5.5516,10.4756,-42.8571,5.7723,32.4157,39.1386,6.3281,21.3166,27.2727,6.1848,38.2104,33.4515,6.9585,15.4467,31.5789,6.7913,23.9573,65.334,9.1367,0.1207,61.5385,9.3122,24.9966,48.6932,9.3437,8.8702,25.0,9.4829
002404,嘉欣丝绸,17.7954,47.4642,-0.1152,-0.7258,-25.0,0.2607,11.7897,10.3063,-0.1088,-1.2985,14.2857,-0.3195,11.3906,12.9087,0.1541,3.6006,18.1818,0.2965,11.9172,63.7896,2.8642,9.2946,72.7273,3.2019,3.5934,28.5177,3.347,-3.1543,33.3333,3.7303,16.872,50.5544,2.2426,-2.4822,50.0,2.9196,22.7152,35.7575,2.9826,4.5074,30.7692,3.3094,23.0572,14.8205,2.237,9.9283,10.5263,2.6524,33.6055,48.6487,30.526,36.7822,50.0,33.4192
002775,文科园林,14.9694,6.8848,,,-25.0,,28.3445,48.9076,8.6624,8.749,11.6776,8.6624,35.5197,49.1291,17.3338,15.6114,-25.9736,17.3338,45.0486,44.0032,11.6475,22.895,-37.8616,11.6475,60.6023,44.2076,10.5845,26.9238,-28.0,10.5845,100.6454,68.319,15.6556,33.8877,-18.5525,15.6556,90.4088,70.4033,13.3986,37.2641,66.1271,13.3986,69.0986,74.9608,22.2968,23.4869,71.6702,22.2968,43.4125,48.6106,22.1981,23.8674,49.0741,22.1981
603076,乐惠国际,,,,,,,,,,,,,,,,,,,31.2902,21.2982,26.0398,-7.8937,7.0313,25.7311,,,,,,,,,,,,,-7.2897,-0.8029999999999999,,,0.0,,-12.5657,-13.7949,105.0541,22.6276,-16.7883,105.6461,47.901,48.4,,,9.0909,
601369,陕鼓动力,-2.0905,-2.0679,0.7997,3.0424,0.0,0.0194,-13.255,-7.6311,1.8611,-0.9129999999999999,-8.3333,1.091,-15.0199,-29.1909,-0.6939,-1.0436,-27.7778,-0.29600000000000004,-14.5529,-33.993,-0.9538,0.9629,-31.8182,-0.7968,-22.486,-42.5533,-1.6793,0.7025,-50.0,-1.5532,-7.9474,-21.6215,-0.1868,2.2719,-27.2727,-0.1657,4.6748,26.2259,1.2605,3.7665,15.3846,1.3455,9.7241,11.0465,0.5153,8.6766,-1.9333,0.2568,35.9034,48.3543,0.9653,11.1063,66.6667,0.6275
