code,name,arturnover20161,arturndays20161,inventory_turnover20161,inventory_days20161,currentasset_turnover20161,currentasset_days20161,arturnover20162,arturndays20162,inventory_turnover20162,inventory_days20162,currentasset_turnover20162,currentasset_days20162,arturnover20163,arturndays20163,inventory_turnover20163,inventory_days20163,currentasset_turnover20163,currentasset_days20163,arturnover20164,arturndays20164,inventory_turnover20164,inventory_days20164,currentasset_turnover20164,currentasset_days20164,arturnover20171,arturndays20171,inventory_turnover20171,inventory_days20171,currentasset_turnover20171,currentasset_days20171,arturnover20172,arturndays20172,inventory_turnover20172,inventory_days20172,currentasset_turnover20172,currentasset_days20172,arturnover20173,arturndays20173,inventory_turnover20173,inventory_days20173,currentasset_turnover20173,currentasset_days20173,arturnover20174,arturndays20174,inventory_turnover20174,inventory_days20174,currentasset_turnover20174,currentasset_days20174,arturnover20181,arturndays20181,inventory_turnover20181,inventory_days20181,currentasset_turnover20181,currentasset_days20181
002647,民盛金科,2.6827,33.5483,7.1481,12.5908,1.0115,88.9768,3.6501,49.3137,10.2084,17.6325,1.2509,143.8964,,,18.5536,14.5524,1.9767,136.5913,16.1092,22.3475,,,2.0743,173.5525,,,,,,,,,,,,,1.8373,146.9548,15744.9225,0.0171,0.5001,539.8919999999999,3.293,109.3228,75684.5306,0.0048,0.7976,451.3541,0.4334,207.6604,18716.6782,0.0048,0.1821,494.2339
300347,泰格医药,0.6734,133.6501,247.3425,0.3639,0.3114,289.0173,1.2990000000000002,138.5681,852.4386,0.2112,0.6503,276.7953,1.9080000000000001,141.5094,1319.8716,0.2046,1.0312,261.8309,2.8353,126.9707,2928.2675,0.1229,1.3171,273.3278,0.7589,118.5927,3229.5833,0.0279,0.3282,274.223,1.5477,116.3016,6418.1247,0.027999999999999997,0.6267,287.2188,2.2708,118.9008,10981.9508,0.0246,0.9903,272.6447,3.1279,115.0932,26049.0267,0.0138,1.3826,260.379,0.6847,131.4444,16472.6684,0.0055,0.3248,277.0936
300467,迅游科技,10.6435,8.4559,5413.6252,0.0166,0.0888,1013.5135,23.3983,7.6929,11964.215,0.015,0.1777,1012.9432,28.5961,9.4418,15131.2005,0.0178,0.2577,1047.7299,47.4756,7.5828,21278.1427,0.0169,0.3485,1032.9986,10.3635,8.6843,5247.8809,0.0171,0.0822,1094.8905,24.1922,7.4404,10075.8763,0.0179,0.2186,823.4218,27.9886,9.6468,15595.0481,0.0173,0.3396,795.053,8.333,43.2017,28121.3178,0.0128,0.4737,759.9747,2.6839999999999997,33.532,10472.7559,0.0086,0.2767,325.262
603377,东方时尚,2913.3619,0.0309,,,0.2898,310.559,5781.9616,0.0311,,,0.7779,231.3922,10414.4161,0.0259,,,1.2291,219.6729,,,,,,,311.9184,0.2885,7400.8953,0.0122,0.2172,414.3646,1593.1154,0.113,12267.1179,0.0147,0.5594,321.7733,2442.7508,0.1105,20257.9747,0.0133,0.8797,306.9228,10523.2804,0.0342,27146.9023,0.0133,1.1844,303.9514,2520.9522,0.0357,5980.1312,0.015,0.1637,549.7862
000038,深大通,1.5224,59.1172,0.1535,586.3192,0.1657,543.1503,2.4493,73.4904,0.3679,489.2634,0.1581,1138.5199,4.1537,65.0023,0.7226,373.6507,0.2916,925.9259,4.5192,79.6601,1.0305,349.345,0.48200000000000004,746.888,0.9886,91.0378,0.6074,148.1725,0.1318,682.8528,1.6808,107.0919,1.22,147.541,0.2471,728.45,2.0169,133.8688,2.3259,116.0841,0.3276,824.1758,2.6627,135.2011,3.3556,107.2833,0.4447,809.5345,0.6537,137.6778,4874.1022,0.0185,0.1415,636.0424
000415,渤海金控,4.4392,20.2739,2878.9173,0.0313,0.1389,647.9482,9.4878,18.9717,5762.5471,0.0312,0.316,569.6203,13.9764,19.3183,8459.1908,0.0319,0.4463,604.9742,18.1215,19.8659,10065.5801,0.0358,0.5615,641.1398,6.3877,14.0896,3851.0433,0.0234,0.1219,738.3101,11.5267,15.6159,9314.3557,0.0193,0.4101,438.9173,18.62,14.5005,14276.7666,0.0189,0.5506,490.3741,20.8448,17.2705,12862.2572,0.027999999999999997,0.7649,470.6498,3.6227,24.8433,3373.6246,0.0267,0.1399,643.3167
600897,厦门空港,1.5872,56.7036,823.062,0.1093,0.3404,264.3948,3.6083,49.885,1941.2749,0.0927,0.6829999999999999,263.5432,4.5392,59.4818,2573.1281,0.1049,0.956,282.4268,7.5263,47.8323,3169.5374,0.1136,1.6823,213.9927,1.4855,60.5857,815.5776,0.1104,0.46799999999999997,192.3077,3.2611,55.1961,2076.6244,0.0867,0.8834,203.7582,4.2167,64.0311,2281.9541,0.1183,1.5022,179.7364,6.6086,54.4745,4215.4911,0.0854,1.9244,187.0713,1.2682,70.9667,1693.6023,0.0531,0.42100000000000004,213.7767
600621,华鑫股份,3.7783,23.8202,0.0583,1543.7393,0.1665,540.5405,4.2147,42.7077,0.0763,2359.1088,0.1881,956.9378,4.7531,56.805,0.0844,3199.0521,0.1893,1426.3074,148.3804,2.4262,0.1294,2782.0711,0.2527,1424.6142,7.3127,12.3074,0.0488,1844.2623,0.0552,1630.4348,7.3173,24.5992,0.0992,1814.5161,0.0233,7725.3219,,,0.1181,2286.1981,0.0294,9183.6735,36.5502,9.8495,1.0242,351.4938,0.2552,1410.6583,0.2912,309.0659,1419.2022,0.0634,0.0017,52941.1765
002400,省广集团,0.8598,104.6755,1351.5514,0.0666,0.3627,248.139,1.9569,91.9822,2194.7431,0.08199999999999999,0.8518,211.3172,2.8283,95.4637,3000.974,0.09,1.1528,234.2124,4.3991,81.8349,5377.8274,0.0669,1.7665,203.7928,0.6917,130.1142,744.0247,0.121,0.2761,325.9689,1.5861,113.4859,1786.6852,0.1007,0.6604,272.5621,2.5749,104.8584,2820.7318,0.0957,1.0605,254.5969,4.4863,80.2443,4925.7854,0.0731,1.7341,207.6005,1.0003,89.973,1021.3033,0.0881,0.3873,232.378
002659,凯文教育,0.3819,235.6638,0.1255,717.1315,0.0686,1311.9534,0.7955,226.2728,0.2585,696.325,0.1467,1226.9939,1.0948,246.6204,0.3965,680.9584,0.1458,1851.8519,1.1129,323.4792,0.6195,581.1138,0.2187,1646.0905,0.3022,297.816,0.1779,505.9022,0.0545,1651.3761,0.7449,241.6432,0.4439,405.4967,0.1475,1220.339,1.5449,174.7686,0.7956,339.3665,0.2918,925.2913,3.457,104.1365,3.0016,119.936,0.6365,565.5931,163.4608,0.5506,948.8051,0.0949,0.1456,618.1319
603357,设计总院,,,,,,,,,,,,,,,,,,,1.2754,282.2644,8824.0755,0.0408,0.8487,424.1782,0.3512,256.2642,1470.2937,0.0612,0.2252,399.6448,0.6234,288.7392,5071.29,0.0355,0.4201,428.4694,0.8704,310.2022,4605.7609999999995,0.0586,0.4737,569.981,1.4359,250.7138,6658.706999999999,0.0541,0.7403,486.2893,0.3356,268.1764,900.4563,0.0999,0.1644,547.4453
002649,博彦科技,1.0766,83.5965,18094.5706,0.005,0.3294,273.224,2.1028,85.6002,37771.0194,0.0048,0.6994,257.3635,3.1319999999999997,86.2069,56335.1633,0.0048,1.0269,262.9273,4.6886,76.782,61592.09099999999,0.0058,1.3914,258.7322,1.1067,81.3229,12977.2657,0.0069,0.3338,269.6225,2.1478,83.8067,6377.2265,0.0282,0.6918,260.1908,3.3077,81.6277,22023.7963,0.0123,1.0833,249.2384,4.5331,79.4159,59618.8019,0.006,1.4177,253.9324,0.9946,90.4886,848.8398,0.106,0.3419,263.2349
002707,众信旅游,4.9456,18.198,3974.5175,0.0226,0.9543,94.31,9.943999999999999,18.1014,7461.3791,0.0241,1.8876,95.3592,16.2161,16.6501,17242.5882,0.0157,3.3912,79.6178,20.798000000000002,17.3094,10166.5339,0.0354,4.4087,81.6567,4.578,19.6592,1458.4512,0.0617,0.8905,101.0668,9.8282,18.3146,2457.765,0.0732,1.8664,96.4423,16.3179,16.5462,4403.9832,0.0613,3.3403,80.8311,21.9965,16.3662,6094.7827,0.0591,4.308,83.5655,4.7012,19.144000000000002,837.3138,0.1075,0.7414,121.39200000000001
300675,建科院,,,,,,,,,,,,,,,,,,,1.986,181.2689,464.2634,0.7754,1.2636,284.9003,0.2821,319.0358,224.0064,0.4018,0.16699999999999998,538.9222,0.7301,246.5416,544.619,0.3305,0.4548,395.7784,1.1218,240.6846,927.518,0.2911,0.6119,441.2486,2.0483,175.7555,2543.3197,0.1415,1.045,344.4976,0.2337,385.1091,801.5484,0.1123,0.1092,824.1758
300299,富春股份,0.2376,378.7879,,,0.1376,654.0698,,,,,,,0.8783,307.41200000000003,,,0.4991,540.9738,1.3514,266.3904,,,0.5807,619.9414,0.5072,177.4448,,,0.2001,449.7751,0.8079999999999999,222.7723,,,0.3237,556.0704,1.1282,239.3193,,,0.4471,603.8917,1.7954,200.5124,3528.9615,0.102,0.601,599.0017,0.5126,175.5755,798.128,0.1128,0.1915,469.9739
600452,涪陵电力,429.2078,0.2097,181.3959,0.4962,0.5507,163.4284,15.068,11.9458,379.4933,0.4743,1.3473,133.6005,21.5403,12.5346,331.2398,0.8151,1.7942,150.4849,554.0083,0.6498,1833.1707,0.1964,3.111,115.7184,5.6714,15.8691,1111.7618,0.081,0.8332,108.0173,7.6143,23.6397,1416.0867,0.1271,1.5251,118.025,12.7941,21.1035,959.7143,0.2813,1.9962,135.257,734.9184,0.4899,2998.7875,0.12,3.667,98.1729,5.002,17.9928,735.3069,0.1224,0.7841,114.7813
601619,嘉泽新能,,,,,,,,,,,,,,,,,,,2.7294,131.8971,1703.0437,0.2114,0.5953,604.7371,,,,,,,0.7462,241.2222,1239.1102,0.1453,0.3042,591.716,1.0077,267.9369,1967.2614,0.1372,0.4293,628.9308,1.2790000000000001,281.4699,2704.4390000000003,0.1331,0.6577,547.362,0.2309,389.7791,732.7506,0.1228,0.1556,578.4062
300738,奥飞数据,,,,,,,,,,,,,,,,,,,6.2277,57.8063,51.4857,6.9922,3.1883,112.9128,,,,,,,2.5826,69.6972,22.9929,7.8285,1.3173,136.6431,,,,,,,4.8041,74.936,133.4725,2.6972,2.6541,135.6392,0.9306,96.7118,670.5652,0.1342,0.3291,273.4731
600576,祥源文化,0.4894,183.8987,52.945,1.6999,0.1506,597.6096,1.084,166.0517,182.4729,0.9864,0.3623,496.8258,1.7243,156.5853,649.4614,0.4157,0.6341,425.8003,3.0254,118.9925,863.1086,0.4171,0.8909,404.0858,0.6078,148.075,674.7056,0.1334,0.1697,530.3477,1.1317,159.0528,1552.4076,0.1159,0.3293,546.614,1.7247,156.549,2634.1454,0.1025,0.5819,463.9973,3.1794,113.2289,3380.6334,0.1065,0.8374,429.9021,0.4744,189.7133,603.6846,0.1491,0.1352,665.6805
603258,电魂网络,,,,,,,,,,,,,26.2455,10.2875,,,0.6595,409.4011,,,,,,,,,,,,,,,,,,,86.7428,3.1127,,,0.2441,1106.1041,108.1785,3.3278,,,0.3379,1065.404,13.7473,6.5467,447.9375,0.2009,0.0739,1217.862
603056,德邦股份,,,,,,,,,,,,,,,,,,,19.1546,18.7944,2568.0170000000003,0.1402,5.8884,61.1372,,,,,,,,,,,,,12.6692,21.3115,1557.4418,0.1734,4.0408,66.8185,17.6743,20.3686,2490.2767,0.1446,5.365,67.1016,4.6727,19.2608,431.5888,0.2085,1.0819,83.18700000000001
603569,长久物流,0.9322,96.5458,1295.9413,0.0694,0.5365,167.75400000000002,1.8037,99.7949,2986.5809,0.0603,0.9896,181.8917,2.7332,98.7853,4396.6161,0.0614,1.3197,204.592,3.4254,105.0972,5232.0157,0.0688,1.7156,209.8391,0.797,112.9235,1675.2318,0.0537,0.3606,249.584,1.5776,114.0974,2468.3442,0.0729,0.7042,255.6092,2.3708,113.8856,4394.7055,0.0614,1.0554,255.8272,3.1498,114.29299999999999,1585.4318,0.2271,1.5076,238.7901,0.7703,116.8376,426.2288,0.2112,0.3853,233.5842
300170,汉得信息,0.4818,186.7995,140.8759,0.6389,0.1843,488.3342,1.0825,166.2818,344.3035,0.5228,0.4503,399.7335,1.5712,171.8432,459.0726,0.5881,0.6675,404.4944,2.1321,168.8476,1086.2044,0.3314,0.9413,382.4498,0.3256,276.4128,303.6191,0.2964,0.1952,461.0656,0.7947,226.5006,464.4926,0.3875,0.44299999999999995,406.3205,1.2488,216.2076,1071.0709,0.2521,0.7162,376.9897,1.8530000000000002,194.2795,1807.3838,0.1992,1.0391,346.4537,0.3545,253.8787,421.1762,0.2137,0.2141,420.3643
000503,国新健康,11.8687,7.582999999999999,87.8853,1.0241,0.0486,1851.8519,25.5243,7.0521,153.9753,1.169,0.0906,1986.755,33.6118,8.0329,287.98400000000004,0.9376,0.1376,1962.2093,40.5383,8.8805,463.8746,0.7761,0.1888,1906.7797,3.861,23.31,199.8985,0.4502,0.0366,2459.0164,6.9315,25.9684,415.2081,0.4335,0.0794,2267.0025,14.8403,18.1937,626.1418,0.4312,0.1059,2549.5751,38.3047,9.3983,1331.8149,0.2703,0.17800000000000002,2022.4719,3.3522,26.848000000000003,287.5954,0.3129,0.0134,6716.4179
002072,凯瑞德,0.0187,4812.8342,0.0216,4166.6667,0.0082,10975.6098,0.0139,12949.6403,0.0576,3125.0,0.0092,19565.2174,0.0939,2875.3994,0.0976,2766.3934,0.0212,12735.8491,0.2559,1406.7995,,,0.0704,5113.6364,0.5286,170.2611,,,0.0496,1814.5161,1.0729,167.7696,,,0.1102,1633.3938,1.5381,175.5413,100.1706,2.6954,0.1669,1617.7352,1.526,235.9109,20375.6682,0.0177,0.1676,2147.9714,0.7089,126.9573,254.75,0.3533,0.0906,993.3775
601519,大智慧,1.3780000000000001,65.312,232.9923,0.3863,0.0627,1435.4067,2.6611,67.6412,255.08900000000003,0.7056,0.1524,1181.1024,5.6836,47.5051,512.8232,0.5265,0.3145,858.5056,11.9493,30.1273,6238.1453,0.0577,0.8335,431.9136,1.9134,47.0367,284.4089,0.3164,0.1997,450.676,4.3371,41.5024,452.0977,0.3981,0.4332,415.5125,6.8628,39.3425,721.5515,0.3742,0.5722,471.86300000000006,9.2223,39.0358,880.4488,0.4089,0.7565,475.8757,1.9597,45.9254,245.2289,0.36700000000000005,0.1527,589.391
603506,南都物业,,,,,,,,,,,,,,,,,,,7.6746,46.908,1260.6959,0.2856,1.3661,263.5239,,,,,,,3.0037,59.9261,734.2269,0.2452,0.6734,267.3003,,,,,,,6.8389999999999995,52.6393,1131.6743,0.3181,1.3453,267.5983,1.4617,61.5721,230.5474,0.3904,0.2794,322.1188
600131,岷江水电,15.2714,5.8934,198.9221,0.4524,1.6183,55.6139,43.867,4.1033,431.2321,0.4174,3.1912,56.4051,74.5771,3.6204,660.3742,0.4089,4.4729,60.3635,107.7384,3.3414,1071.9643,0.3358,7.425,48.4848,18.9193,4.757,187.7529,0.4794,0.9276,97.0246,27.9321,6.4442,396.2962,0.4542,2.0841,86.3682,79.2027,3.409,606.3872,0.4453,3.0834,87.5657,105.8861,3.3999,863.198,0.4171,5.191,69.3508,30.9802,2.9051,228.0117,0.3947,1.4154,63.5863
002039,黔源电力,2.6489999999999996,33.9751,186.2685,0.4832,0.4656,193.299,4.3166,41.6995,378.4778,0.4756,1.1379,158.1861,17.3628,15.5505,626.997,0.4306,1.7251,156.5127,20.8713,17.2486,758.9336,0.4743,2.1146,170.245,2.6429,34.0535,118.5532,0.7592,0.4422,203.5278,5.0302,35.7839,343.8553,0.5235,1.0925,164.7597,8.5009,31.7613,798.5199,0.3381,1.9832,136.1436,32.4271,11.1018,1067.0553,0.3374,3.0537,117.8898,2.8534,31.5413,209.2287,0.4302,0.4537,198.36900000000003
300383,光环新网,1.7456,51.5582,110.9168,0.8114,0.6181,145.6075,3.6248,49.6579,359.9234,0.5001,0.5696,316.0112,4.0301,66.9959,637.5556,0.4235,0.9818,275.0051,7.1918,50.056999999999995,758.8248,0.4744,1.4892,241.7405,1.2333,72.9749,212.715,0.4231,0.3142,286.4418,2.3713,75.9077,475.2712,0.3787,0.659,273.1411,3.5378,76.3186,700.845,0.3852,1.012,266.7984,5.2716,68.2905,822.6192,0.4376,1.4409,249.8438,1.1087,81.1762,200.5906,0.4487,0.4486,200.6242
603813,原尚股份,,,,,,,,,,,,,,,,,,,4.0299,89.3322,326.1886,1.1037,2.5396,141.7546,,,,,,,2.0418,88.1575,239.3817,0.7519,1.2408,145.0677,3.2056,84.2276,372.5472,0.7247,1.1411,236.6138,4.046,88.9768,524.2373,0.6867,1.7332,207.7083,1.0696,84.1436,170.8352,0.5268,0.3923,229.4163
300746,汉嘉设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938,191.8977,,,0.515,349.5146,,,,,,,2.4442,147.2875,624.0263,0.5769,1.2932,278.3792,0.6336,142.0455,161.4468,0.5575,0.2959,304.1568
002018,*ST华信,0.7235,124.3953,290.1012,0.3102,0.5995,150.1251,1.4708,122.3824,719.7746,0.2501,1.1288,159.4614,2.8335,95.2885,4664.1315,0.0579,2.009,134.3952,3.9137,91.9846,1722.7034,0.209,3.0263,118.9571,0.6878,130.852,187.5797,0.4798,0.5676,158.5624,1.2256,146.8668,755.4909,0.2383,1.0148,177.3749,1.7397,155.1992,167.9413,1.6077,1.4487,186.37400000000002,2.9312,122.8166,1348.2198,0.267,2.2274,161.6234,0.1594,564.6173,157.8176,0.5703,0.1124,800.7117
600556,ST慧球,0.5277,170.5514,9.1495,9.8366,0.1165,772.5322,0.8604,209.205,42.9159,4.1942,0.1898,948.3667,1.1924,226.4341,59.4872,4.5388,0.2466,1094.8905,2.4984,144.0922,210.581,1.7096,0.2354,1529.3118,0.5554,162.0454,44.5054,2.0222,0.0446,2017.9372,1.0013,179.7663,99.3757,1.8113,0.0814,2211.3022,1.8301,147.5329,163.765,1.6487,0.1839,1468.1892,5.2946,67.9938,295.4493,1.2185,0.3416,1053.8642,1.1453,78.582,143.5494,0.627,0.2509,358.7086
000088,盐田港,,,,,,,,,,,,,7.1507,37.7585,,,0.1275,2117.6471,9.8368,36.5973,,,0.1849,1946.9984,2.9457,30.553,1415.4718,0.0636,0.0562,1601.4235,6.1614,29.2141,2442.6454,0.0737,0.115,1565.2174,9.6439,27.997,3281.7949,0.0823,0.179,1508.3799,12.5202,28.7535,576.6926,0.6242,0.2571,1400.2334,3.451,26.0794,133.9347,0.672,0.0768,1171.875
300348,长亮科技,0.3337,269.7033,24.2871,3.7057,0.162,555.5556,0.8684,207.2778,66.1502,2.7211,0.4676,384.9444,1.2041,224.2339,91.6114,2.9472,0.633,426.5403,2.1964,163.9046,169.1527,2.1283,1.0447,344.5965,0.2975,302.52099999999996,38.0137,2.3676,0.1589,566.394,0.7774,231.541,108.2255,1.6632,0.4639,388.0147,1.1089,243.4845,154.5804,1.7467,0.6222,433.9441,1.9699,182.7504,275.3471,1.3074,1.0666,337.5211,0.2777,324.0907,126.5851,0.711,0.1675,537.3134
600270,外运发展,1.1214,80.2568,273.5678,0.32899999999999996,0.2484,362.3188,2.487,72.3764,534.1473,0.337,0.5589,322.0612,4.0798,66.1797,788.3562,0.3425,0.8340000000000001,323.741,5.9073,60.9415,1297.4271,0.2775,1.1376,316.4557,1.3752,65.445,337.60400000000004,0.2666,0.2526,356.2945,2.9281,61.4733,612.6423,0.2938,0.5217,345.0259,4.8052,56.1891,992.0996,0.2722,0.7814,345.5337,7.1629,50.25899999999999,744.1745,0.4838,1.1085,324.7632,1.5164,59.3511,114.2682,0.7876,0.2294,392.3278
600865,百大集团,11.7956,7.63,117.823,0.7639,0.4312,208.7199,34.2461,5.2561,286.1801,0.629,0.7979,225.5922,34.273,7.8779,389.5354,0.6931,1.135,237.8855,70.7237,5.0902,615.6743,0.5847,2.0561,175.0888,14.8021,6.0802,118.9028,0.7569,0.7305,123.2033,25.6688,7.0124,238.0256,0.7562,1.23,146.3415,54.6354,4.9419,330.5678,0.8168,1.5218,177.4215,78.347,4.5949,677.7497,0.5312,1.8219,197.5959,18.1969,4.9459,113.9761,0.7896,0.3365,267.4591
600605,汇通能源,1.1674,77.0944,223.6363,0.4024,0.5994,150.1502,3.0401,59.2086,656.0479,0.2744,1.8992,94.7767,5.0,54.0,1165.7313,0.2316,3.2323,83.5319,6.2549,57.5549,1552.4445,0.2319,4.2019,85.6755,1.5482,58.132,374.3922,0.2404,0.9979,90.1894,3.3962,53.0004,902.2885,0.1995,2.3085,77.9727,5.1931,51.9921,1003.4877,0.2691,3.5954,75.096,6.1645,58.3989,1059.422,0.3398,4.5126,79.7766,0.8876,101.397,109.6124,0.8211,0.6817,132.0229
000796,凯撒旅游,3.0083,29.9172,60.6495,1.4839,0.4042,222.662,5.6537,31.8376,135.5206,1.3282,0.9413,191.2249,9.9966,27.0092,241.6833,1.1172,1.8119,149.0148,13.1482,27.3802,358.096,1.0053,2.1493,167.4964,2.2129,40.6706,79.4791,1.1324,0.5156,174.5539,4.3734,41.1579,195.25900000000001,0.9219,0.9145,196.8289,7.5735,35.6506,332.6071,0.8118,1.7309,155.9882,9.4409,38.132,509.1417,0.7071,2.0689,174.0055,1.6644,54.0735,109.2609,0.8237,0.3968,226.8145
002357,富临运业,4.3075,20.8938,18.5821,4.8434,0.6159,146.1276,8.3321,21.6032,48.1526,3.7381,1.6772,107.3217,11.775,22.9299,75.131,3.5937,2.2669,119.1054,17.3354,20.7668,104.1973,3.455,3.2017,112.4403,3.7916,23.7367,44.8757,2.0055,0.9442,95.3188,6.5547,27.4612,115.2873,1.5613,1.8819,95.648,9.9465,27.1452,182.1275,1.4825,2.951,91.4944,13.9778,25.7551,240.5221,1.4967,3.9226,91.7759,2.9976,30.024,108.1515,0.8322,0.9131,98.5653
000791,甘肃电投,1.3025,69.0979,107.7335,0.8354,0.1127,798.5803,2.7438,65.6024,217.0635,0.8293,0.5326,337.9647,4.4934,60.0881,309.9214,0.8712,0.934,289.0792,8.5278,42.2149,521.3461,0.6905,1.6139,223.0621,0.6048,148.8095,119.5413,0.7529,0.1786,503.9194,1.5267,117.9014,146.2239,1.2309999999999999,0.4513,398.8478,2.7851,96.9445,202.8085,1.3313,0.9151,295.0497,4.6148,78.0099,486.6747,0.7397,1.2013,299.6754,0.5867,153.4004,106.1748,0.8477,0.1684,534.4418
000089,深圳机场,1.7707,50.8274,114.9737,0.7828,0.3126,287.9079,3.6275,49.621,216.9406,0.8297,0.6089,295.615,5.1058,52.881,344.4553,0.7838,0.8659,311.8143,9.7383,36.9674,447.2615,0.8049,1.192,302.0134,1.7814,50.5221,95.9748,0.9377,0.239,376.569,3.6077,49.8933,199.3615,0.9029,0.4779,376.6478,5.4129,49.8808,288.8486,0.9347,0.7325,368.6007,9.5556,37.6742,438.8205,0.8204,0.9856,365.2597,1.7025,52.8634,104.1788,0.8639,0.214,420.5607
600233,圆通速递,2.2845,39.3959,0.7108,126.6179,0.1927,467.0472,3.9762,45.2694,0.9547,188.5409,0.3294,546.4481,106.7137,2.5301,66.8631,4.0381,2.9779,90.6679,116.0883,3.1011,100.7793,3.5722,4.3526,82.7092,18.3726,4.8986,89.6385,1.004,0.5587,161.0882,43.8707,4.103,208.0413,0.8652,1.3044,137.9945,59.7427,4.5194,301.4953,0.8955,2.0402,132.34,30.7389,11.7115,454.399,0.7923,2.9637,121.4698,4.9655,18.1251,101.8105,0.884,0.8484,106.08200000000001
000606,神州易桥,1.0496,85.74700000000001,0.7025,128.1139,0.1825,493.1507,2.1146,85.1225,1.3045,137.9839,0.44299999999999995,406.3205,3.2444,83.2203,2.0419,132.2298,0.3261,827.9669,7.4386,48.3962,3.3498,107.4691,0.5158,697.9449,1.338,67.2646,0.5507,163.4284,0.0656,1371.9512,3.3391,53.9067,1.4434,124.7056,0.1833,981.9967,4.8187,56.0317,2.2251,121.3429,0.3283,822.4185,10.5404,34.1543,6.5651,54.8354,0.4052,888.4501,3.8484,23.3863,99.991,0.9001,0.1508,596.817
002027,分众传媒,0.9948,90.4704,,,0.1865,482.5737,2.1557,83.4996,,,0.5428,331.6139,3.3962,79.5006,,,0.7886,342.3789,,,,,,,,,,,,,2.355,76.4331,,,0.5141,350.1264,3.1096,86.8279,899.5623,0.3001,0.88,306.8182,4.6727,77.0433,468.2486,0.7688,1.1422,315.1812,0.9753,92.2793,93.5623,0.9619,0.2664,337.8378
002468,申通快递,1.3328,67.527,0.8004,112.4438,0.326,276.0736,2.7305,65.922,1.8159999999999998,99.1189,0.6926,259.8903,4.1789,64.6103,2.8181,95.8092,1.0942,246.7556,21.4139,16.8115,42.7589,8.4193,2.7365,131.5549,3.1364,28.6953,62.471000000000004,1.4407,0.3557,253.0222,8.2899,21.7132,170.0677,1.0584,0.9557,188.3436,11.1427,24.2311,249.1585,1.0836,1.482,182.1862,18.5348,19.4229,331.6506,1.0855,2.0954,171.8049,3.7168,24.2144,89.7567,1.0027,0.5285,170.2933
600634,*ST富控,0.5535,162.6016,1.5217,59.1444,0.0861,1045.2962,1.2958,138.9103,2.0229,88.9812,0.1859,968.2625,5.2355,51.571000000000005,17.8512,15.125,0.6145,439.3816,9.0426,39.8116,31.26,11.5163,0.7414,485.5678,3.2052,28.0794,22.1379,4.0654,0.0614,1465.7979999999998,6.3279,28.4455,40.4652,4.4483,0.1215,1481.4815,9.7685,27.6399,61.6145,4.3821,0.1846,1462.6219,12.5579,28.6672,152.351,2.363,0.2762,1303.4033,5.2765,17.0568,89.697,1.0034,0.1161,775.1938
002120,韵达股份,1.339,67.2143,1.4522,61.9749,0.4717,190.7992,2.7764,64.8322,3.2723,55.0072,1.2153,148.1116,4.4301,60.9467,4.6516,58.0445,1.8345,147.1791,34.062,10.569,76.3054,4.7179,4.0106,89.7621,5.8773,15.3132,54.6406,1.6471,0.6195,145.2785,16.5423,10.8812,117.40799999999999,1.5331,1.3209,136.2707,24.0037,11.2483,184.543,1.4631,1.9877,135.8354,33.9618,10.6001,281.4501,1.2791,2.5033,143.8102,8.7313,10.3077,83.3162,1.0802,0.5909,152.31
300494,盛天网络,1.0261,87.7107,37.5027,2.3998,0.0632,1424.0506,2.6925,66.8524,74.9015,2.4032,0.1604,1122.1945,4.5505,59.3341,185.9758,1.4518,0.2973,908.1736,7.3141,49.22,224.1431,1.6061,0.4205,856.1237,1.6881,53.3144,74.4734,1.2085,0.1132,795.053,4.0002,44.9978,161.1267,1.1171,0.2208,815.2174,5.5224,48.8918,238.8878,1.1302,0.3246,831.793,6.1685,58.361000000000004,350.9434,1.0258,0.4413,815.7716,1.2576,71.5649,83.3045,1.0804,0.1273,706.9914
300560,中富通,,,,,,,0.6084,295.858,,,0.4752,378.7879,,,,,,,1.2116,297.1278,,,0.7707,467.1078,,,,,,,0.6156,292.3977,529.8506,0.3397,0.3928,458.2485,0.8639,312.5362,45.1978,5.9737,0.5712,472.6891,1.1957,301.0789,480.4879,0.7492,0.7787,462.309,0.312,288.4615,65.6209,1.3715,0.23600000000000002,381.3559
603444,吉比特,,,,,,,3.7585,47.8914,,,0.8109999999999999,221.9482,8.902000000000001,30.3303,,,1.1406,236.7175,,,,,,,,,,,,,3.4827,51.684,,,0.3351,537.1531,4.8518,55.6494,,,0.4888,552.3732,7.2042,49.9709,218.1854,1.65,0.6286,572.7012,1.8927,47.5511,63.7127,1.4126,0.1559,577.2931
600221,海航控股,12.6041,7.1405,203.4541,0.4424,0.3972,226.5861,25.6451,7.0189,382.9765,0.47,0.7504,239.8721,39.5021,6.8351,771.8482,0.3498,0.9004,299.8667,42.5533,8.46,1104.4383,0.326,1.5324,234.9256,10.3515,8.6944,94.5869,0.9515,0.3797,237.0292,15.1732,11.863,203.94799999999998,0.8826,0.7411,242.8822,23.8687,11.3119,278.7376,0.9687,1.1172,241.6756,35.257,10.2107,376.1039,0.9572,1.6493,218.2744,6.6236,13.5878,60.9239,1.4773,0.4395,204.7782
